Player,Position,Date,TM,OPP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
Giannis Antetokounmpo,Power,2021-10-19,MIL,BRK,32.0,7.0,12.0,25.0,0.48,1.0,4.0,0.25,7.0,9.0,0.778,4.0,0.552,42.6,0.5,117.0,98.0,26.4,11.4,112.8
Giannis Antetokounmpo,Power,2021-10-21,MIL,MIA,15.0,2.0,4.0,11.0,0.364,1.0,3.0,0.333,6.0,10.0,0.6,2.0,0.487,32.8,0.409,93.0,112.0,11.9,4.7,109.1
Giannis Antetokounmpo,Power,2021-10-23,MIL,SAS,21.0,8.0,7.0,15.0,0.467,1.0,2.0,0.5,6.0,8.0,0.75,5.0,0.567,33.0,0.5,108.0,104.0,16.0,4.9,112.3
Giannis Antetokounmpo,Power,2021-10-25,MIL,IND,30.0,9.0,10.0,18.0,0.556,0.0,2.0,0.0,10.0,13.0,0.769,2.0,0.632,30.5,0.556,132.0,105.0,29.5,12.2,116.1
Giannis Antetokounmpo,Power,2021-10-27,MIL,MIN,40.0,7.0,15.0,23.0,0.652,3.0,6.0,0.5,7.0,9.0,0.778,2.0,0.742,35.5,0.717,149.0,108.0,40.1,27.3,111.7
Giannis Antetokounmpo,Power,2021-10-30,MIL,SAS,28.0,3.0,11.0,18.0,0.611,0.0,3.0,0.0,6.0,11.0,0.545,7.0,0.613,36.5,0.611,93.0,97.0,14.8,1.3,112.3
Giannis Antetokounmpo,Power,2021-10-31,MIL,UTA,25.0,6.0,10.0,20.0,0.5,3.0,11.0,0.273,2.0,2.0,1.0,2.0,0.599,29.2,0.575,125.0,111.0,22.3,16.8,110.5
Giannis Antetokounmpo,Power,2021-11-02,MIL,DET,28.0,9.0,9.0,16.0,0.563,3.0,7.0,0.429,7.0,7.0,1.0,3.0,0.734,36.5,0.656,143.0,82.0,28.1,25.0,113.8
Giannis Antetokounmpo,Power,2021-11-05,MIL,NYK,25.0,4.0,7.0,17.0,0.412,2.0,7.0,0.286,9.0,11.0,0.818,3.0,0.572,36.8,0.471,110.0,109.0,18.2,7.6,110.5
Giannis Antetokounmpo,Power,2021-11-07,MIL,WAS,29.0,5.0,12.0,26.0,0.462,0.0,4.0,0.0,5.0,12.0,0.417,3.0,0.464,36.9,0.462,102.0,97.0,23.2,8.0,114.5
Giannis Antetokounmpo,Power,2021-11-09,MIL,PHI,31.0,4.0,12.0,26.0,0.462,0.0,2.0,0.0,7.0,13.0,0.538,0.0,0.489,37.5,0.462,113.0,104.0,24.2,5.1,110.8
Giannis Antetokounmpo,Power,2021-11-10,MIL,NYK,15.0,8.0,5.0,15.0,0.333,2.0,5.0,0.4,3.0,4.0,0.75,3.0,0.447,23.3,0.4,110.0,100.0,14.8,2.7,110.5
Giannis Antetokounmpo,Power,2021-11-14,MIL,ATL,26.0,6.0,9.0,21.0,0.429,1.0,5.0,0.2,7.0,12.0,0.583,3.0,0.495,40.8,0.452,99.0,126.0,15.7,0.3,114.9
Giannis Antetokounmpo,Power,2021-11-17,MIL,LAL,47.0,3.0,18.0,23.0,0.783,3.0,4.0,0.75,8.0,11.0,0.727,4.0,0.844,37.4,0.848,144.0,100.0,39.8,22.5,113.3
Giannis Antetokounmpo,Power,2021-11-19,MIL,OKC,21.0,7.0,6.0,16.0,0.375,0.0,4.0,0.0,9.0,11.0,0.818,5.0,0.504,32.6,0.375,93.0,71.0,19.8,9.5,112.8
Giannis Antetokounmpo,Power,2021-11-20,MIL,ORL,32.0,5.0,8.0,16.0,0.5,1.0,3.0,0.333,15.0,23.0,0.652,5.0,0.613,43.8,0.531,116.0,87.0,28.6,12.3,112.5
Giannis Antetokounmpo,Power,2021-11-22,MIL,ORL,12.0,9.0,4.0,12.0,0.333,0.0,4.0,0.0,4.0,6.0,0.667,1.0,0.41,27.1,0.333,118.0,87.0,14.1,9.6,112.5
Giannis Antetokounmpo,Power,2021-11-24,MIL,DET,33.0,5.0,12.0,17.0,0.706,1.0,4.0,0.25,8.0,10.0,0.8,1.0,0.771,31.5,0.735,158.0,88.0,33.1,23.8,113.8
Giannis Antetokounmpo,Power,2021-11-26,MIL,DEN,24.0,7.0,10.0,13.0,0.769,1.0,1.0,1.0,3.0,9.0,0.333,1.0,0.708,28.4,0.808,147.0,109.0,25.0,14.1,112.1
