Player,Position,Date,TM,OPP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
Donovan Mitchell,Shooting,2021-10-20,UTA,OKC,16.0,4.0,6.0,17.0,0.353,3.0,10.0,0.3,1.0,1.0,1.0,1.0,0.459,28.9,0.441,108.0,91.0,11.9,7.4,112.8
Donovan Mitchell,Shooting,2021-10-22,UTA,SAC,27.0,4.0,9.0,25.0,0.36,6.0,14.0,0.429,3.0,4.0,0.75,5.0,0.504,34.9,0.48,97.0,102.0,13.6,0.7,115.3
Donovan Mitchell,Shooting,2021-10-26,UTA,DEN,22.0,6.0,9.0,20.0,0.45,1.0,9.0,0.111,3.0,3.0,1.0,5.0,0.516,33.2,0.475,96.0,112.0,10.8,-5.8,112.1
Donovan Mitchell,Shooting,2021-10-28,UTA,HOU,15.0,6.0,5.0,12.0,0.417,2.0,5.0,0.4,3.0,3.0,1.0,1.0,0.563,25.6,0.5,129.0,89.0,14.3,10.0,116.7
Donovan Mitchell,Shooting,2021-10-30,UTA,CHI,30.0,6.0,9.0,27.0,0.333,2.0,11.0,0.182,10.0,10.0,1.0,6.0,0.478,42.2,0.37,96.0,107.0,15.7,3.4,113.6
Donovan Mitchell,Shooting,2021-10-31,UTA,MIL,28.0,2.0,10.0,18.0,0.556,4.0,9.0,0.444,4.0,5.0,0.8,4.0,0.693,36.0,0.667,117.0,105.0,18.8,6.7,111.8
Donovan Mitchell,Shooting,2021-11-02,UTA,SAC,36.0,6.0,14.0,30.0,0.467,5.0,12.0,0.417,3.0,4.0,0.75,3.0,0.567,41.0,0.55,125.0,109.0,25.2,13.2,115.3
Donovan Mitchell,Shooting,2021-11-06,UTA,MIA,37.0,7.0,14.0,28.0,0.5,4.0,15.0,0.267,5.0,6.0,0.833,2.0,0.604,43.8,0.571,123.0,132.0,26.3,6.3,109.1
Donovan Mitchell,Shooting,2021-11-07,UTA,ORL,21.0,7.0,8.0,24.0,0.333,2.0,12.0,0.167,3.0,3.0,1.0,3.0,0.415,35.0,0.375,97.0,118.0,10.6,-2.7,112.5
Donovan Mitchell,Shooting,2021-11-11,UTA,IND,26.0,4.0,11.0,20.0,0.55,3.0,7.0,0.429,1.0,1.0,1.0,0.0,0.636,28.4,0.625,129.0,109.0,22.5,14.2,116.1
Donovan Mitchell,Shooting,2021-11-13,UTA,MIA,22.0,4.0,8.0,19.0,0.421,3.0,10.0,0.3,3.0,5.0,0.6,3.0,0.519,27.9,0.5,101.0,106.0,16.1,4.5,109.1
Donovan Mitchell,Shooting,2021-11-16,UTA,PHI,13.0,3.0,5.0,12.0,0.417,1.0,3.0,0.333,2.0,3.0,0.667,0.0,0.488,27.2,0.458,108.0,84.0,10.1,2.6,110.8
Donovan Mitchell,Shooting,2021-11-18,UTA,TOR,20.0,1.0,6.0,13.0,0.462,2.0,7.0,0.286,6.0,6.0,1.0,6.0,0.639,32.4,0.538,94.0,100.0,11.7,-4.6,110.5
Donovan Mitchell,Shooting,2021-11-20,UTA,SAC,26.0,5.0,11.0,22.0,0.5,3.0,7.0,0.429,1.0,1.0,1.0,3.0,0.579,34.9,0.568,119.0,109.0,16.8,2.2,115.3
