Player,Position,Date,TM,OPP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
Ja Morant,Point,2021-10-20,MEM,CLE,37.0,6.0,17.0,29.0,0.586,1.0,4.0,0.25,2.0,2.0,1.0,2.0,0.619,39.5,0.603,130.0,121.0,28.5,6.9,109.7
Ja Morant,Point,2021-10-23,MEM,LAC,28.0,8.0,10.0,19.0,0.526,2.0,7.0,0.286,6.0,8.0,0.75,5.0,0.622,34.1,0.579,116.0,123.0,18.9,3.1,110.1
Ja Morant,Point,2021-10-24,MEM,LAL,40.0,10.0,13.0,21.0,0.619,5.0,7.0,0.714,9.0,11.0,0.818,6.0,0.774,32.4,0.738,140.0,121.0,34.2,18.6,113.3
Ja Morant,Point,2021-10-27,MEM,POR,17.0,10.0,5.0,12.0,0.417,3.0,6.0,0.5,4.0,5.0,0.8,9.0,0.599,27.9,0.542,93.0,118.0,11.9,0.3,116.9
Ja Morant,Point,2021-10-28,MEM,GSW,30.0,5.0,11.0,22.0,0.5,2.0,8.0,0.25,6.0,6.0,1.0,5.0,0.609,31.4,0.545,105.0,92.0,23.6,7.9,106.9
Ja Morant,Point,2021-10-30,MEM,MIA,20.0,7.0,7.0,18.0,0.389,1.0,4.0,0.25,5.0,6.0,0.833,3.0,0.484,31.0,0.417,100.0,131.0,14.5,-2.3,109.1
Ja Morant,Point,2021-11-01,MEM,DEN,26.0,8.0,12.0,22.0,0.545,1.0,3.0,0.333,1.0,2.0,0.5,4.0,0.568,32.9,0.568,114.0,101.0,20.9,9.0,112.1
Ja Morant,Point,2021-11-03,MEM,DEN,18.0,6.0,8.0,16.0,0.5,0.0,2.0,0.0,2.0,7.0,0.286,3.0,0.472,32.9,0.5,92.0,107.0,14.0,-2.3,112.1
Ja Morant,Point,2021-11-05,MEM,WAS,11.0,4.0,4.0,17.0,0.235,0.0,2.0,0.0,3.0,4.0,0.75,1.0,0.293,28.7,0.235,72.0,121.0,4.7,-8.5,114.5
Ja Morant,Point,2021-11-08,MEM,MIN,33.0,8.0,10.0,24.0,0.417,3.0,6.0,0.5,10.0,12.0,0.833,3.0,0.564,35.5,0.479,123.0,119.0,24.7,5.7,111.7
Ja Morant,Point,2021-11-10,MEM,CHO,32.0,8.0,13.0,27.0,0.481,1.0,6.0,0.167,5.0,5.0,1.0,3.0,0.548,32.2,0.5,117.0,111.0,26.4,10.3,113.7
Ja Morant,Point,2021-11-12,MEM,PHO,26.0,6.0,10.0,19.0,0.526,0.0,2.0,0.0,6.0,9.0,0.667,5.0,0.566,34.6,0.526,103.0,110.0,19.9,9.4,107.3
Ja Morant,Point,2021-11-13,MEM,NOP,22.0,10.0,8.0,17.0,0.471,3.0,5.0,0.6,3.0,3.0,1.0,1.0,0.6,23.5,0.559,140.0,123.0,23.8,12.8,113.0
Ja Morant,Point,2021-11-20,MEM,MIN,11.0,5.0,3.0,9.0,0.333,0.0,3.0,0.0,5.0,6.0,0.833,3.0,0.473,23.5,0.333,91.0,148.0,6.6,-6.6,111.7
Ja Morant,Point,2021-11-22,MEM,UTA,32.0,7.0,9.0,30.0,0.3,3.0,10.0,0.3,11.0,14.0,0.786,1.0,0.442,42.9,0.35,110.0,123.0,20.5,3.0,110.5
Ja Morant,Point,2021-11-24,MEM,TOR,23.0,9.0,8.0,18.0,0.444,0.0,1.0,0.0,7.0,10.0,0.7,4.0,0.513,33.7,0.444,115.0,130.0,20.7,4.6,110.5
Ja Morant,Point,2021-12-20,MEM,OKC,16.0,8.0,6.0,12.0,0.5,1.0,1.0,1.0,3.0,5.0,0.6,4.0,0.563,26.2,0.542,105.0,98.0,14.9,9.1,112.8
Ja Morant,Point,2021-12-23,MEM,GSW,21.0,6.0,6.0,15.0,0.4,0.0,4.0,0.0,9.0,10.0,0.9,3.0,0.541,29.9,0.4,113.0,121.0,15.2,2.7,106.9
Ja Morant,Point,2021-12-26,MEM,SAC,18.0,9.0,8.0,18.0,0.444,0.0,3.0,0.0,2.0,2.0,1.0,4.0,0.477,29.7,0.444,105.0,108.0,13.4,-2.4,115.3
Ja Morant,Point,2021-12-27,MEM,PHO,33.0,4.0,14.0,25.0,0.56,3.0,5.0,0.6,2.0,4.0,0.5,2.0,0.617,36.1,0.62,129.0,118.0,23.9,9.5,107.3
Ja Morant,Point,2021-12-29,MEM,LAL,41.0,2.0,13.0,27.0,0.481,6.0,7.0,0.857,9.0,12.0,0.75,6.0,0.635,46.9,0.593,113.0,99.0,27.5,14.2,113.3
Ja Morant,Point,2021-12-31,MEM,SAS,30.0,8.0,12.0,18.0,0.667,3.0,3.0,1.0,3.0,3.0,1.0,0.0,0.776,24.5,0.75,170.0,112.0,29.6,17.8,112.3
Ja Morant,Point,2022-01-03,MEM,BRK,36.0,8.0,14.0,22.0,0.636,2.0,4.0,0.5,6.0,10.0,0.6,3.0,0.682,34.1,0.682,142.0,116.0,29.8,16.7,112.8
Ja Morant,Point,2022-01-04,MEM,CLE,26.0,6.0,9.0,21.0,0.429,0.0,1.0,0.0,8.0,9.0,0.889,2.0,0.521,35.4,0.429,112.0,107.0,21.2,8.7,109.7
Ja Morant,Point,2022-01-06,MEM,DET,22.0,6.0,10.0,19.0,0.526,0.0,3.0,0.0,2.0,2.0,1.0,5.0,0.553,39.0,0.526,106.0,88.0,16.5,5.0,113.8
Ja Morant,Point,2022-01-09,MEM,LAL,16.0,7.0,4.0,9.0,0.444,0.0,2.0,0.0,8.0,12.0,0.667,3.0,0.56,23.6,0.444,113.0,121.0,14.5,-2.1,113.3
Ja Morant,Point,2022-01-11,MEM,GSW,29.0,8.0,11.0,23.0,0.478,1.0,4.0,0.25,6.0,8.0,0.75,2.0,0.547,31.2,0.5,114.0,107.0,22.6,6.6,106.9
Ja Morant,Point,2022-01-13,MEM,MIN,16.0,9.0,5.0,16.0,0.313,0.0,7.0,0.0,6.0,7.0,0.857,4.0,0.419,29.0,0.313,99.0,112.0,11.1,-3.4,111.7
Ja Morant,Point,2022-01-14,MEM,DAL,19.0,8.0,8.0,15.0,0.533,1.0,4.0,0.25,2.0,3.0,0.667,8.0,0.582,34.0,0.567,85.0,111.0,12.0,1.7,109.4
Ja Morant,Point,2022-01-17,MEM,CHI,25.0,3.0,9.0,17.0,0.529,1.0,3.0,0.333,6.0,7.0,0.857,2.0,0.623,28.6,0.559,121.0,107.0,18.6,1.5,113.6
Ja Morant,Point,2022-01-19,MEM,MIL,33.0,14.0,12.0,27.0,0.444,4.0,10.0,0.4,5.0,5.0,1.0,1.0,0.565,29.2,0.519,130.0,124.0,29.3,12.1,111.8
Ja Morant,Point,2022-01-21,MEM,DEN,38.0,6.0,15.0,26.0,0.577,2.0,6.0,0.333,6.0,8.0,0.75,6.0,0.644,39.7,0.615,121.0,121.0,27.8,6.4,112.1
Ja Morant,Point,2022-01-23,MEM,DAL,35.0,6.0,14.0,31.0,0.452,0.0,3.0,0.0,7.0,10.0,0.7,7.0,0.494,40.1,0.452,99.0,113.0,21.0,7.2,109.4
Ja Morant,Point,2022-01-26,MEM,SAS,41.0,8.0,15.0,28.0,0.536,3.0,5.0,0.6,8.0,10.0,0.8,1.0,0.633,37.4,0.589,141.0,113.0,35.1,16.9,112.3
Ja Morant,Point,2022-01-28,MEM,UTA,30.0,10.0,10.0,22.0,0.455,2.0,6.0,0.333,8.0,13.0,0.615,6.0,0.541,41.7,0.5,107.0,111.0,22.3,1.6,110.5
Ja Morant,Point,2022-01-31,MEM,PHI,37.0,5.0,15.0,30.0,0.5,0.0,5.0,0.0,7.0,10.0,0.7,9.0,0.538,42.8,0.5,93.0,115.0,16.6,-4.2,110.8
Ja Morant,Point,2022-02-02,MEM,NYK,23.0,9.0,9.0,27.0,0.333,0.0,6.0,0.0,5.0,8.0,0.625,2.0,0.377,35.0,0.333,97.0,109.0,15.8,-0.7,110.5
Ja Morant,Point,2022-02-05,MEM,ORL,33.0,7.0,14.0,21.0,0.667,1.0,3.0,0.333,4.0,4.0,1.0,4.0,0.725,36.2,0.69,131.0,111.0,27.3,12.9,112.5
Ja Morant,Point,2022-02-08,MEM,LAC,30.0,5.0,12.0,19.0,0.632,1.0,2.0,0.5,5.0,9.0,0.556,5.0,0.653,40.8,0.658,119.0,107.0,21.1,7.9,110.1
Ja Morant,Point,2022-02-10,MEM,DET,23.0,6.0,7.0,17.0,0.412,2.0,8.0,0.25,7.0,9.0,0.778,2.0,0.549,29.9,0.471,122.0,107.0,16.7,2.5,113.8
Ja Morant,Point,2022-02-12,MEM,CHO,26.0,6.0,12.0,21.0,0.571,0.0,3.0,0.0,2.0,6.0,0.333,3.0,0.55,29.7,0.571,108.0,116.0,17.5,-0.2,113.7
