Player,Position,Date,TM,OPP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
Jayson Tatum,Small,2021-10-20,BOS,NYK,20.0,4.0,7.0,30.0,0.233,2.0,15.0,0.133,4.0,5.0,0.8,3.0,0.311,31.5,0.267,74.0,113.0,7.0,-10.3,110.5
Jayson Tatum,Small,2021-10-22,BOS,TOR,18.0,4.0,8.0,14.0,0.571,2.0,4.0,0.5,0.0,1.0,0.0,5.0,0.623,27.5,0.643,92.0,118.0,10.8,3.0,110.5
Jayson Tatum,Small,2021-10-24,BOS,HOU,31.0,2.0,12.0,24.0,0.5,4.0,11.0,0.364,3.0,4.0,0.75,1.0,0.602,32.9,0.583,114.0,100.0,21.8,6.7,116.7
Jayson Tatum,Small,2021-10-25,BOS,CHO,41.0,8.0,14.0,28.0,0.5,6.0,12.0,0.5,7.0,7.0,1.0,2.0,0.66,34.1,0.607,135.0,119.0,32.6,9.5,113.7
Jayson Tatum,Small,2021-10-27,BOS,WAS,23.0,2.0,9.0,22.0,0.409,1.0,8.0,0.125,4.0,8.0,0.5,2.0,0.451,33.6,0.432,91.0,122.0,10.7,-5.8,114.5
Jayson Tatum,Small,2021-10-30,BOS,WAS,27.0,3.0,10.0,32.0,0.313,0.0,5.0,0.0,7.0,7.0,1.0,4.0,0.385,38.4,0.313,76.0,93.0,12.7,-3.0,114.5
Jayson Tatum,Small,2021-11-01,BOS,CHI,20.0,3.0,8.0,22.0,0.364,1.0,4.0,0.25,3.0,4.0,0.75,1.0,0.421,28.8,0.386,95.0,131.0,10.9,-5.3,113.6
Jayson Tatum,Small,2021-11-03,BOS,ORL,14.0,3.0,4.0,16.0,0.25,1.0,6.0,0.167,5.0,8.0,0.625,2.0,0.359,30.2,0.281,75.0,83.0,7.1,-3.4,112.5
Jayson Tatum,Small,2021-11-04,BOS,MIA,10.0,2.0,3.0,13.0,0.231,2.0,5.0,0.4,2.0,3.0,0.667,1.0,0.349,24.3,0.308,80.0,81.0,3.9,-3.7,109.1
Jayson Tatum,Small,2021-11-06,BOS,DAL,32.0,2.0,12.0,19.0,0.632,6.0,8.0,0.75,2.0,2.0,1.0,4.0,0.805,28.7,0.789,130.0,108.0,25.7,15.2,109.4
Jayson Tatum,Small,2021-11-10,BOS,TOR,22.0,7.0,8.0,24.0,0.333,3.0,7.0,0.429,3.0,4.0,0.75,2.0,0.427,31.5,0.396,98.0,91.0,14.4,4.9,110.5
Jayson Tatum,Small,2021-11-12,BOS,MIL,27.0,1.0,10.0,25.0,0.4,5.0,13.0,0.385,2.0,4.0,0.5,3.0,0.504,31.6,0.5,106.0,112.0,15.5,-0.9,111.8
Jayson Tatum,Small,2021-11-13,BOS,CLE,21.0,2.0,8.0,22.0,0.364,1.0,8.0,0.125,4.0,5.0,0.8,6.0,0.434,39.1,0.386,74.0,106.0,4.6,-9.1,109.7
Jayson Tatum,Small,2021-11-15,BOS,CLE,23.0,5.0,7.0,20.0,0.35,2.0,8.0,0.25,7.0,7.0,1.0,2.0,0.498,33.5,0.4,103.0,95.0,17.7,5.1,109.7
Jayson Tatum,Small,2021-11-17,BOS,ATL,34.0,5.0,12.0,22.0,0.545,5.0,12.0,0.417,5.0,6.0,0.833,4.0,0.69,34.5,0.659,125.0,119.0,27.3,14.1,114.9
Jayson Tatum,Small,2021-11-19,BOS,LAL,37.0,2.0,13.0,26.0,0.5,4.0,9.0,0.444,7.0,7.0,1.0,1.0,0.636,36.9,0.577,137.0,98.0,30.6,15.0,113.3
Jayson Tatum,Small,2021-11-20,BOS,OKC,33.0,5.0,11.0,22.0,0.5,6.0,12.0,0.5,5.0,7.0,0.714,1.0,0.658,36.6,0.636,128.0,111.0,26.0,11.6,112.8
Jayson Tatum,Small,2021-11-22,BOS,HOU,30.0,3.0,10.0,22.0,0.455,1.0,9.0,0.111,9.0,9.0,1.0,1.0,0.578,33.6,0.477,122.0,91.0,21.3,7.4,116.7
Jayson Tatum,Small,2021-11-24,BOS,BRK,15.0,3.0,4.0,16.0,0.25,1.0,9.0,0.111,6.0,8.0,0.75,5.0,0.384,34.0,0.281,78.0,126.0,6.6,-8.5,112.8
Jayson Tatum,Small,2021-11-26,BOS,SAS,24.0,2.0,9.0,23.0,0.391,2.0,7.0,0.286,4.0,5.0,0.8,2.0,0.476,30.0,0.435,97.0,101.0,15.1,2.5,112.3
Jayson Tatum,Small,2021-11-28,BOS,TOR,8.0,10.0,2.0,16.0,0.125,1.0,5.0,0.2,3.0,4.0,0.75,4.0,0.225,24.6,0.156,69.0,102.0,2.5,-7.1,110.5
