Player,Position,Date,TM,OPP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
Khris Middleton,Small,2021-10-19,MIL,BRK,20.0,3.0,8.0,17.0,0.471,1.0,4.0,0.25,3.0,4.0,0.75,1.0,0.533,25.6,0.5,112.0,104.0,14.5,-1.1,112.8
Khris Middleton,Small,2021-10-21,MIL,MIA,10.0,4.0,4.0,14.0,0.286,1.0,6.0,0.167,1.0,1.0,1.0,4.0,0.346,33.7,0.321,62.0,124.0,2.4,-9.0,109.1
Khris Middleton,Small,2021-10-23,MIL,SAS,28.0,3.0,9.0,17.0,0.529,2.0,7.0,0.286,8.0,9.0,0.889,6.0,0.668,32.8,0.588,109.0,109.0,18.0,0.5,112.3
Khris Middleton,Small,2021-10-25,MIL,IND,27.0,7.0,9.0,17.0,0.529,2.0,3.0,0.667,7.0,8.0,0.875,5.0,0.658,34.3,0.588,116.0,110.0,21.8,5.6,116.1
Khris Middleton,Small,2021-10-27,MIL,MIN,16.0,5.0,6.0,16.0,0.375,1.0,8.0,0.125,3.0,4.0,0.75,1.0,0.45,23.5,0.406,107.0,111.0,13.0,0.0,111.7
Khris Middleton,Small,2021-10-30,MIL,SAS,19.0,5.0,8.0,21.0,0.381,2.0,7.0,0.286,1.0,1.0,1.0,4.0,0.443,32.0,0.429,82.0,93.0,9.9,1.0,112.3
Khris Middleton,Small,2021-11-17,MIL,LAL,16.0,6.0,4.0,12.0,0.333,2.0,6.0,0.333,6.0,7.0,0.857,0.0,0.531,21.4,0.417,127.0,104.0,14.4,4.6,113.3
Khris Middleton,Small,2021-11-19,MIL,OKC,16.0,4.0,5.0,13.0,0.385,3.0,8.0,0.375,3.0,3.0,1.0,4.0,0.559,25.8,0.5,90.0,90.0,10.7,0.7,112.8
Khris Middleton,Small,2021-11-20,MIL,ORL,13.0,8.0,4.0,9.0,0.444,3.0,5.0,0.6,2.0,4.0,0.5,1.0,0.604,16.6,0.611,138.0,110.0,12.8,2.3,112.5
Khris Middleton,Small,2021-11-22,MIL,ORL,12.0,2.0,4.0,6.0,0.667,1.0,3.0,0.333,3.0,3.0,1.0,1.0,0.82,17.0,0.75,151.0,91.0,12.4,8.6,112.5
Khris Middleton,Small,2021-11-26,MIL,DEN,17.0,7.0,5.0,11.0,0.455,4.0,9.0,0.444,3.0,3.0,1.0,6.0,0.69,28.5,0.636,109.0,115.0,11.9,-1.2,112.1
Khris Middleton,Small,2021-11-28,MIL,IND,14.0,5.0,6.0,13.0,0.462,1.0,5.0,0.2,1.0,1.0,1.0,3.0,0.521,23.7,0.5,98.0,98.0,10.1,-1.1,116.1
Khris Middleton,Small,2021-12-01,MIL,CHO,21.0,5.0,6.0,18.0,0.333,4.0,8.0,0.5,5.0,5.0,1.0,1.0,0.52,26.1,0.444,116.0,122.0,14.3,-1.0,113.7
Khris Middleton,Small,2021-12-02,MIL,TOR,22.0,2.0,8.0,20.0,0.4,2.0,5.0,0.4,4.0,5.0,0.8,3.0,0.495,31.6,0.45,100.0,108.0,12.3,1.4,110.5
Khris Middleton,Small,2021-12-04,MIL,MIA,22.0,9.0,9.0,18.0,0.5,3.0,8.0,0.375,1.0,1.0,1.0,4.0,0.597,30.1,0.583,120.0,108.0,16.7,5.1,109.1
Khris Middleton,Small,2021-12-06,MIL,CLE,21.0,8.0,7.0,16.0,0.438,0.0,4.0,0.0,7.0,8.0,0.875,3.0,0.538,26.7,0.438,112.0,112.0,14.5,-0.5,109.7
Khris Middleton,Small,2021-12-08,MIL,MIA,20.0,4.0,5.0,13.0,0.385,4.0,8.0,0.5,6.0,6.0,1.0,6.0,0.639,25.7,0.538,105.0,124.0,11.1,-1.8,109.1
Khris Middleton,Small,2021-12-10,MIL,HOU,21.0,5.0,6.0,18.0,0.333,5.0,11.0,0.455,4.0,5.0,0.8,3.0,0.52,27.8,0.472,112.0,118.0,14.3,-2.1,116.7
Khris Middleton,Small,2021-12-12,MIL,NYK,24.0,4.0,8.0,17.0,0.471,4.0,11.0,0.364,4.0,4.0,1.0,3.0,0.64,29.7,0.588,119.0,98.0,18.3,7.1,110.5
Khris Middleton,Small,2021-12-22,MIL,HOU,23.0,6.0,7.0,17.0,0.412,1.0,5.0,0.2,8.0,9.0,0.889,0.0,0.549,30.3,0.441,133.0,110.0,18.8,5.9,116.7
Khris Middleton,Small,2021-12-23,MIL,DAL,26.0,7.0,8.0,14.0,0.571,2.0,3.0,0.667,8.0,8.0,1.0,5.0,0.742,33.1,0.643,120.0,101.0,20.6,7.1,109.4
Khris Middleton,Small,2021-12-25,MIL,BOS,17.0,7.0,5.0,13.0,0.385,4.0,9.0,0.444,3.0,4.0,0.75,4.0,0.576,21.7,0.538,110.0,118.0,13.0,2.7,106.9
Khris Middleton,Small,2021-12-28,MIL,ORL,21.0,3.0,8.0,14.0,0.571,2.0,5.0,0.4,3.0,5.0,0.6,4.0,0.648,28.9,0.643,107.0,114.0,13.3,-3.5,112.5
Khris Middleton,Small,2021-12-30,MIL,ORL,22.0,6.0,6.0,15.0,0.4,3.0,7.0,0.429,7.0,7.0,1.0,1.0,0.608,23.2,0.5,141.0,119.0,17.4,2.0,112.5
Khris Middleton,Small,2022-01-03,MIL,DET,10.0,2.0,3.0,10.0,0.3,1.0,6.0,0.167,3.0,3.0,1.0,2.0,0.442,20.9,0.35,89.0,121.0,5.0,-11.0,113.8
Khris Middleton,Small,2022-01-05,MIL,TOR,25.0,4.0,9.0,16.0,0.563,1.0,3.0,0.333,6.0,8.0,0.75,4.0,0.64,29.3,0.594,116.0,115.0,18.8,2.2,110.5
Khris Middleton,Small,2022-01-07,MIL,BRK,20.0,5.0,6.0,15.0,0.4,5.0,9.0,0.556,3.0,3.0,1.0,2.0,0.613,25.4,0.567,125.0,107.0,16.4,7.9,112.8
Khris Middleton,Small,2022-01-08,MIL,CHO,27.0,9.0,9.0,17.0,0.529,4.0,6.0,0.667,5.0,5.0,1.0,6.0,0.703,28.1,0.647,119.0,115.0,20.8,5.7,113.7
Khris Middleton,Small,2022-01-10,MIL,CHO,27.0,11.0,10.0,19.0,0.526,3.0,7.0,0.429,4.0,4.0,1.0,7.0,0.65,32.6,0.605,111.0,98.0,23.1,10.4,113.7
Khris Middleton,Small,2022-01-13,MIL,GSW,23.0,7.0,7.0,13.0,0.538,5.0,7.0,0.714,4.0,4.0,1.0,2.0,0.779,24.6,0.731,143.0,98.0,21.7,11.2,106.9
Khris Middleton,Small,2022-01-15,MIL,TOR,16.0,5.0,3.0,12.0,0.25,2.0,6.0,0.333,8.0,9.0,0.889,3.0,0.501,23.4,0.333,99.0,105.0,14.1,4.2,110.5
Khris Middleton,Small,2022-01-17,MIL,ATL,34.0,4.0,11.0,22.0,0.5,4.0,9.0,0.444,8.0,8.0,1.0,8.0,0.666,41.0,0.591,104.0,114.0,21.3,4.3,114.9
