Player,Position,Date,TM,OPP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
Karl-Anthony Towns,Center,2021-10-20,MIN,HOU,30.0,2.0,11.0,15.0,0.733,3.0,4.0,0.75,5.0,5.0,1.0,3.0,0.872,27.8,0.833,152.0,100.0,29.5,13.9,116.7
Karl-Anthony Towns,Center,2021-10-23,MIN,NOP,25.0,2.0,10.0,20.0,0.5,3.0,6.0,0.5,2.0,2.0,1.0,5.0,0.599,36.4,0.575,97.0,92.0,12.7,4.7,113.0
Karl-Anthony Towns,Center,2021-10-25,MIN,NOP,32.0,7.0,10.0,24.0,0.417,4.0,10.0,0.4,8.0,8.0,1.0,3.0,0.581,32.8,0.5,121.0,105.0,29.9,15.3,113.0
Karl-Anthony Towns,Center,2021-10-27,MIN,MIL,25.0,5.0,9.0,13.0,0.692,3.0,5.0,0.6,4.0,5.0,0.8,7.0,0.822,24.0,0.808,111.0,110.0,19.6,7.8,111.8
Karl-Anthony Towns,Center,2021-10-30,MIN,DEN,14.0,3.0,4.0,11.0,0.364,2.0,5.0,0.4,4.0,4.0,1.0,5.0,0.549,22.5,0.455,94.0,99.0,8.0,-2.2,112.1
Karl-Anthony Towns,Center,2021-11-01,MIN,ORL,23.0,6.0,8.0,17.0,0.471,4.0,8.0,0.5,3.0,7.0,0.429,2.0,0.573,24.1,0.588,123.0,111.0,22.9,11.3,112.5
Karl-Anthony Towns,Center,2021-11-03,MIN,LAC,18.0,3.0,6.0,16.0,0.375,3.0,8.0,0.375,3.0,3.0,1.0,3.0,0.52,23.0,0.469,107.0,119.0,15.6,0.3,110.1
Karl-Anthony Towns,Center,2021-11-05,MIN,LAC,20.0,0.0,7.0,11.0,0.636,3.0,5.0,0.6,3.0,3.0,1.0,6.0,0.812,24.4,0.773,97.0,100.0,10.9,0.8,110.1
Karl-Anthony Towns,Center,2021-11-08,MIN,MEM,25.0,3.0,9.0,20.0,0.45,3.0,9.0,0.333,4.0,5.0,0.8,5.0,0.563,27.7,0.525,109.0,124.0,18.9,1.1,109.0
Karl-Anthony Towns,Center,2021-11-12,MIN,LAL,29.0,2.0,11.0,17.0,0.647,4.0,8.0,0.5,3.0,3.0,1.0,0.0,0.791,25.1,0.765,166.0,82.0,27.3,23.0,113.3
Karl-Anthony Towns,Center,2021-11-13,MIN,LAC,8.0,4.0,3.0,11.0,0.273,0.0,5.0,0.0,2.0,3.0,0.667,0.0,0.325,15.8,0.273,87.0,119.0,9.0,-2.9,110.1
Karl-Anthony Towns,Center,2021-11-15,MIN,PHO,35.0,2.0,10.0,19.0,0.526,5.0,9.0,0.556,10.0,11.0,0.909,7.0,0.734,32.0,0.658,115.0,97.0,23.4,10.1,107.3
Karl-Anthony Towns,Center,2021-11-17,MIN,SAC,22.0,4.0,9.0,12.0,0.75,1.0,4.0,0.25,3.0,3.0,1.0,6.0,0.826,23.7,0.792,116.0,108.0,16.0,3.4,115.3
Karl-Anthony Towns,Center,2021-11-18,MIN,SAS,25.0,5.0,9.0,16.0,0.563,3.0,4.0,0.75,4.0,6.0,0.667,2.0,0.671,24.8,0.656,130.0,97.0,22.0,7.3,112.3
Karl-Anthony Towns,Center,2021-11-20,MIN,MEM,21.0,2.0,8.0,15.0,0.533,1.0,2.0,0.5,4.0,5.0,0.8,1.0,0.61,31.7,0.567,140.0,100.0,16.1,3.8,109.0
Karl-Anthony Towns,Center,2021-11-22,MIN,NOP,28.0,2.0,10.0,21.0,0.476,2.0,6.0,0.333,6.0,8.0,0.75,3.0,0.571,30.8,0.524,119.0,102.0,20.0,4.8,113.0
Karl-Anthony Towns,Center,2021-11-24,MIN,MIA,11.0,4.0,4.0,12.0,0.333,1.0,5.0,0.2,2.0,2.0,1.0,2.0,0.427,21.2,0.375,99.0,101.0,7.4,-1.9,109.1
Karl-Anthony Towns,Center,2021-11-26,MIN,CHO,25.0,6.0,9.0,18.0,0.5,1.0,3.0,0.333,6.0,7.0,0.857,3.0,0.593,31.0,0.528,120.0,132.0,19.5,5.3,113.7
Karl-Anthony Towns,Center,2021-11-27,MIN,PHI,28.0,0.0,11.0,16.0,0.688,3.0,5.0,0.6,3.0,6.0,0.5,3.0,0.751,27.1,0.781,127.0,108.0,19.1,4.8,110.8
