PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
31.0,8.0,12.0,26.0,0.462,3.0,10.0,0.3,4.0,4.0,1.0,5.0,0.558,35.5,0.519,109.0,111.0,23.9,7.1,114.4
20.0,6.0,7.0,17.0,0.412,2.0,8.0,0.25,4.0,6.0,0.667,2.0,0.509,24.5,0.471,102.0,98.0,17.3,6.0,114.5
31.0,8.0,12.0,22.0,0.545,2.0,9.0,0.222,5.0,7.0,0.714,4.0,0.618,32.5,0.591,114.0,102.0,26.2,13.1,118.8
19.0,9.0,8.0,21.0,0.381,2.0,8.0,0.25,1.0,2.0,0.5,8.0,0.434,36.6,0.429,76.0,110.0,8.9,-3.9,114.2
28.0,5.0,10.0,24.0,0.417,1.0,6.0,0.167,7.0,8.0,0.875,3.0,0.509,31.8,0.438,107.0,102.0,21.8,8.3,113.8
26.0,8.0,10.0,22.0,0.455,2.0,5.0,0.4,4.0,5.0,0.8,3.0,0.537,33.4,0.5,112.0,113.0,19.2,5.6,114.2
20.0,8.0,9.0,23.0,0.391,0.0,7.0,0.0,2.0,4.0,0.5,2.0,0.404,28.5,0.391,90.0,104.0,13.5,-1.3,112.5
17.0,8.0,7.0,19.0,0.368,0.0,5.0,0.0,3.0,5.0,0.6,3.0,0.401,32.0,0.368,94.0,134.0,11.6,-7.3,116.7
27.0,4.0,13.0,23.0,0.565,1.0,4.0,0.25,0.0,3.0,0.0,1.0,0.555,32.0,0.587,111.0,117.0,19.6,8.1,110.6
30.0,5.0,12.0,22.0,0.545,4.0,9.0,0.444,2.0,4.0,0.5,3.0,0.631,35.9,0.636,113.0,110.0,23.1,12.7,114.5
21.0,5.0,8.0,17.0,0.471,1.0,4.0,0.25,4.0,4.0,1.0,9.0,0.56,35.5,0.5,81.0,86.0,12.1,-2.4,120.0
39.0,3.0,11.0,21.0,0.524,7.0,12.0,0.583,10.0,10.0,1.0,4.0,0.768,34.8,0.69,131.0,122.0,30.6,6.2,120.0
21.0,3.0,8.0,22.0,0.364,3.0,10.0,0.3,2.0,3.0,0.667,1.0,0.45,26.8,0.432,103.0,113.0,12.6,-0.6,117.7
31.0,8.0,12.0,18.0,0.667,6.0,8.0,0.75,1.0,3.0,0.333,2.0,0.802,27.3,0.833,153.0,114.0,29.2,20.3,118.8
28.0,11.0,12.0,27.0,0.444,3.0,6.0,0.5,1.0,2.0,0.5,0.0,0.502,32.6,0.5,124.0,129.0,25.2,7.2,111.9
29.0,6.0,12.0,26.0,0.462,2.0,7.0,0.286,3.0,4.0,0.75,5.0,0.522,37.8,0.5,97.0,109.0,17.0,-2.4,115.6
21.0,4.0,8.0,17.0,0.471,2.0,6.0,0.333,3.0,4.0,0.75,3.0,0.56,25.4,0.529,113.0,113.0,20.1,8.9,110.6
23.0,6.0,9.0,22.0,0.409,1.0,8.0,0.125,4.0,8.0,0.5,3.0,0.451,28.7,0.432,92.0,122.0,13.2,-4.3,113.3
35.0,5.0,14.0,24.0,0.583,2.0,6.0,0.333,5.0,5.0,1.0,1.0,0.668,33.1,0.625,134.0,121.0,28.8,6.4,118.9
33.0,9.0,14.0,25.0,0.56,3.0,11.0,0.273,2.0,4.0,0.5,4.0,0.617,32.5,0.62,113.0,109.0,26.4,9.6,111.5
30.0,4.0,13.0,21.0,0.619,1.0,4.0,0.25,3.0,4.0,0.75,2.0,0.659,28.6,0.643,129.0,104.0,25.2,7.5,114.2
33.0,9.0,13.0,24.0,0.542,1.0,4.0,0.25,6.0,8.0,0.75,0.0,0.6,32.7,0.563,132.0,115.0,30.1,12.2,115.6
31.0,11.0,11.0,21.0,0.524,0.0,4.0,0.0,9.0,10.0,0.9,2.0,0.61,34.5,0.524,129.0,126.0,29.2,10.7,116.8
34.0,8.0,15.0,23.0,0.652,4.0,8.0,0.5,0.0,2.0,0.0,3.0,0.712,32.0,0.739,136.0,129.0,26.5,10.6,115.3
38.0,5.0,13.0,23.0,0.565,0.0,4.0,0.0,12.0,12.0,1.0,2.0,0.672,41.5,0.565,135.0,135.0,29.6,9.4,116.7
28.0,5.0,12.0,24.0,0.5,0.0,7.0,0.0,4.0,5.0,0.8,4.0,0.534,42.1,0.5,106.0,109.0,19.3,-1.1,114.2
27.0,6.0,10.0,18.0,0.556,2.0,5.0,0.4,5.0,5.0,1.0,6.0,0.668,34.9,0.611,110.0,118.0,17.7,3.0,113.3
47.0,9.0,18.0,27.0,0.667,4.0,6.0,0.667,7.0,9.0,0.778,5.0,0.759,36.3,0.741,137.0,116.0,40.3,15.3,116.3
43.0,6.0,16.0,26.0,0.615,0.0,5.0,0.0,11.0,15.0,0.733,3.0,0.66,35.9,0.615,127.0,105.0,34.7,10.6,115.3
25.0,10.0,10.0,19.0,0.526,1.0,5.0,0.2,4.0,6.0,0.667,5.0,0.578,33.6,0.553,110.0,109.0,19.0,0.5,116.3
37.0,7.0,14.0,28.0,0.5,1.0,6.0,0.167,8.0,9.0,0.889,4.0,0.579,40.3,0.518,122.0,130.0,26.5,-0.6,116.8
24.0,9.0,9.0,28.0,0.321,0.0,7.0,0.0,6.0,10.0,0.6,3.0,0.37,33.1,0.321,89.0,102.0,18.9,3.5,116.7
35.0,10.0,15.0,23.0,0.652,1.0,5.0,0.2,4.0,5.0,0.8,3.0,0.694,37.7,0.674,130.0,115.0,32.2,16.8,113.3
48.0,9.0,16.0,26.0,0.615,5.0,10.0,0.5,11.0,12.0,0.917,0.0,0.767,38.6,0.712,167.0,133.0,44.5,20.8,119.3
32.0,9.0,11.0,25.0,0.44,2.0,9.0,0.222,8.0,9.0,0.889,1.0,0.552,38.3,0.48,120.0,120.0,27.9,10.2,116.8
23.0,6.0,8.0,21.0,0.381,1.0,5.0,0.2,6.0,7.0,0.857,3.0,0.478,29.6,0.405,101.0,108.0,17.6,1.8,111.2
37.0,4.0,14.0,24.0,0.583,2.0,7.0,0.286,7.0,10.0,0.7,4.0,0.651,39.4,0.625,120.0,112.0,27.3,7.5,118.8
46.0,7.0,16.0,29.0,0.552,9.0,14.0,0.643,5.0,5.0,1.0,0.0,0.737,41.2,0.707,154.0,132.0,42.5,34.9,114.5
20.0,11.0,8.0,20.0,0.4,1.0,6.0,0.167,3.0,4.0,0.75,6.0,0.46,30.9,0.425,93.0,102.0,13.6,-2.2,120.0
41.0,8.0,15.0,30.0,0.5,6.0,12.0,0.5,5.0,6.0,0.833,2.0,0.628,33.0,0.6,126.0,118.0,31.5,15.1,111.5
28.0,11.0,11.0,25.0,0.44,2.0,8.0,0.25,4.0,7.0,0.571,5.0,0.499,33.8,0.48,104.0,115.0,20.0,2.5,114.8
26.0,7.0,11.0,19.0,0.579,2.0,5.0,0.4,2.0,2.0,1.0,3.0,0.654,28.1,0.632,121.0,112.0,21.5,8.1,117.7
27.0,6.0,10.0,22.0,0.455,1.0,7.0,0.143,6.0,9.0,0.667,2.0,0.52,28.8,0.477,110.0,128.0,18.5,-1.9,112.5
38.0,3.0,13.0,20.0,0.65,4.0,6.0,0.667,8.0,10.0,0.8,4.0,0.779,34.5,0.75,132.0,118.0,30.4,10.9,114.2
21.0,6.0,7.0,14.0,0.5,0.0,5.0,0.0,7.0,10.0,0.7,4.0,0.571,33.8,0.5,103.0,102.0,15.1,0.4,112.5
13.0,8.0,5.0,20.0,0.25,2.0,6.0,0.333,1.0,2.0,0.5,2.0,0.311,36.3,0.3,90.0,110.0,7.3,-8.3,114.4
26.0,3.0,10.0,23.0,0.435,1.0,6.0,0.167,5.0,7.0,0.714,3.0,0.498,31.7,0.457,103.0,109.0,15.9,0.8,116.7
19.0,3.0,6.0,11.0,0.545,0.0,2.0,0.0,7.0,8.0,0.875,5.0,0.654,30.1,0.545,105.0,127.0,12.4,-4.4,112.2
25.0,4.0,10.0,19.0,0.526,1.0,3.0,0.333,4.0,4.0,1.0,4.0,0.602,33.3,0.553,117.0,109.0,19.3,4.9,112.2
18.0,6.0,7.0,19.0,0.368,1.0,3.0,0.333,3.0,4.0,0.75,3.0,0.434,29.5,0.395,99.0,103.0,13.7,0.6,113.8
18.0,11.0,8.0,18.0,0.444,1.0,7.0,0.143,1.0,1.0,1.0,1.0,0.488,28.8,0.472,125.0,111.0,19.4,6.2,119.3
37.0,6.0,14.0,27.0,0.519,3.0,10.0,0.3,6.0,6.0,1.0,5.0,0.624,39.0,0.574,114.0,123.0,25.3,4.0,116.7
33.0,7.0,13.0,20.0,0.65,4.0,6.0,0.667,3.0,5.0,0.6,6.0,0.743,34.0,0.75,118.0,121.0,26.4,13.1,114.5
16.0,6.0,6.0,19.0,0.316,3.0,7.0,0.429,1.0,2.0,0.5,5.0,0.402,35.5,0.395,80.0,107.0,5.3,-9.8,113.0
36.0,6.0,13.0,25.0,0.52,8.0,14.0,0.571,2.0,2.0,1.0,2.0,0.696,34.7,0.68,134.0,110.0,29.8,16.8,116.7
