PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
31.0,8.0,10.0,22.0,0.455,3.0,8.0,0.375,8.0,10.0,0.8,0.0,0.587,29.4,0.523,130.0,116.0,26.4,6.3,115.8
34.0,7.0,12.0,20.0,0.6,7.0,9.0,0.778,3.0,3.0,1.0,1.0,0.797,25.3,0.775,159.0,121.0,31.2,14.7,118.8
26.0,4.0,6.0,14.0,0.429,4.0,8.0,0.5,10.0,10.0,1.0,2.0,0.707,24.6,0.571,142.0,101.0,22.4,2.9,117.5
18.0,4.0,7.0,16.0,0.438,0.0,3.0,0.0,4.0,4.0,1.0,1.0,0.507,19.2,0.438,115.0,106.0,13.3,-1.0,118.8
22.0,10.0,9.0,18.0,0.5,2.0,6.0,0.333,2.0,2.0,1.0,3.0,0.583,25.2,0.556,127.0,112.0,20.0,8.8,114.6
22.0,11.0,9.0,16.0,0.563,3.0,9.0,0.333,1.0,1.0,1.0,0.0,0.669,20.4,0.656,155.0,120.0,23.3,7.0,119.6
25.0,5.0,11.0,27.0,0.407,3.0,11.0,0.273,0.0,1.0,0.0,1.0,0.456,30.7,0.463,102.0,102.0,16.5,5.3,111.6
29.0,11.0,9.0,19.0,0.474,2.0,7.0,0.286,9.0,9.0,1.0,0.0,0.632,25.7,0.526,146.0,106.0,31.3,14.4,118.8
50.0,5.0,20.0,32.0,0.625,7.0,11.0,0.636,3.0,3.0,1.0,2.0,0.75,34.6,0.734,163.0,129.0,41.7,20.8,118.0
27.0,5.0,9.0,23.0,0.391,2.0,5.0,0.4,7.0,7.0,1.0,4.0,0.518,32.2,0.435,97.0,125.0,15.1,-3.2,118.0
20.0,4.0,6.0,15.0,0.4,3.0,7.0,0.429,5.0,5.0,1.0,2.0,0.581,22.7,0.5,117.0,133.0,12.4,-1.4,111.6
19.0,8.0,5.0,13.0,0.385,3.0,6.0,0.5,6.0,6.0,1.0,2.0,0.607,18.2,0.5,134.0,120.0,18.3,2.4,119.4
25.0,10.0,8.0,20.0,0.4,6.0,11.0,0.545,3.0,3.0,1.0,1.0,0.586,27.8,0.55,130.0,115.0,21.2,6.8,116.1
30.0,6.0,11.0,28.0,0.393,3.0,12.0,0.25,5.0,7.0,0.714,1.0,0.483,29.1,0.446,108.0,122.0,18.6,0.5,112.7
16.0,8.0,7.0,19.0,0.368,0.0,5.0,0.0,2.0,4.0,0.5,3.0,0.385,29.7,0.368,89.0,122.0,10.3,-3.3,109.0
28.0,3.0,8.0,17.0,0.471,3.0,9.0,0.333,9.0,11.0,0.818,1.0,0.641,23.4,0.559,143.0,131.0,21.1,1.3,112.1
31.0,8.0,9.0,20.0,0.45,5.0,12.0,0.417,8.0,9.0,0.889,0.0,0.647,28.9,0.575,159.0,103.0,26.9,8.5,115.3
33.0,3.0,13.0,25.0,0.52,3.0,10.0,0.3,4.0,4.0,1.0,4.0,0.617,35.2,0.58,109.0,128.0,20.3,-1.3,112.9
