PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
31.0,9.0,12.0,21.0,0.571,2.0,8.0,0.25,5.0,6.0,0.833,3.0,0.656,35.6,0.619,126.0,112.0,25.0,11.6,114.0
32.0,8.0,10.0,19.0,0.526,4.0,6.0,0.667,8.0,9.0,0.889,4.0,0.697,34.1,0.632,136.0,100.0,27.6,10.5,112.2
37.0,4.0,12.0,29.0,0.414,5.0,12.0,0.417,8.0,9.0,0.889,6.0,0.561,38.6,0.5,110.0,101.0,23.1,6.7,115.6
14.0,8.0,5.0,19.0,0.263,1.0,7.0,0.143,3.0,4.0,0.75,1.0,0.337,25.0,0.289,93.0,98.0,9.7,-0.3,114.2
41.0,3.0,15.0,25.0,0.6,5.0,9.0,0.556,6.0,6.0,1.0,7.0,0.742,34.3,0.7,121.0,116.0,25.2,4.6,111.5
38.0,12.0,12.0,20.0,0.6,8.0,13.0,0.615,6.0,8.0,0.75,4.0,0.808,31.9,0.8,146.0,108.0,34.1,21.3,114.8
33.0,2.0,10.0,17.0,0.588,1.0,7.0,0.143,12.0,13.0,0.923,3.0,0.726,29.7,0.618,134.0,101.0,26.3,10.6,113.9
30.0,2.0,10.0,15.0,0.667,8.0,11.0,0.727,2.0,3.0,0.667,3.0,0.919,22.0,0.933,141.0,129.0,19.8,5.9,114.5
29.0,9.0,10.0,20.0,0.5,3.0,10.0,0.3,6.0,6.0,1.0,3.0,0.64,29.1,0.575,125.0,105.0,28.0,18.4,114.4
23.0,3.0,7.0,19.0,0.368,3.0,9.0,0.333,6.0,6.0,1.0,2.0,0.531,33.1,0.447,101.0,121.0,14.8,0.3,111.9
34.0,6.0,11.0,22.0,0.5,2.0,9.0,0.222,10.0,11.0,0.909,6.0,0.633,35.0,0.545,112.0,112.0,22.6,1.1,115.3
13.0,5.0,5.0,12.0,0.417,2.0,7.0,0.286,1.0,2.0,0.5,1.0,0.505,22.8,0.5,125.0,92.0,10.4,3.5,113.3
29.0,9.0,11.0,22.0,0.5,4.0,8.0,0.5,3.0,4.0,0.75,3.0,0.61,33.5,0.591,119.0,103.0,24.3,7.4,116.3
34.0,1.0,11.0,18.0,0.611,6.0,10.0,0.6,6.0,7.0,0.857,4.0,0.806,38.3,0.778,134.0,108.0,24.3,13.5,118.8
29.0,1.0,11.0,24.0,0.458,5.0,11.0,0.455,2.0,2.0,1.0,2.0,0.583,37.1,0.563,115.0,126.0,17.2,7.1,111.9
32.0,1.0,9.0,23.0,0.391,2.0,8.0,0.25,12.0,13.0,0.923,3.0,0.557,37.3,0.435,112.0,102.0,18.9,3.7,118.9
8.0,2.0,3.0,11.0,0.273,1.0,5.0,0.2,1.0,1.0,1.0,0.0,0.35,20.3,0.318,84.0,117.0,2.8,-7.2,114.0
18.0,6.0,5.0,9.0,0.556,5.0,7.0,0.714,3.0,3.0,1.0,2.0,0.872,23.7,0.833,154.0,89.0,19.5,20.2,113.3
34.0,1.0,12.0,21.0,0.571,7.0,11.0,0.636,3.0,3.0,1.0,5.0,0.762,35.6,0.738,117.0,108.0,20.9,7.2,114.2
