PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
21.0,8.0,9.0,16.0,0.563,1.0,3.0,0.333,2.0,5.0,0.4,1.0,0.577,25.0,0.594,120.0,86.0,22.2,17.2,113.3
44.0,3.0,17.0,21.0,0.81,2.0,3.0,0.667,8.0,13.0,0.615,4.0,0.823,48.4,0.857,139.0,103.0,35.8,18.6,119.3
43.0,5.0,16.0,25.0,0.64,1.0,4.0,0.25,10.0,14.0,0.714,7.0,0.69,40.7,0.66,119.0,92.0,33.3,15.9,114.1
30.0,9.0,11.0,22.0,0.5,1.0,6.0,0.167,7.0,11.0,0.636,2.0,0.559,28.0,0.523,122.0,100.0,27.6,13.9,114.8
34.0,4.0,11.0,22.0,0.5,1.0,1.0,1.0,11.0,19.0,0.579,2.0,0.56,41.1,0.523,124.0,113.0,26.8,6.6,116.3
31.0,2.0,12.0,23.0,0.522,0.0,4.0,0.0,7.0,9.0,0.778,4.0,0.575,40.5,0.522,110.0,110.0,18.6,2.7,118.9
32.0,4.0,11.0,24.0,0.458,0.0,4.0,0.0,10.0,12.0,0.833,1.0,0.546,41.5,0.458,127.0,73.0,32.2,19.8,118.9
26.0,11.0,7.0,17.0,0.412,2.0,4.0,0.5,10.0,20.0,0.5,4.0,0.504,38.6,0.471,106.0,96.0,19.6,6.7,113.8
25.0,2.0,9.0,20.0,0.45,0.0,1.0,0.0,7.0,8.0,0.875,5.0,0.531,45.6,0.45,91.0,106.0,14.6,0.7,116.3
27.0,4.0,8.0,21.0,0.381,0.0,3.0,0.0,11.0,18.0,0.611,8.0,0.467,49.8,0.381,81.0,118.0,8.9,-8.7,116.3
16.0,8.0,6.0,18.0,0.333,0.0,2.0,0.0,4.0,11.0,0.364,2.0,0.35,33.8,0.333,95.0,107.0,10.6,-2.7,110.6
25.0,4.0,10.0,22.0,0.455,1.0,5.0,0.2,4.0,15.0,0.267,5.0,0.437,42.3,0.477,79.0,105.0,11.3,-3.1,113.3
37.0,6.0,16.0,24.0,0.667,0.0,1.0,0.0,5.0,12.0,0.417,1.0,0.632,37.3,0.667,131.0,112.0,30.7,9.3,118.8
36.0,7.0,15.0,27.0,0.556,0.0,2.0,0.0,6.0,9.0,0.667,8.0,0.581,45.8,0.556,103.0,117.0,21.3,3.9,112.2
38.0,6.0,13.0,20.0,0.65,2.0,3.0,0.667,10.0,14.0,0.714,3.0,0.726,42.2,0.7,140.0,107.0,32.9,20.0,110.6
30.0,4.0,11.0,19.0,0.579,0.0,2.0,0.0,8.0,10.0,0.8,3.0,0.641,40.8,0.579,128.0,119.0,23.6,3.0,116.7
37.0,7.0,13.0,25.0,0.52,2.0,8.0,0.25,9.0,12.0,0.75,3.0,0.611,41.0,0.56,126.0,108.0,29.2,13.9,114.8
40.0,5.0,16.0,23.0,0.696,0.0,3.0,0.0,8.0,11.0,0.727,3.0,0.718,38.5,0.696,139.0,138.0,32.8,10.3,113.9
34.0,5.0,12.0,21.0,0.571,2.0,4.0,0.5,8.0,11.0,0.727,4.0,0.658,38.0,0.619,115.0,91.0,27.5,13.2,114.2
35.0,7.0,12.0,19.0,0.632,2.0,2.0,1.0,9.0,10.0,0.9,3.0,0.748,34.1,0.684,144.0,118.0,29.6,16.5,116.8
28.0,3.0,10.0,20.0,0.5,1.0,1.0,1.0,7.0,10.0,0.7,7.0,0.574,38.3,0.525,97.0,108.0,15.1,-1.5,116.7
16.0,4.0,7.0,17.0,0.412,0.0,2.0,0.0,2.0,6.0,0.333,3.0,0.407,26.2,0.412,82.0,90.0,11.3,0.3,119.3
30.0,5.0,9.0,26.0,0.346,1.0,6.0,0.167,11.0,17.0,0.647,4.0,0.448,51.4,0.365,102.0,100.0,17.4,-5.8,114.4
19.0,5.0,5.0,13.0,0.385,1.0,3.0,0.333,8.0,13.0,0.615,1.0,0.507,32.2,0.423,112.0,136.0,14.8,6.5,111.2
42.0,1.0,12.0,17.0,0.706,1.0,3.0,0.333,17.0,22.0,0.773,2.0,0.787,36.3,0.735,151.0,114.0,34.1,9.5,112.5
45.0,4.0,17.0,27.0,0.63,0.0,1.0,0.0,11.0,16.0,0.688,5.0,0.661,42.4,0.63,126.0,114.0,35.3,13.9,110.6
26.0,7.0,9.0,13.0,0.692,0.0,1.0,0.0,8.0,11.0,0.727,7.0,0.729,29.8,0.692,116.0,116.0,23.1,10.4,114.1
27.0,3.0,9.0,22.0,0.409,1.0,5.0,0.2,8.0,12.0,0.667,3.0,0.495,37.1,0.432,100.0,141.0,14.6,-6.8,111.5
45.0,7.0,17.0,39.0,0.436,0.0,3.0,0.0,11.0,17.0,0.647,5.0,0.484,46.8,0.436,105.0,106.0,30.4,12.4,112.2
43.0,5.0,14.0,23.0,0.609,1.0,1.0,1.0,14.0,21.0,0.667,5.0,0.667,36.8,0.63,129.0,102.0,36.6,15.1,113.8
55.0,7.0,20.0,33.0,0.606,0.0,3.0,0.0,15.0,16.0,0.938,5.0,0.687,49.5,0.606,134.0,110.0,44.0,20.0,115.6
30.0,10.0,7.0,18.0,0.389,1.0,3.0,0.333,15.0,21.0,0.714,12.0,0.551,41.5,0.417,92.0,82.0,19.0,4.8,114.0
9.0,0.0,2.0,7.0,0.286,0.0,2.0,0.0,5.0,11.0,0.455,3.0,0.38,29.3,0.286,71.0,145.0,0.7,-21.7,115.3
22.0,5.0,6.0,15.0,0.4,1.0,3.0,0.333,9.0,12.0,0.75,4.0,0.542,28.9,0.433,113.0,114.0,17.4,3.0,114.8
29.0,4.0,8.0,15.0,0.533,2.0,4.0,0.5,11.0,17.0,0.647,4.0,0.645,37.9,0.6,121.0,116.0,21.7,0.1,118.9
