PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
10.0,1.0,4.0,6.0,0.667,0.0,1.0,0.0,2.0,2.0,1.0,3.0,0.727,12.9,0.667,96.0,116.0,6.0,-5.4,114.0
18.0,3.0,6.0,11.0,0.545,0.0,1.0,0.0,6.0,7.0,0.857,3.0,0.639,26.0,0.545,123.0,104.0,14.8,-1.3,118.8
18.0,4.0,7.0,14.0,0.5,0.0,1.0,0.0,4.0,4.0,1.0,5.0,0.571,26.4,0.5,99.0,100.0,12.4,-0.7,117.7
18.0,4.0,6.0,15.0,0.4,0.0,1.0,0.0,6.0,6.0,1.0,5.0,0.51,26.8,0.4,92.0,100.0,12.7,-2.6,115.3
30.0,1.0,9.0,18.0,0.5,0.0,1.0,0.0,12.0,14.0,0.857,3.0,0.621,33.3,0.5,132.0,128.0,23.5,-0.2,113.0
17.0,5.0,7.0,18.0,0.389,0.0,2.0,0.0,3.0,6.0,0.5,1.0,0.412,25.1,0.389,100.0,101.0,13.7,-0.5,113.8
38.0,3.0,15.0,22.0,0.682,0.0,1.0,0.0,8.0,8.0,1.0,0.0,0.745,31.8,0.682,158.0,110.0,33.9,14.7,115.6
23.0,5.0,10.0,19.0,0.526,1.0,1.0,1.0,2.0,2.0,1.0,5.0,0.578,28.6,0.553,104.0,136.0,14.4,-5.7,111.5
12.0,4.0,5.0,11.0,0.455,0.0,1.0,0.0,2.0,5.0,0.4,0.0,0.455,19.0,0.455,111.0,118.0,10.2,-3.5,120.0
13.0,6.0,5.0,10.0,0.5,0.0,1.0,0.0,3.0,4.0,0.75,4.0,0.553,16.9,0.5,100.0,92.0,15.2,3.2,114.2
18.0,1.0,8.0,17.0,0.471,0.0,1.0,0.0,2.0,4.0,0.5,2.0,0.48,35.2,0.471,87.0,121.0,10.3,-3.2,111.9
