PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
23.0,1.0,9.0,20.0,0.45,1.0,3.0,0.333,4.0,8.0,0.5,4.0,0.489,34.3,0.475,92.0,105.0,12.8,-2.9,110.6
37.0,11.0,15.0,21.0,0.714,2.0,6.0,0.333,5.0,9.0,0.556,3.0,0.741,34.8,0.762,143.0,117.0,34.2,19.5,114.1
23.0,9.0,8.0,19.0,0.421,0.0,2.0,0.0,7.0,8.0,0.875,1.0,0.511,26.7,0.421,119.0,118.0,20.7,3.9,113.3
23.0,6.0,7.0,22.0,0.318,2.0,6.0,0.333,7.0,8.0,0.875,5.0,0.451,32.8,0.364,87.0,89.0,14.9,2.3,113.3
20.0,13.0,7.0,16.0,0.438,4.0,8.0,0.5,2.0,4.0,0.5,1.0,0.563,23.9,0.563,132.0,124.0,20.0,6.7,113.3
26.0,6.0,9.0,15.0,0.6,1.0,3.0,0.333,7.0,9.0,0.778,5.0,0.686,28.3,0.633,118.0,124.0,20.1,6.6,113.3
31.0,6.0,8.0,21.0,0.381,2.0,3.0,0.667,13.0,16.0,0.813,0.0,0.553,33.1,0.429,137.0,109.0,27.5,5.2,116.3
22.0,11.0,10.0,19.0,0.526,1.0,5.0,0.2,1.0,1.0,1.0,3.0,0.566,31.5,0.553,120.0,91.0,20.6,6.1,120.0
18.0,6.0,7.0,14.0,0.5,0.0,2.0,0.0,4.0,6.0,0.667,2.0,0.541,24.3,0.5,127.0,118.0,15.9,4.6,116.7
18.0,5.0,7.0,14.0,0.5,1.0,3.0,0.333,3.0,4.0,0.75,2.0,0.571,27.8,0.536,113.0,93.0,14.2,4.2,110.6
23.0,4.0,9.0,16.0,0.563,1.0,2.0,0.5,4.0,5.0,0.8,5.0,0.632,29.5,0.594,102.0,117.0,17.6,1.6,112.5
24.0,4.0,7.0,15.0,0.467,1.0,2.0,0.5,9.0,11.0,0.818,0.0,0.605,26.1,0.5,138.0,112.0,19.8,9.5,114.1
26.0,10.0,9.0,15.0,0.6,1.0,4.0,0.25,7.0,7.0,1.0,1.0,0.719,26.9,0.633,161.0,106.0,30.9,21.3,114.2
