PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
15.0,5.0,4.0,9.0,0.444,3.0,6.0,0.5,4.0,4.0,1.0,1.0,0.697,12.9,0.611,148.0,108.0,16.6,6.7,110.6
7.0,10.0,2.0,9.0,0.222,1.0,6.0,0.167,2.0,2.0,1.0,1.0,0.354,12.8,0.278,108.0,117.0,9.5,-2.9,113.3
24.0,9.0,6.0,16.0,0.375,4.0,6.0,0.667,8.0,9.0,0.889,2.0,0.601,25.2,0.5,129.0,100.0,21.7,9.8,113.3
15.0,8.0,5.0,12.0,0.417,2.0,5.0,0.4,3.0,3.0,1.0,2.0,0.563,19.1,0.5,119.0,110.0,17.7,4.1,113.3
1.0,5.0,0.0,11.0,0.0,0.0,8.0,0.0,1.0,3.0,0.333,1.0,0.041,16.5,0.0,37.0,124.0,-3.9,-17.1,113.3
30.0,11.0,9.0,22.0,0.409,5.0,13.0,0.385,7.0,7.0,1.0,1.0,0.598,26.3,0.523,147.0,119.0,26.0,9.3,112.2
27.0,4.0,10.0,19.0,0.526,6.0,10.0,0.6,1.0,1.0,1.0,2.0,0.694,27.6,0.684,118.0,108.0,22.4,13.8,112.2
32.0,4.0,12.0,26.0,0.462,7.0,16.0,0.438,1.0,1.0,1.0,1.0,0.605,30.3,0.596,139.0,109.0,24.8,15.9,119.3
15.0,3.0,5.0,12.0,0.417,3.0,7.0,0.429,2.0,5.0,0.4,3.0,0.528,24.1,0.542,97.0,130.0,7.9,-5.5,114.2
23.0,8.0,7.0,21.0,0.333,3.0,10.0,0.3,6.0,7.0,0.857,3.0,0.478,30.2,0.405,118.0,118.0,11.6,-4.9,113.3
15.0,5.0,4.0,18.0,0.222,1.0,11.0,0.091,6.0,6.0,1.0,2.0,0.363,20.7,0.25,88.0,123.0,5.3,-11.8,116.3
26.0,7.0,7.0,18.0,0.389,3.0,9.0,0.333,9.0,10.0,0.9,3.0,0.58,26.5,0.472,125.0,110.0,20.1,4.8,116.7
10.0,6.0,4.0,14.0,0.286,1.0,7.0,0.143,1.0,2.0,0.5,2.0,0.336,17.4,0.321,79.0,116.0,2.9,-8.2,114.1
13.0,7.0,4.0,11.0,0.364,3.0,8.0,0.375,2.0,3.0,0.667,4.0,0.528,19.0,0.5,101.0,110.0,9.4,-4.0,114.2
8.0,3.0,3.0,14.0,0.214,1.0,6.0,0.167,1.0,1.0,1.0,1.0,0.277,17.5,0.25,72.0,120.0,3.2,-9.6,111.5
25.0,7.0,8.0,20.0,0.4,3.0,12.0,0.25,6.0,6.0,1.0,3.0,0.552,32.3,0.475,118.0,114.0,17.3,2.6,113.9
19.0,6.0,5.0,14.0,0.357,2.0,9.0,0.222,7.0,9.0,0.778,2.0,0.529,24.1,0.429,107.0,120.0,14.9,-0.7,114.2
20.0,7.0,4.0,11.0,0.364,2.0,7.0,0.286,10.0,12.0,0.833,1.0,0.614,19.5,0.455,134.0,121.0,21.0,7.2,114.2
39.0,5.0,13.0,25.0,0.52,2.0,8.0,0.25,11.0,11.0,1.0,2.0,0.653,35.5,0.56,131.0,113.0,33.7,12.0,116.8
39.0,4.0,14.0,24.0,0.583,4.0,9.0,0.444,7.0,8.0,0.875,2.0,0.709,31.3,0.667,137.0,123.0,29.8,9.2,114.1
22.0,8.0,7.0,18.0,0.389,4.0,10.0,0.4,4.0,4.0,1.0,2.0,0.557,25.8,0.5,129.0,133.0,16.4,3.1,114.4
9.0,3.0,3.0,15.0,0.2,2.0,11.0,0.182,1.0,1.0,1.0,2.0,0.291,20.1,0.267,66.0,105.0,1.9,-9.4,113.3
28.0,4.0,10.0,24.0,0.417,4.0,10.0,0.4,4.0,4.0,1.0,2.0,0.543,30.8,0.5,119.0,117.0,18.8,5.0,114.8
18.0,4.0,5.0,12.0,0.417,5.0,10.0,0.5,3.0,3.0,1.0,2.0,0.676,17.3,0.625,133.0,111.0,16.1,3.7,110.6
28.0,12.0,8.0,23.0,0.348,4.0,14.0,0.286,8.0,8.0,1.0,1.0,0.528,23.5,0.435,119.0,91.0,27.1,13.9,111.9
28.0,7.0,9.0,21.0,0.429,3.0,9.0,0.333,7.0,9.0,0.778,1.0,0.561,29.0,0.5,122.0,117.0,23.9,8.1,114.8
11.0,8.0,3.0,10.0,0.3,2.0,7.0,0.286,3.0,3.0,1.0,3.0,0.486,18.4,0.4,117.0,130.0,9.5,-7.2,115.3
11.0,8.0,4.0,8.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,1.0,0.619,12.7,0.563,135.0,116.0,13.5,-0.5,115.3
33.0,8.0,10.0,23.0,0.435,5.0,13.0,0.385,8.0,8.0,1.0,1.0,0.622,27.1,0.543,138.0,122.0,28.8,10.9,114.8
39.0,7.0,15.0,28.0,0.536,6.0,12.0,0.5,3.0,3.0,1.0,1.0,0.665,32.2,0.643,148.0,135.0,30.8,12.4,111.9
25.0,10.0,7.0,13.0,0.538,4.0,6.0,0.667,7.0,7.0,1.0,2.0,0.777,20.7,0.692,156.0,124.0,25.5,10.6,113.8
28.0,3.0,8.0,19.0,0.421,4.0,8.0,0.5,8.0,8.0,1.0,1.0,0.622,29.9,0.526,137.0,127.0,21.2,4.9,114.8
17.0,5.0,7.0,16.0,0.438,2.0,9.0,0.222,1.0,1.0,1.0,2.0,0.517,21.6,0.5,106.0,94.0,15.9,4.5,116.8
28.0,10.0,11.0,20.0,0.55,5.0,10.0,0.5,1.0,1.0,1.0,5.0,0.685,25.2,0.675,121.0,125.0,21.7,6.2,114.4
11.0,9.0,4.0,13.0,0.308,2.0,8.0,0.25,1.0,1.0,1.0,2.0,0.409,17.0,0.385,117.0,107.0,13.9,2.7,118.8
24.0,9.0,9.0,19.0,0.474,2.0,8.0,0.25,4.0,5.0,0.8,3.0,0.566,27.0,0.526,121.0,126.0,17.7,2.5,113.0
34.0,10.0,12.0,25.0,0.48,4.0,9.0,0.444,6.0,6.0,1.0,3.0,0.615,30.3,0.56,135.0,128.0,31.0,12.3,116.7
32.0,4.0,10.0,22.0,0.455,5.0,11.0,0.455,7.0,9.0,0.778,0.0,0.616,30.0,0.568,138.0,117.0,24.7,6.4,119.3
15.0,7.0,6.0,19.0,0.316,2.0,9.0,0.222,1.0,1.0,1.0,2.0,0.386,22.8,0.368,90.0,108.0,9.2,-3.5,111.2
