PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
15.0,9.0,6.0,15.0,0.4,0.0,3.0,0.0,3.0,8.0,0.375,4.0,0.405,27.2,0.4,90.0,108.0,12.0,0.2,107.3
13.0,13.0,5.0,15.0,0.333,1.0,4.0,0.25,2.0,4.0,0.5,9.0,0.388,30.4,0.367,82.0,110.0,9.1,-6.7,109.0
33.0,8.0,15.0,27.0,0.556,1.0,4.0,0.25,2.0,4.0,0.5,3.0,0.574,33.3,0.574,113.0,99.0,25.9,7.6,112.3
20.0,13.0,8.0,20.0,0.4,2.0,8.0,0.25,2.0,3.0,0.667,10.0,0.469,37.5,0.45,89.0,118.0,13.1,-5.1,112.8
19.0,5.0,8.0,13.0,0.615,1.0,1.0,1.0,2.0,3.0,0.667,4.0,0.663,23.7,0.654,118.0,114.0,13.6,-1.3,109.7
20.0,9.0,9.0,22.0,0.409,2.0,4.0,0.5,0.0,1.0,0.0,2.0,0.446,29.6,0.455,97.0,87.0,14.3,3.0,116.7
27.0,7.0,10.0,21.0,0.476,0.0,4.0,0.0,7.0,8.0,0.875,3.0,0.551,29.9,0.476,121.0,116.0,22.1,0.9,116.7
27.0,5.0,10.0,23.0,0.435,3.0,6.0,0.5,4.0,4.0,1.0,4.0,0.545,34.8,0.5,106.0,114.0,15.8,0.1,112.8
8.0,6.0,1.0,13.0,0.077,1.0,3.0,0.333,5.0,8.0,0.625,6.0,0.242,30.7,0.115,54.0,97.0,0.6,-11.4,116.9
17.0,14.0,5.0,15.0,0.333,0.0,2.0,0.0,7.0,10.0,0.7,7.0,0.438,28.1,0.333,90.0,103.0,15.5,-2.6,113.7
25.0,14.0,10.0,22.0,0.455,3.0,7.0,0.429,2.0,2.0,1.0,8.0,0.546,31.2,0.523,104.0,101.0,19.8,3.9,109.1
20.0,3.0,7.0,11.0,0.636,2.0,4.0,0.5,4.0,6.0,0.667,5.0,0.733,26.4,0.727,104.0,116.0,12.5,0.2,111.7
14.0,7.0,5.0,11.0,0.455,3.0,5.0,0.6,1.0,2.0,0.5,7.0,0.589,25.3,0.591,89.0,103.0,10.3,-3.3,112.3
25.0,8.0,8.0,19.0,0.421,0.0,6.0,0.0,9.0,10.0,0.9,4.0,0.534,38.4,0.421,106.0,120.0,17.7,0.6,113.6
19.0,15.0,7.0,16.0,0.438,2.0,5.0,0.4,3.0,4.0,0.75,3.0,0.535,24.5,0.5,118.0,110.0,19.1,9.2,111.8
12.0,6.0,5.0,13.0,0.385,1.0,4.0,0.25,1.0,4.0,0.25,2.0,0.407,24.1,0.423,91.0,131.0,6.5,-6.7,106.9
26.0,10.0,10.0,21.0,0.476,1.0,6.0,0.167,5.0,8.0,0.625,3.0,0.53,32.5,0.5,114.0,109.0,21.6,3.3,113.8
31.0,10.0,10.0,18.0,0.556,3.0,6.0,0.5,8.0,9.0,0.889,6.0,0.706,31.1,0.639,119.0,103.0,28.5,14.6,110.5
20.0,5.0,5.0,15.0,0.333,1.0,3.0,0.333,9.0,11.0,0.818,4.0,0.504,26.9,0.367,99.0,110.0,12.2,-4.3,116.1
29.0,11.0,10.0,18.0,0.556,2.0,4.0,0.5,7.0,9.0,0.778,3.0,0.66,23.1,0.611,136.0,115.0,29.7,7.1,115.3
25.0,9.0,10.0,16.0,0.625,1.0,3.0,0.333,4.0,8.0,0.5,3.0,0.64,27.1,0.656,121.0,111.0,22.3,4.4,113.8
23.0,6.0,9.0,21.0,0.429,1.0,5.0,0.2,4.0,7.0,0.571,4.0,0.478,33.8,0.452,96.0,96.0,12.6,-3.2,115.3
24.0,11.0,9.0,16.0,0.563,1.0,4.0,0.25,5.0,6.0,0.833,4.0,0.644,26.6,0.594,127.0,107.0,21.2,9.3,106.9
9.0,7.0,3.0,9.0,0.333,2.0,3.0,0.667,1.0,4.0,0.25,6.0,0.418,22.5,0.444,70.0,113.0,2.5,-9.4,109.0
23.0,9.0,8.0,18.0,0.444,1.0,4.0,0.25,6.0,8.0,0.75,4.0,0.534,28.7,0.472,105.0,101.0,17.7,1.5,109.4
14.0,3.0,4.0,7.0,0.571,0.0,1.0,0.0,6.0,11.0,0.545,1.0,0.591,19.9,0.571,113.0,108.0,10.5,-0.4,111.7
20.0,8.0,9.0,19.0,0.474,0.0,2.0,0.0,2.0,6.0,0.333,6.0,0.462,31.4,0.474,91.0,114.0,12.6,-5.4,113.6
22.0,5.0,10.0,20.0,0.5,0.0,2.0,0.0,2.0,4.0,0.5,7.0,0.506,34.0,0.5,82.0,98.0,12.9,0.2,107.3
30.0,4.0,12.0,20.0,0.6,1.0,2.0,0.5,5.0,9.0,0.556,5.0,0.626,32.7,0.625,107.0,133.0,18.9,0.6,112.3
13.0,11.0,4.0,20.0,0.2,0.0,3.0,0.0,5.0,6.0,0.833,3.0,0.287,27.5,0.2,87.0,120.0,9.5,-7.5,112.8
24.0,10.0,10.0,17.0,0.588,2.0,2.0,1.0,2.0,6.0,0.333,7.0,0.611,31.5,0.647,112.0,120.0,21.6,2.7,116.7
15.0,12.0,5.0,10.0,0.5,0.0,3.0,0.0,5.0,6.0,0.833,4.0,0.593,24.9,0.5,123.0,91.0,19.1,3.5,116.9
20.0,5.0,7.0,16.0,0.438,0.0,5.0,0.0,6.0,8.0,0.75,9.0,0.512,39.9,0.438,78.0,109.0,5.9,-14.2,111.7
19.0,2.0,7.0,19.0,0.368,0.0,1.0,0.0,5.0,8.0,0.625,0.0,0.422,28.6,0.368,103.0,115.0,12.5,-6.0,115.3
6.0,6.0,2.0,12.0,0.167,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.233,20.2,0.167,86.0,126.0,5.0,-8.7,109.0
8.0,6.0,2.0,14.0,0.143,0.0,5.0,0.0,4.0,5.0,0.8,1.0,0.247,18.8,0.143,84.0,124.0,6.4,-11.3,115.3
19.0,3.0,7.0,15.0,0.467,1.0,2.0,0.5,4.0,4.0,1.0,0.0,0.567,30.9,0.5,122.0,146.0,14.9,2.0,112.1
15.0,3.0,5.0,15.0,0.333,1.0,4.0,0.25,4.0,4.0,1.0,2.0,0.447,30.1,0.367,97.0,97.0,9.6,-0.4,110.5
18.0,7.0,8.0,17.0,0.471,0.0,1.0,0.0,2.0,2.0,1.0,3.0,0.503,25.1,0.471,107.0,97.0,17.1,1.0,112.5
24.0,9.0,9.0,15.0,0.6,0.0,3.0,0.0,6.0,8.0,0.75,3.0,0.648,29.9,0.6,130.0,117.0,21.1,8.2,109.1
15.0,4.0,7.0,14.0,0.5,0.0,2.0,0.0,1.0,1.0,1.0,5.0,0.519,28.1,0.5,82.0,102.0,7.4,-10.1,112.8
35.0,5.0,12.0,23.0,0.522,3.0,7.0,0.429,8.0,10.0,0.8,1.0,0.639,32.8,0.587,135.0,128.0,25.4,6.7,113.7
20.0,12.0,8.0,15.0,0.533,2.0,4.0,0.5,2.0,5.0,0.4,4.0,0.581,26.6,0.6,114.0,126.0,18.6,3.5,114.9
9.0,13.0,3.0,12.0,0.25,1.0,4.0,0.25,2.0,3.0,0.667,4.0,0.338,22.6,0.292,92.0,95.0,9.3,-2.2,116.9
17.0,4.0,7.0,18.0,0.389,1.0,5.0,0.2,2.0,3.0,0.667,2.0,0.44,26.4,0.417,95.0,120.0,10.8,-5.5,110.1
5.0,6.0,1.0,10.0,0.1,0.0,3.0,0.0,3.0,7.0,0.429,4.0,0.191,24.5,0.1,54.0,105.0,-0.5,-13.0,110.5
10.0,5.0,3.0,11.0,0.273,0.0,1.0,0.0,4.0,7.0,0.571,4.0,0.355,29.1,0.273,80.0,127.0,5.9,-10.8,111.8
19.0,5.0,7.0,13.0,0.538,1.0,2.0,0.5,4.0,4.0,1.0,1.0,0.644,19.5,0.577,134.0,118.0,17.1,2.2,106.9
17.0,6.0,6.0,13.0,0.462,1.0,4.0,0.25,4.0,7.0,0.571,6.0,0.529,29.7,0.5,96.0,115.0,11.2,-3.6,110.5
18.0,1.0,9.0,21.0,0.429,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.411,28.0,0.429,88.0,110.0,7.5,-5.7,110.1
16.0,1.0,5.0,15.0,0.333,0.0,2.0,0.0,6.0,7.0,0.857,7.0,0.442,37.4,0.333,68.0,117.0,2.8,-13.8,113.0
12.0,8.0,5.0,17.0,0.294,0.0,4.0,0.0,2.0,2.0,1.0,0.0,0.336,21.9,0.294,97.0,112.0,11.8,-1.5,109.4
17.0,3.0,7.0,16.0,0.438,0.0,2.0,0.0,3.0,4.0,0.75,2.0,0.479,30.5,0.438,100.0,140.0,9.9,-10.7,110.1
20.0,4.0,9.0,17.0,0.529,1.0,3.0,0.333,1.0,2.0,0.5,5.0,0.559,29.8,0.559,95.0,118.0,8.3,-11.2,106.9
17.0,6.0,5.0,14.0,0.357,0.0,2.0,0.0,7.0,13.0,0.538,5.0,0.431,29.5,0.357,88.0,117.0,8.2,-8.5,112.3
30.0,6.0,11.0,21.0,0.524,1.0,3.0,0.333,7.0,8.0,0.875,2.0,0.612,27.5,0.548,130.0,127.0,25.0,1.6,116.7
5.0,9.0,2.0,11.0,0.182,0.0,1.0,0.0,1.0,4.0,0.25,1.0,0.196,20.0,0.182,76.0,115.0,3.6,-7.8,114.5
13.0,2.0,5.0,10.0,0.5,0.0,2.0,0.0,3.0,4.0,0.75,4.0,0.553,23.3,0.5,88.0,141.0,5.6,-11.6,107.3
14.0,4.0,4.0,10.0,0.4,0.0,1.0,0.0,6.0,7.0,0.857,1.0,0.535,17.2,0.4,119.0,113.0,13.4,-0.1,110.5
15.0,5.0,5.0,12.0,0.417,1.0,4.0,0.25,4.0,6.0,0.667,3.0,0.512,20.3,0.458,102.0,126.0,11.1,-1.2,111.7
22.0,10.0,8.0,18.0,0.444,4.0,7.0,0.571,2.0,2.0,1.0,4.0,0.583,24.9,0.556,119.0,119.0,19.2,2.8,110.5
20.0,11.0,7.0,14.0,0.5,2.0,6.0,0.333,4.0,7.0,0.571,1.0,0.585,22.5,0.571,134.0,124.0,19.4,3.1,109.7
24.0,8.0,10.0,20.0,0.5,2.0,5.0,0.4,2.0,5.0,0.4,7.0,0.541,36.7,0.55,96.0,123.0,15.1,-1.8,110.8
25.0,6.0,9.0,17.0,0.529,1.0,5.0,0.2,6.0,6.0,1.0,2.0,0.636,30.0,0.559,131.0,140.0,20.1,3.1,109.4
24.0,7.0,9.0,18.0,0.5,0.0,2.0,0.0,6.0,10.0,0.6,3.0,0.536,33.3,0.5,110.0,130.0,16.7,-0.3,110.5
27.0,7.0,11.0,15.0,0.733,0.0,1.0,0.0,5.0,10.0,0.5,2.0,0.696,26.9,0.733,134.0,120.0,26.3,10.2,112.1
28.0,3.0,10.0,20.0,0.5,2.0,3.0,0.667,6.0,8.0,0.75,6.0,0.595,35.9,0.55,96.0,118.0,14.4,-3.4,107.3
