PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
41.0,4.0,15.0,25.0,0.6,5.0,12.0,0.417,6.0,6.0,1.0,3.0,0.742,37.2,0.7,138.0,117.0,33.5,19.4,109.0
42.0,2.0,15.0,24.0,0.625,6.0,9.0,0.667,6.0,9.0,0.667,4.0,0.751,43.0,0.75,124.0,109.0,31.1,20.2,116.9
32.0,7.0,11.0,24.0,0.458,5.0,8.0,0.625,5.0,6.0,0.833,4.0,0.601,32.4,0.563,115.0,89.0,25.3,13.3,112.8
32.0,8.0,11.0,18.0,0.611,4.0,8.0,0.5,6.0,6.0,1.0,8.0,0.775,37.2,0.722,118.0,115.0,23.7,1.5,111.7
21.0,6.0,4.0,20.0,0.2,0.0,7.0,0.0,13.0,14.0,0.929,6.0,0.401,34.3,0.2,82.0,78.0,10.8,-2.3,111.7
24.0,7.0,10.0,24.0,0.417,3.0,7.0,0.429,1.0,2.0,0.5,3.0,0.482,40.2,0.479,99.0,111.0,14.8,-3.1,116.9
27.0,5.0,11.0,25.0,0.44,3.0,9.0,0.333,2.0,2.0,1.0,3.0,0.522,32.8,0.5,106.0,112.0,19.0,3.3,109.1
27.0,4.0,7.0,25.0,0.28,2.0,10.0,0.2,11.0,11.0,1.0,3.0,0.452,34.9,0.32,94.0,101.0,16.7,2.0,113.6
34.0,4.0,10.0,24.0,0.417,2.0,9.0,0.222,12.0,13.0,0.923,6.0,0.572,44.1,0.458,102.0,84.0,21.9,6.4,112.3
29.0,6.0,12.0,25.0,0.48,3.0,8.0,0.375,2.0,2.0,1.0,6.0,0.56,42.0,0.54,99.0,104.0,15.1,-0.1,109.4
26.0,6.0,7.0,23.0,0.304,1.0,6.0,0.167,11.0,12.0,0.917,3.0,0.46,29.6,0.326,103.0,112.0,15.3,-0.9,109.4
12.0,4.0,5.0,19.0,0.263,1.0,9.0,0.111,1.0,2.0,0.5,2.0,0.302,28.6,0.289,67.0,90.0,5.5,-5.3,113.8
30.0,5.0,11.0,24.0,0.458,3.0,7.0,0.429,5.0,6.0,0.833,8.0,0.563,39.6,0.521,94.0,112.0,13.0,0.5,106.9
27.0,3.0,10.0,20.0,0.5,3.0,10.0,0.3,4.0,4.0,1.0,7.0,0.62,42.3,0.575,95.0,133.0,12.8,-6.7,113.0
19.0,9.0,7.0,20.0,0.35,0.0,7.0,0.0,5.0,6.0,0.833,3.0,0.42,31.0,0.35,99.0,119.0,15.1,-5.5,113.3
15.0,10.0,5.0,21.0,0.238,3.0,7.0,0.429,2.0,2.0,1.0,5.0,0.343,29.0,0.31,74.0,100.0,6.5,-3.3,115.3
21.0,4.0,9.0,18.0,0.5,0.0,3.0,0.0,3.0,5.0,0.6,4.0,0.52,27.1,0.5,93.0,84.0,15.6,2.9,116.9
25.0,6.0,8.0,17.0,0.471,3.0,9.0,0.333,6.0,7.0,0.857,5.0,0.623,35.9,0.559,107.0,109.0,19.9,12.1,112.3
17.0,6.0,6.0,18.0,0.333,3.0,7.0,0.429,2.0,2.0,1.0,2.0,0.45,30.8,0.417,93.0,80.0,15.1,7.1,115.3
34.0,6.0,10.0,20.0,0.5,6.0,9.0,0.667,8.0,11.0,0.727,2.0,0.684,40.5,0.65,139.0,115.0,29.5,22.6,110.5
22.0,5.0,7.0,20.0,0.35,2.0,9.0,0.222,6.0,7.0,0.857,5.0,0.477,40.9,0.4,87.0,119.0,11.9,-7.1,113.6
19.0,4.0,4.0,11.0,0.364,2.0,6.0,0.333,9.0,11.0,0.818,2.0,0.6,27.6,0.455,119.0,91.0,19.6,11.6,107.3
23.0,12.0,8.0,14.0,0.571,6.0,9.0,0.667,1.0,2.0,0.5,4.0,0.773,24.9,0.786,139.0,96.0,24.0,15.9,115.3
