PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
35.0,6.0,10.0,23.0,0.435,2.0,10.0,0.2,13.0,13.0,1.0,4.0,0.609,42.0,0.478,118.0,110.0,25.6,7.3,113.0
32.0,10.0,12.0,23.0,0.522,4.0,9.0,0.444,4.0,5.0,0.8,3.0,0.635,37.4,0.609,143.0,90.0,29.8,22.6,111.2
37.0,7.0,16.0,30.0,0.533,2.0,13.0,0.154,3.0,5.0,0.6,3.0,0.575,44.9,0.567,126.0,120.0,29.5,11.2,112.5
41.0,14.0,14.0,28.0,0.5,2.0,6.0,0.333,11.0,13.0,0.846,5.0,0.608,44.7,0.536,129.0,112.0,36.9,12.7,114.1
31.0,10.0,8.0,23.0,0.348,0.0,6.0,0.0,15.0,19.0,0.789,3.0,0.494,36.1,0.348,111.0,105.0,24.7,8.7,114.2
44.0,5.0,17.0,26.0,0.654,2.0,9.0,0.222,8.0,14.0,0.571,0.0,0.684,42.1,0.692,142.0,118.0,34.4,15.9,114.2
33.0,11.0,12.0,20.0,0.6,2.0,6.0,0.333,7.0,10.0,0.7,5.0,0.676,39.2,0.65,126.0,107.0,27.6,14.7,116.7
35.0,6.0,10.0,15.0,0.667,3.0,6.0,0.5,12.0,14.0,0.857,4.0,0.827,31.2,0.767,146.0,106.0,32.8,16.8,114.0
36.0,6.0,11.0,22.0,0.5,5.0,9.0,0.556,9.0,12.0,0.75,5.0,0.66,38.6,0.614,127.0,104.0,25.5,14.8,114.1
24.0,6.0,9.0,29.0,0.31,2.0,11.0,0.182,4.0,7.0,0.571,0.0,0.374,44.7,0.345,83.0,94.0,15.3,6.8,114.2
22.0,6.0,8.0,21.0,0.381,3.0,8.0,0.375,3.0,9.0,0.333,5.0,0.441,34.2,0.452,83.0,110.0,11.2,-5.0,115.6
42.0,10.0,13.0,22.0,0.591,1.0,5.0,0.2,15.0,18.0,0.833,2.0,0.702,39.3,0.614,149.0,111.0,42.2,20.8,118.8
35.0,5.0,11.0,22.0,0.5,2.0,5.0,0.4,11.0,11.0,1.0,3.0,0.652,35.2,0.545,129.0,105.0,30.4,11.6,114.5
33.0,11.0,11.0,22.0,0.5,2.0,7.0,0.286,9.0,11.0,0.818,2.0,0.615,40.0,0.545,136.0,101.0,31.5,10.0,114.2
22.0,8.0,7.0,16.0,0.438,2.0,8.0,0.25,6.0,10.0,0.6,4.0,0.539,33.1,0.5,103.0,103.0,16.5,2.7,114.2
42.0,9.0,17.0,28.0,0.607,3.0,8.0,0.375,5.0,9.0,0.556,5.0,0.657,42.6,0.661,122.0,131.0,30.1,9.1,111.5
24.0,9.0,8.0,15.0,0.533,2.0,4.0,0.5,6.0,9.0,0.667,4.0,0.633,25.9,0.6,114.0,109.0,21.8,6.3,114.0
27.0,12.0,10.0,20.0,0.5,3.0,7.0,0.429,4.0,9.0,0.444,6.0,0.563,39.4,0.575,109.0,132.0,18.1,1.0,111.9
41.0,12.0,14.0,27.0,0.519,4.0,9.0,0.444,9.0,15.0,0.6,5.0,0.61,40.7,0.593,121.0,97.0,36.6,19.8,114.4
35.0,10.0,13.0,25.0,0.52,7.0,14.0,0.5,2.0,6.0,0.333,3.0,0.633,35.4,0.66,123.0,123.0,28.4,10.4,118.9
