PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
18.0,7.0,6.0,17.0,0.353,2.0,7.0,0.286,4.0,4.0,1.0,5.0,0.48,28.3,0.412,87.0,109.0,12.3,2.0,114.9
27.0,12.0,11.0,24.0,0.458,2.0,10.0,0.2,3.0,5.0,0.6,5.0,0.515,35.7,0.5,104.0,102.0,19.4,6.5,110.5
26.0,7.0,10.0,25.0,0.4,1.0,6.0,0.167,5.0,5.0,1.0,4.0,0.478,37.0,0.42,101.0,96.0,19.9,3.4,116.7
25.0,5.0,11.0,19.0,0.579,3.0,8.0,0.375,0.0,3.0,0.0,7.0,0.615,35.8,0.658,95.0,107.0,11.8,0.1,112.3
16.0,4.0,5.0,18.0,0.278,1.0,4.0,0.25,5.0,5.0,1.0,2.0,0.396,38.5,0.306,79.0,102.0,9.6,4.7,112.1
23.0,10.0,10.0,21.0,0.476,1.0,7.0,0.143,2.0,6.0,0.333,3.0,0.486,33.7,0.5,102.0,100.0,17.6,5.4,115.3
33.0,5.0,10.0,24.0,0.417,3.0,9.0,0.333,10.0,12.0,0.833,3.0,0.564,40.9,0.479,117.0,140.0,20.8,4.8,109.1
23.0,7.0,10.0,25.0,0.4,3.0,12.0,0.25,0.0,2.0,0.0,4.0,0.444,31.8,0.46,91.0,100.0,14.8,3.6,112.3
33.0,5.0,12.0,21.0,0.571,5.0,10.0,0.5,4.0,4.0,1.0,6.0,0.725,39.7,0.69,120.0,113.0,22.8,8.1,106.9
25.0,5.0,10.0,21.0,0.476,2.0,5.0,0.4,3.0,5.0,0.6,5.0,0.539,39.6,0.524,99.0,100.0,14.8,-0.7,113.0
20.0,10.0,6.0,18.0,0.333,1.0,6.0,0.167,7.0,10.0,0.7,4.0,0.446,35.9,0.361,97.0,109.0,19.1,7.2,113.6
32.0,15.0,11.0,23.0,0.478,6.0,13.0,0.462,4.0,8.0,0.5,2.0,0.603,33.1,0.609,131.0,107.0,32.0,18.6,112.3
23.0,11.0,9.0,23.0,0.391,2.0,7.0,0.286,3.0,5.0,0.6,4.0,0.456,36.5,0.435,100.0,105.0,17.7,3.5,112.1
26.0,9.0,9.0,21.0,0.429,4.0,11.0,0.364,4.0,4.0,1.0,6.0,0.571,32.2,0.524,105.0,102.0,19.1,6.5,110.1
33.0,10.0,13.0,25.0,0.52,3.0,9.0,0.333,4.0,7.0,0.571,4.0,0.588,39.6,0.58,115.0,131.0,22.5,4.5,114.5
25.0,10.0,9.0,21.0,0.429,7.0,11.0,0.636,0.0,4.0,0.0,4.0,0.549,36.7,0.595,106.0,116.0,19.3,12.2,109.7
28.0,14.0,11.0,16.0,0.688,2.0,5.0,0.4,4.0,4.0,1.0,8.0,0.788,42.9,0.75,135.0,118.0,25.2,11.4,113.0
21.0,7.0,7.0,20.0,0.35,0.0,6.0,0.0,7.0,9.0,0.778,7.0,0.438,40.4,0.35,80.0,109.0,8.7,-6.0,113.0
28.0,9.0,9.0,21.0,0.429,3.0,11.0,0.273,7.0,8.0,0.875,1.0,0.571,32.3,0.5,124.0,115.0,22.0,11.7,112.8
26.0,7.0,10.0,19.0,0.526,5.0,10.0,0.5,1.0,2.0,0.5,9.0,0.654,36.7,0.658,94.0,99.0,15.2,3.5,109.0
27.0,9.0,11.0,25.0,0.44,1.0,8.0,0.125,4.0,4.0,1.0,3.0,0.504,38.2,0.46,110.0,119.0,20.8,9.2,116.1
