PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
14.0,2.0,6.0,12.0,0.5,1.0,4.0,0.25,1.0,2.0,0.5,2.0,0.543,29.0,0.542,103.0,92.0,9.3,3.5,113.9
11.0,2.0,2.0,6.0,0.333,0.0,2.0,0.0,7.0,7.0,1.0,2.0,0.606,24.5,0.333,121.0,112.0,11.2,5.9,113.0
6.0,4.0,2.0,8.0,0.25,0.0,3.0,0.0,2.0,4.0,0.5,0.0,0.307,17.4,0.25,87.0,93.0,3.9,-2.1,118.9
16.0,2.0,7.0,15.0,0.467,0.0,3.0,0.0,2.0,2.0,1.0,1.0,0.504,25.4,0.467,107.0,120.0,9.7,-7.4,115.3
14.0,3.0,4.0,15.0,0.267,2.0,6.0,0.333,4.0,4.0,1.0,4.0,0.418,30.0,0.333,83.0,115.0,5.3,-9.2,114.2
13.0,6.0,5.0,13.0,0.385,1.0,5.0,0.2,2.0,2.0,1.0,0.0,0.468,19.7,0.423,116.0,109.0,13.5,1.9,115.6
25.0,6.0,10.0,12.0,0.833,2.0,3.0,0.667,3.0,6.0,0.5,2.0,0.854,25.3,0.917,155.0,97.0,24.5,20.6,111.5
19.0,1.0,7.0,18.0,0.389,1.0,6.0,0.167,4.0,6.0,0.667,1.0,0.46,30.2,0.417,102.0,87.0,13.2,4.4,113.8
31.0,1.0,12.0,26.0,0.462,2.0,5.0,0.4,5.0,8.0,0.625,3.0,0.525,44.0,0.5,102.0,88.0,21.3,10.2,115.6
16.0,4.0,5.0,12.0,0.417,1.0,4.0,0.25,5.0,6.0,0.833,1.0,0.546,20.6,0.458,118.0,97.0,14.1,0.6,115.3
28.0,5.0,12.0,19.0,0.632,1.0,2.0,0.5,3.0,4.0,0.75,2.0,0.674,31.9,0.658,127.0,132.0,21.5,3.6,113.3
15.0,8.0,5.0,12.0,0.417,1.0,2.0,0.5,4.0,5.0,0.8,1.0,0.528,18.8,0.458,137.0,119.0,16.6,4.2,114.0
26.0,3.0,11.0,16.0,0.688,3.0,6.0,0.5,1.0,1.0,1.0,3.0,0.791,23.6,0.781,127.0,117.0,19.8,5.7,111.5
24.0,7.0,8.0,17.0,0.471,1.0,5.0,0.2,7.0,7.0,1.0,2.0,0.598,28.0,0.5,133.0,131.0,22.5,2.7,117.7
