Player,Position,Date,TM,OPP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
Russell Westbrook,Point,2022-10-18,LAL,GSW,19.0,3.0,7.0,12.0,0.583,1.0,3.0,0.333,4.0,5.0,0.8,4.0,0.669,22.6,0.625,108.0,107.0,15.4,1.0,114.4
Russell Westbrook,Point,2022-10-20,LAL,LAC,2.0,4.0,0.0,11.0,0.0,0.0,6.0,0.0,2.0,2.0,1.0,1.0,0.084,19.6,0.0,32.0,88.0,0.8,-7.7,114.5
Russell Westbrook,Point,2022-10-23,LAL,POR,10.0,6.0,4.0,15.0,0.267,0.0,3.0,0.0,2.0,3.0,0.667,0.0,0.306,25.0,0.267,82.0,109.0,6.3,-6.4,118.8
Russell Westbrook,Point,2022-10-28,LAL,MIN,18.0,3.0,6.0,17.0,0.353,1.0,4.0,0.25,5.0,10.0,0.5,5.0,0.421,31.6,0.382,78.0,104.0,6.5,-6.6,113.8
Russell Westbrook,Point,2022-10-30,LAL,DEN,18.0,8.0,6.0,12.0,0.5,2.0,4.0,0.5,4.0,4.0,1.0,3.0,0.654,22.5,0.583,134.0,118.0,17.4,5.9,114.2
Russell Westbrook,Point,2022-11-04,LAL,UTA,26.0,6.0,9.0,14.0,0.643,3.0,5.0,0.6,5.0,5.0,1.0,4.0,0.802,31.0,0.75,133.0,132.0,22.5,10.5,116.7
Russell Westbrook,Point,2022-11-06,LAL,CLE,19.0,10.0,6.0,13.0,0.462,3.0,5.0,0.6,4.0,5.0,0.8,7.0,0.625,29.8,0.577,100.0,110.0,14.7,7.7,110.6
Russell Westbrook,Point,2022-11-07,LAL,UTA,22.0,5.0,8.0,14.0,0.571,2.0,3.0,0.667,4.0,4.0,1.0,2.0,0.698,31.7,0.643,136.0,132.0,17.9,7.8,116.7
Russell Westbrook,Point,2022-11-09,LAL,LAC,14.0,9.0,6.0,15.0,0.4,0.0,3.0,0.0,2.0,2.0,1.0,4.0,0.441,29.2,0.4,92.0,111.0,11.4,-0.1,114.5
Russell Westbrook,Point,2022-11-11,LAL,SAC,21.0,11.0,6.0,17.0,0.353,4.0,7.0,0.571,5.0,6.0,0.833,5.0,0.535,30.6,0.471,113.0,132.0,14.2,-0.3,116.8
Russell Westbrook,Point,2022-11-13,LAL,BRK,14.0,12.0,4.0,15.0,0.267,1.0,6.0,0.167,5.0,6.0,0.833,4.0,0.397,34.3,0.3,98.0,107.0,10.8,-0.1,114.1
Russell Westbrook,Point,2022-11-18,LAL,DET,10.0,12.0,4.0,13.0,0.308,0.0,2.0,0.0,2.0,3.0,0.667,4.0,0.349,26.1,0.308,91.0,120.0,7.6,-7.8,118.9
Russell Westbrook,Point,2022-11-22,LAL,PHO,21.0,5.0,8.0,20.0,0.4,2.0,6.0,0.333,3.0,7.0,0.429,1.0,0.455,31.4,0.45,96.0,110.0,13.0,1.7,113.0
Russell Westbrook,Point,2022-11-25,LAL,SAS,3.0,7.0,1.0,7.0,0.143,0.0,3.0,0.0,1.0,2.0,0.5,3.0,0.19,23.8,0.143,67.0,88.0,3.1,-4.5,120.0
Russell Westbrook,Point,2022-11-26,LAL,SAS,11.0,6.0,4.0,12.0,0.333,0.0,3.0,0.0,3.0,6.0,0.5,6.0,0.376,32.7,0.333,76.0,128.0,3.2,-18.9,120.0
Russell Westbrook,Point,2022-11-28,LAL,IND,24.0,6.0,10.0,18.0,0.556,2.0,4.0,0.5,2.0,3.0,0.667,6.0,0.621,36.9,0.611,102.0,111.0,15.7,5.9,117.7
Russell Westbrook,Point,2022-11-30,LAL,POR,10.0,4.0,4.0,14.0,0.286,2.0,6.0,0.333,0.0,2.0,0.0,0.0,0.336,27.0,0.357,93.0,110.0,6.3,-5.8,118.8
Russell Westbrook,Point,2022-12-02,LAL,MIL,15.0,11.0,6.0,11.0,0.545,0.0,2.0,0.0,3.0,7.0,0.429,0.0,0.533,21.4,0.545,142.0,135.0,17.1,3.4,111.9
Russell Westbrook,Point,2022-12-06,LAL,CLE,16.0,3.0,6.0,13.0,0.462,0.0,1.0,0.0,4.0,5.0,0.8,4.0,0.526,30.6,0.462,94.0,120.0,8.9,-0.4,110.6
Russell Westbrook,Point,2022-12-07,LAL,TOR,16.0,4.0,5.0,13.0,0.385,1.0,4.0,0.25,5.0,7.0,0.714,5.0,0.498,30.7,0.423,94.0,118.0,10.0,-3.9,114.0
Russell Westbrook,Point,2022-12-09,LAL,PHI,12.0,11.0,4.0,14.0,0.286,1.0,5.0,0.2,3.0,4.0,0.75,4.0,0.381,24.0,0.321,93.0,111.0,13.6,1.2,113.3
Russell Westbrook,Point,2022-12-11,LAL,DET,11.0,9.0,5.0,9.0,0.556,0.0,1.0,0.0,1.0,2.0,0.5,4.0,0.557,29.2,0.556,103.0,116.0,10.4,-0.8,118.9
Russell Westbrook,Point,2022-12-13,LAL,BOS,20.0,5.0,7.0,19.0,0.368,1.0,6.0,0.167,5.0,6.0,0.833,2.0,0.462,30.7,0.395,97.0,100.0,17.4,4.3,111.5
Russell Westbrook,Point,2022-12-16,LAL,DEN,15.0,12.0,5.0,13.0,0.385,0.0,3.0,0.0,5.0,8.0,0.625,4.0,0.454,28.6,0.385,108.0,101.0,16.4,3.7,114.2
Russell Westbrook,Point,2022-12-18,LAL,WAS,9.0,8.0,4.0,12.0,0.333,0.0,2.0,0.0,1.0,4.0,0.25,3.0,0.327,31.8,0.333,83.0,106.0,8.8,-1.8,115.6
Russell Westbrook,Point,2022-12-23,LAL,CHO,17.0,7.0,6.0,12.0,0.5,2.0,4.0,0.5,3.0,4.0,0.75,3.0,0.618,27.6,0.583,127.0,126.0,15.0,4.3,115.3
Russell Westbrook,Point,2022-12-25,LAL,DAL,17.0,4.0,7.0,16.0,0.438,2.0,5.0,0.4,1.0,2.0,0.5,0.0,0.504,32.8,0.5,113.0,133.0,11.3,-0.9,116.7
Russell Westbrook,Point,2022-12-27,LAL,ORL,15.0,13.0,6.0,11.0,0.545,1.0,3.0,0.333,2.0,2.0,1.0,4.0,0.631,23.5,0.591,127.0,109.0,17.5,5.1,114.2
