Player,Position,Date,TM,OPP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
De'Aaron Fox,Point,2022-10-19,SAC,POR,33.0,7.0,12.0,21.0,0.571,5.0,9.0,0.556,4.0,5.0,0.8,8.0,0.711,39.3,0.69,105.0,111.0,21.7,4.7,118.8
De'Aaron Fox,Point,2022-10-22,SAC,LAC,36.0,4.0,15.0,23.0,0.652,3.0,5.0,0.6,3.0,6.0,0.5,3.0,0.702,39.1,0.717,124.0,113.0,27.7,14.7,114.5
De'Aaron Fox,Point,2022-10-23,SAC,GSW,26.0,10.0,11.0,20.0,0.55,1.0,6.0,0.167,3.0,3.0,1.0,3.0,0.61,25.3,0.575,125.0,122.0,21.7,4.2,114.4
De'Aaron Fox,Point,2022-10-27,SAC,MEM,27.0,2.0,11.0,19.0,0.579,2.0,6.0,0.333,3.0,3.0,1.0,3.0,0.664,29.9,0.632,115.0,126.0,18.4,0.3,111.2
De'Aaron Fox,Point,2022-10-29,SAC,MIA,17.0,5.0,6.0,17.0,0.353,0.0,2.0,0.0,5.0,5.0,1.0,3.0,0.443,27.0,0.353,98.0,108.0,12.5,-4.9,113.3
De'Aaron Fox,Point,2022-10-31,SAC,CHO,8.0,1.0,2.0,4.0,0.5,1.0,3.0,0.333,3.0,3.0,1.0,3.0,0.752,38.1,0.625,96.0,112.0,3.3,-7.0,115.3
De'Aaron Fox,Point,2022-11-05,SAC,ORL,37.0,3.0,14.0,24.0,0.583,2.0,7.0,0.286,7.0,7.0,1.0,4.0,0.683,34.5,0.625,119.0,113.0,25.2,3.3,114.2
De'Aaron Fox,Point,2022-11-07,SAC,GSW,28.0,6.0,8.0,17.0,0.471,2.0,5.0,0.4,10.0,12.0,0.833,2.0,0.628,28.0,0.529,127.0,120.0,20.5,3.8,114.4
De'Aaron Fox,Point,2022-11-09,SAC,CLE,15.0,8.0,6.0,14.0,0.429,1.0,4.0,0.25,2.0,2.0,1.0,0.0,0.504,24.9,0.464,122.0,120.0,16.4,3.8,110.6
De'Aaron Fox,Point,2022-11-11,SAC,LAL,32.0,12.0,13.0,19.0,0.684,2.0,5.0,0.4,4.0,5.0,0.8,3.0,0.755,29.4,0.737,147.0,114.0,32.2,15.4,113.9
De'Aaron Fox,Point,2022-11-13,SAC,GSW,22.0,8.0,10.0,19.0,0.526,2.0,4.0,0.5,0.0,2.0,0.0,3.0,0.553,28.0,0.579,110.0,104.0,18.6,5.2,114.4
De'Aaron Fox,Point,2022-11-15,SAC,BRK,14.0,9.0,5.0,12.0,0.417,1.0,5.0,0.2,3.0,5.0,0.6,1.0,0.493,25.4,0.458,127.0,109.0,14.6,2.3,114.1
De'Aaron Fox,Point,2022-11-17,SAC,SAS,28.0,8.0,11.0,15.0,0.733,2.0,3.0,0.667,4.0,4.0,1.0,0.0,0.835,24.0,0.8,178.0,114.0,28.2,14.3,120.0
De'Aaron Fox,Point,2022-11-20,SAC,DET,33.0,7.0,11.0,18.0,0.611,2.0,4.0,0.5,9.0,9.0,1.0,2.0,0.751,28.7,0.667,150.0,131.0,27.3,5.0,118.9
De'Aaron Fox,Point,2022-11-22,SAC,MEM,32.0,6.0,11.0,21.0,0.524,5.0,8.0,0.625,5.0,6.0,0.833,1.0,0.677,28.1,0.643,137.0,94.0,30.1,18.4,111.2
De'Aaron Fox,Point,2022-11-23,SAC,ATL,18.0,5.0,7.0,20.0,0.35,1.0,6.0,0.167,3.0,7.0,0.429,4.0,0.39,34.7,0.375,78.0,115.0,5.4,-9.9,116.3
De'Aaron Fox,Point,2022-11-25,SAC,BOS,20.0,2.0,6.0,17.0,0.353,3.0,9.0,0.333,5.0,5.0,1.0,2.0,0.521,28.6,0.441,103.0,125.0,10.7,-0.8,111.5
De'Aaron Fox,Point,2022-11-28,SAC,PHO,11.0,5.0,4.0,12.0,0.333,1.0,3.0,0.333,2.0,2.0,1.0,1.0,0.427,20.9,0.375,100.0,115.0,11.3,0.1,113.0
De'Aaron Fox,Point,2022-11-30,SAC,IND,19.0,6.0,7.0,11.0,0.636,1.0,1.0,1.0,4.0,5.0,0.8,3.0,0.72,22.7,0.682,129.0,105.0,14.8,1.0,117.7
De'Aaron Fox,Point,2022-12-03,SAC,LAC,14.0,4.0,5.0,12.0,0.417,1.0,4.0,0.25,3.0,5.0,0.6,2.0,0.493,25.1,0.458,97.0,96.0,10.1,-3.6,114.5
De'Aaron Fox,Point,2022-12-04,SAC,CHI,16.0,4.0,5.0,14.0,0.357,2.0,7.0,0.286,4.0,4.0,1.0,4.0,0.508,26.1,0.429,88.0,96.0,11.1,-2.1,112.2
De'Aaron Fox,Point,2022-12-07,SAC,MIL,15.0,2.0,5.0,16.0,0.313,1.0,6.0,0.167,4.0,4.0,1.0,1.0,0.422,26.4,0.344,90.0,136.0,6.3,-9.2,111.9
De'Aaron Fox,Point,2022-12-13,SAC,PHI,13.0,1.0,5.0,15.0,0.333,1.0,7.0,0.143,2.0,4.0,0.5,3.0,0.388,27.4,0.367,71.0,121.0,2.8,-10.7,113.3
De'Aaron Fox,Point,2022-12-14,SAC,TOR,27.0,10.0,9.0,23.0,0.391,4.0,8.0,0.5,5.0,7.0,0.714,3.0,0.518,28.8,0.478,117.0,123.0,18.9,-0.4,114.0
De'Aaron Fox,Point,2022-12-16,SAC,DET,24.0,9.0,9.0,19.0,0.474,0.0,5.0,0.0,6.0,9.0,0.667,3.0,0.523,29.4,0.474,107.0,115.0,17.3,-3.2,118.9
