PTS,OPP DRTG
18.0,120.4
39.0,115.2
37.0,115.3
28.0,112.7
28.0,115.3
43.0,116.4
30.0,115.4
14.0,112.9
26.0,112.9
36.0,109.0
29.0,115.2
40.0,115.4
26.0,113.0
30.0,112.9
34.0,114.6
29.0,116.1
14.0,115.4
41.0,112.1
30.0,119.6
29.0,111.6
23.0,114.6
27.0,109.0
43.0,117.5
31.0,119.4
24.0,114.3
30.0,119.8
15.0,111.3
24.0,118.8
26.0,118.8
19.0,119.8
21.0,113.8
32.0,115.8
33.0,114.6
24.0,118.0
12.0,119.4
29.0,115.2
34.0,115.4
23.0,114.3
13.0,112.2
25.0,118.0
41.0,116.3
12.0,118.8
15.0,112.1
40.0,114.6
30.0,113.0
28.0,116.4
33.0,115.4
20.0,116.3
44.0,115.3
33.0,116.4
18.0,113.4
29.0,115.8
21.0,115.3
20.0,113.4
23.0,114.3
20.0,118.8
31.0,111.3
23.0,113.8
18.0,115.4
23.0,115.4
24.0,120.4
20.0,115.4
29.0,113.4
40.0,111.6
20.0,116.1
33.0,112.1
33.0,112.9
23.0,114.6
24.0,117.5
