PTS,OPP DRTG
39.0,113.8
25.0,112.2
15.0,118.8
30.0,113.4
21.0,116.1
34.0,118.8
12.0,116.3
37.0,118.8
27.0,119.8
27.0,115.4
22.0,119.6
27.0,111.6
31.0,119.6
31.0,117.5
32.0,112.2
18.0,116.3
25.0,119.4
28.0,113.4
24.0,118.0
14.0,116.3
21.0,118.0
33.0,118.8
39.0,113.4
40.0,116.4
24.0,111.3
19.0,113.4
32.0,113.4
12.0,116.1
31.0,112.7
13.0,118.0
23.0,118.0
25.0,116.4
18.0,113.4
21.0,111.6
27.0,115.2
29.0,115.2
17.0,112.7
45.0,118.8
17.0,118.8
28.0,112.7
22.0,112.7
26.0,112.9
18.0,113.0
25.0,117.5
30.0,115.4
12.0,120.4
26.0,119.8
18.0,113.0
16.0,112.2
24.0,114.3
21.0,109.0
24.0,113.8
23.0,119.8
17.0,119.8
16.0,116.3
41.0,115.4
20.0,115.2
28.0,115.3
35.0,115.4
10.0,115.2
17.0,113.8
31.0,114.6
32.0,111.6
30.0,116.1
11.0,112.1
27.0,115.3
20.0,112.9
36.0,118.8
23.0,113.4
29.0,111.3
16.0,111.3
