PTS,OPP DRTG
33.0,116.4
49.0,116.1
35.0,114.3
18.0,116.3
34.0,113.0
23.0,119.8
29.0,111.3
31.0,118.8
44.0,115.4
30.0,112.9
16.0,112.9
26.0,119.6
35.0,115.8
25.0,115.2
30.0,115.3
30.0,115.4
41.0,113.4
36.0,112.1
40.0,120.4
32.0,117.5
35.0,114.3
33.0,115.3
39.0,109.0
40.0,117.5
38.0,113.0
28.0,115.4
39.0,116.4
50.0,114.6
39.0,112.7
39.0,115.2
19.0,120.4
41.0,117.5
34.0,109.0
31.0,114.3
33.0,115.3
33.0,111.6
34.0,114.6
73.0,119.4
28.0,115.2
45.0,111.3
40.0,115.8
19.0,113.8
35.0,116.1
39.0,113.4
32.0,112.1
26.0,119.6
27.0,116.4
41.0,114.6
33.0,118.0
45.0,112.7
30.0,118.8
37.0,111.6
38.0,113.8
39.0,118.0
35.0,112.2
39.0,118.8
27.0,116.3
21.0,115.2
37.0,113.0
18.0,116.4
34.0,120.4
29.0,120.4
28.0,115.2
26.0,115.2
47.0,113.4
30.0,115.2
25.0,119.4
37.0,113.4
39.0,119.8
29.0,112.2
