PTS,OPP DRTG
22.0,116.4
17.0,116.1
22.0,113.0
18.0,119.8
21.0,111.3
22.0,118.8
27.0,115.4
35.0,112.9
17.0,112.9
39.0,115.8
23.0,115.2
28.0,115.3
26.0,115.4
27.0,113.4
10.0,114.3
14.0,120.4
29.0,117.5
24.0,117.5
35.0,109.0
33.0,114.3
44.0,113.4
33.0,112.9
42.0,112.9
12.0,115.3
23.0,111.6
23.0,113.8
25.0,112.1
26.0,119.6
29.0,114.6
29.0,118.0
30.0,112.7
29.0,118.8
28.0,113.8
23.0,118.0
23.0,112.2
23.0,115.2
36.0,112.1
24.0,113.0
28.0,116.4
27.0,120.4
24.0,115.2
30.0,115.2
24.0,113.4
27.0,115.2
26.0,119.4
26.0,115.2
48.0,113.4
18.0,119.8
