Player,Position,Date,TM,OPP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
Tyrese Maxey,Point,2023-10-26,PHI,MIL,31.0,8.0,10.0,22.0,0.455,3.0,8.0,0.375,8.0,10.0,0.8,0.0,0.587,29.4,0.523,130.0,116.0,26.4,6.3,115.8
Tyrese Maxey,Point,2023-10-28,PHI,TOR,34.0,7.0,12.0,20.0,0.6,7.0,9.0,0.778,3.0,3.0,1.0,1.0,0.797,25.3,0.775,159.0,121.0,31.2,14.7,118.8
Tyrese Maxey,Point,2023-10-29,PHI,POR,26.0,4.0,6.0,14.0,0.429,4.0,8.0,0.5,10.0,10.0,1.0,2.0,0.707,24.6,0.571,142.0,101.0,22.4,2.9,117.5
Tyrese Maxey,Point,2023-11-02,PHI,TOR,18.0,4.0,7.0,16.0,0.438,0.0,3.0,0.0,4.0,4.0,1.0,1.0,0.507,19.2,0.438,115.0,106.0,13.3,-1.0,118.8
Tyrese Maxey,Point,2023-11-04,PHI,PHO,22.0,10.0,9.0,18.0,0.5,2.0,6.0,0.333,2.0,2.0,1.0,3.0,0.583,25.2,0.556,127.0,112.0,20.0,8.8,114.6
Tyrese Maxey,Point,2023-11-06,PHI,WAS,22.0,11.0,9.0,16.0,0.563,3.0,9.0,0.333,1.0,1.0,1.0,0.0,0.669,20.4,0.656,155.0,120.0,23.3,7.0,119.6
Tyrese Maxey,Point,2023-11-08,PHI,BOS,25.0,5.0,11.0,27.0,0.407,3.0,11.0,0.273,0.0,1.0,0.0,1.0,0.456,30.7,0.463,102.0,102.0,16.5,5.3,111.6
Tyrese Maxey,Point,2023-11-10,PHI,DET,29.0,11.0,9.0,19.0,0.474,2.0,7.0,0.286,9.0,9.0,1.0,0.0,0.632,25.7,0.526,146.0,106.0,31.3,14.4,118.8
Tyrese Maxey,Point,2023-11-12,PHI,IND,50.0,5.0,20.0,32.0,0.625,7.0,11.0,0.636,3.0,3.0,1.0,2.0,0.75,34.6,0.734,163.0,129.0,41.7,20.8,118.0
Tyrese Maxey,Point,2023-11-14,PHI,IND,27.0,5.0,9.0,23.0,0.391,2.0,5.0,0.4,7.0,7.0,1.0,4.0,0.518,32.2,0.435,97.0,125.0,15.1,-3.2,118.0
Tyrese Maxey,Point,2023-11-15,PHI,BOS,20.0,4.0,6.0,15.0,0.4,3.0,7.0,0.429,5.0,5.0,1.0,2.0,0.581,22.7,0.5,117.0,133.0,12.4,-1.4,111.6
Tyrese Maxey,Point,2023-11-17,PHI,ATL,19.0,8.0,5.0,13.0,0.385,3.0,6.0,0.5,6.0,6.0,1.0,2.0,0.607,18.2,0.5,134.0,120.0,18.3,2.4,119.4
Tyrese Maxey,Point,2023-11-19,PHI,BRK,25.0,10.0,8.0,20.0,0.4,6.0,11.0,0.545,3.0,3.0,1.0,1.0,0.586,27.8,0.55,130.0,115.0,21.2,6.8,116.1
Tyrese Maxey,Point,2023-11-21,PHI,CLE,30.0,6.0,11.0,28.0,0.393,3.0,12.0,0.25,5.0,7.0,0.714,1.0,0.483,29.1,0.446,108.0,122.0,18.6,0.5,112.7
Tyrese Maxey,Point,2023-11-22,PHI,MIN,16.0,8.0,7.0,19.0,0.368,0.0,5.0,0.0,2.0,4.0,0.5,3.0,0.385,29.7,0.368,89.0,122.0,10.3,-3.3,109.0
Tyrese Maxey,Point,2023-11-25,PHI,OKC,28.0,3.0,8.0,17.0,0.471,3.0,9.0,0.333,9.0,11.0,0.818,1.0,0.641,23.4,0.559,143.0,131.0,21.1,1.3,112.1
Tyrese Maxey,Point,2023-11-27,PHI,LAL,31.0,8.0,9.0,20.0,0.45,5.0,12.0,0.417,8.0,9.0,0.889,0.0,0.647,28.9,0.575,159.0,103.0,26.9,8.5,115.3
Tyrese Maxey,Point,2023-11-29,PHI,NOP,33.0,3.0,13.0,25.0,0.52,3.0,10.0,0.3,4.0,4.0,1.0,4.0,0.617,35.2,0.58,109.0,128.0,20.3,-1.3,112.9
Tyrese Maxey,Point,2023-12-06,PHI,WAS,26.0,7.0,10.0,20.0,0.5,2.0,6.0,0.333,4.0,4.0,1.0,0.0,0.597,23.2,0.55,136.0,123.0,21.4,2.2,119.6
Tyrese Maxey,Point,2023-12-08,PHI,ATL,30.0,7.0,8.0,18.0,0.444,4.0,8.0,0.5,10.0,12.0,0.833,0.0,0.644,25.4,0.556,150.0,122.0,25.8,8.1,119.4
Tyrese Maxey,Point,2023-12-11,PHI,WAS,24.0,6.0,8.0,13.0,0.615,5.0,9.0,0.556,3.0,3.0,1.0,2.0,0.838,26.6,0.808,150.0,105.0,20.2,9.7,119.6
Tyrese Maxey,Point,2023-12-13,PHI,DET,9.0,9.0,2.0,13.0,0.154,0.0,6.0,0.0,5.0,6.0,0.833,1.0,0.288,21.7,0.154,95.0,115.0,6.8,-10.5,118.8
Tyrese Maxey,Point,2023-12-15,PHI,DET,19.0,4.0,7.0,16.0,0.438,1.0,6.0,0.167,4.0,5.0,0.8,1.0,0.522,27.6,0.469,116.0,94.0,13.9,1.5,118.8
Tyrese Maxey,Point,2023-12-18,PHI,CHI,29.0,8.0,9.0,23.0,0.391,5.0,11.0,0.455,6.0,6.0,1.0,3.0,0.566,32.4,0.5,116.0,120.0,21.2,5.3,116.3
Tyrese Maxey,Point,2023-12-20,PHI,MIN,35.0,5.0,12.0,24.0,0.5,5.0,12.0,0.417,6.0,6.0,1.0,5.0,0.657,36.9,0.604,116.0,120.0,20.2,1.2,109.0
Tyrese Maxey,Point,2023-12-22,PHI,TOR,33.0,10.0,13.0,22.0,0.591,4.0,10.0,0.4,3.0,3.0,1.0,3.0,0.708,29.4,0.682,129.0,118.0,26.8,4.1,118.8
Tyrese Maxey,Point,2023-12-25,PHI,MIA,12.0,5.0,4.0,20.0,0.2,1.0,8.0,0.125,3.0,6.0,0.5,0.0,0.265,22.3,0.225,67.0,122.0,2.9,-13.5,112.2
Tyrese Maxey,Point,2023-12-27,PHI,ORL,23.0,2.0,9.0,18.0,0.5,3.0,6.0,0.5,2.0,3.0,0.667,1.0,0.595,25.0,0.583,125.0,101.0,16.1,4.8,111.3
Tyrese Maxey,Point,2023-12-29,PHI,HOU,42.0,4.0,13.0,26.0,0.5,2.0,9.0,0.222,14.0,15.0,0.933,1.0,0.644,35.3,0.538,141.0,137.0,32.3,3.4,113.4
Tyrese Maxey,Point,2023-12-30,PHI,CHI,20.0,7.0,8.0,22.0,0.364,2.0,8.0,0.25,2.0,5.0,0.4,2.0,0.413,33.7,0.409,88.0,120.0,8.9,-4.9,116.3
Tyrese Maxey,Point,2024-01-02,PHI,CHI,21.0,5.0,6.0,12.0,0.5,4.0,7.0,0.571,5.0,6.0,0.833,1.0,0.717,23.2,0.667,139.0,106.0,16.6,6.3,116.3
Tyrese Maxey,Point,2024-01-05,PHI,NYK,27.0,9.0,9.0,20.0,0.45,1.0,7.0,0.143,8.0,10.0,0.8,1.0,0.553,31.3,0.475,120.0,131.0,25.0,10.5,113.4
Tyrese Maxey,Point,2024-01-06,PHI,UTA,25.0,9.0,9.0,24.0,0.375,1.0,8.0,0.125,6.0,6.0,1.0,3.0,0.469,28.2,0.396,102.0,119.0,19.5,1.3,120.4
Tyrese Maxey,Point,2024-01-10,PHI,ATL,35.0,9.0,12.0,29.0,0.414,4.0,11.0,0.364,7.0,9.0,0.778,3.0,0.531,34.8,0.483,113.0,118.0,26.4,4.3,119.4
Tyrese Maxey,Point,2024-01-12,PHI,SAC,21.0,4.0,6.0,17.0,0.353,3.0,6.0,0.5,6.0,6.0,1.0,3.0,0.535,23.6,0.441,109.0,100.0,15.4,2.8,115.2
Tyrese Maxey,Point,2024-01-15,PHI,HOU,27.0,7.0,8.0,18.0,0.444,6.0,10.0,0.6,5.0,5.0,1.0,2.0,0.668,27.9,0.611,133.0,125.0,19.2,3.8,113.4
Tyrese Maxey,Point,2024-01-16,PHI,DEN,25.0,9.0,9.0,20.0,0.45,4.0,9.0,0.444,3.0,7.0,0.429,1.0,0.542,27.2,0.55,122.0,131.0,21.4,0.8,113.0
Tyrese Maxey,Point,2024-01-19,PHI,ORL,32.0,5.0,10.0,20.0,0.5,4.0,10.0,0.4,8.0,9.0,0.889,2.0,0.668,34.8,0.6,145.0,119.0,28.1,14.9,111.3
Tyrese Maxey,Point,2024-01-20,PHI,CHO,16.0,8.0,7.0,22.0,0.318,1.0,9.0,0.111,1.0,2.0,0.5,0.0,0.35,24.6,0.341,84.0,93.0,10.7,-2.7,119.8
Tyrese Maxey,Point,2024-01-22,PHI,SAS,18.0,8.0,7.0,15.0,0.467,2.0,5.0,0.4,2.0,2.0,1.0,2.0,0.567,17.4,0.533,125.0,134.0,15.1,-2.6,116.4
Tyrese Maxey,Point,2024-01-25,PHI,IND,22.0,2.0,7.0,17.0,0.412,1.0,8.0,0.125,7.0,7.0,1.0,1.0,0.548,30.1,0.441,108.0,129.0,13.5,-4.2,118.0
Tyrese Maxey,Point,2024-02-01,PHI,UTA,51.0,1.0,17.0,27.0,0.63,7.0,9.0,0.778,10.0,11.0,0.909,0.0,0.801,34.7,0.759,162.0,137.0,38.9,11.9,120.4
Tyrese Maxey,Point,2024-02-03,PHI,BRK,23.0,5.0,8.0,23.0,0.348,3.0,8.0,0.375,4.0,6.0,0.667,1.0,0.449,37.0,0.413,100.0,130.0,15.3,-0.9,116.1
Tyrese Maxey,Point,2024-02-05,PHI,DAL,15.0,7.0,6.0,16.0,0.375,1.0,5.0,0.2,2.0,3.0,0.667,3.0,0.433,26.3,0.406,93.0,131.0,6.7,-8.3,115.4
Tyrese Maxey,Point,2024-02-10,PHI,WAS,28.0,7.0,11.0,25.0,0.44,3.0,7.0,0.429,3.0,4.0,0.75,2.0,0.523,31.8,0.5,112.0,113.0,19.7,1.7,119.6
Tyrese Maxey,Point,2024-02-12,PHI,CLE,22.0,9.0,9.0,21.0,0.429,2.0,5.0,0.4,2.0,4.0,0.5,4.0,0.483,28.9,0.476,104.0,133.0,12.0,-7.9,112.7
Tyrese Maxey,Point,2024-02-14,PHI,MIA,30.0,7.0,12.0,23.0,0.522,2.0,7.0,0.286,4.0,4.0,1.0,3.0,0.606,31.6,0.565,115.0,115.0,22.0,4.2,112.2
Tyrese Maxey,Point,2024-02-22,PHI,NYK,35.0,5.0,11.0,24.0,0.458,4.0,11.0,0.364,9.0,9.0,1.0,4.0,0.626,35.8,0.542,115.0,120.0,23.9,6.9,113.4
Tyrese Maxey,Point,2024-02-23,PHI,CLE,24.0,5.0,9.0,22.0,0.409,2.0,5.0,0.4,4.0,4.0,1.0,2.0,0.505,30.3,0.455,104.0,100.0,16.6,1.8,112.7
Tyrese Maxey,Point,2024-02-25,PHI,MIL,24.0,7.0,8.0,19.0,0.421,3.0,8.0,0.375,5.0,5.0,1.0,1.0,0.566,24.8,0.5,124.0,123.0,20.5,5.8,115.8
Tyrese Maxey,Point,2024-02-27,PHI,BOS,32.0,5.0,12.0,24.0,0.5,4.0,12.0,0.333,4.0,4.0,1.0,1.0,0.621,32.4,0.583,125.0,122.0,26.1,16.6,111.6
Tyrese Maxey,Point,2024-03-01,PHI,CHO,33.0,5.0,11.0,29.0,0.379,5.0,10.0,0.5,6.0,6.0,1.0,0.0,0.521,36.0,0.466,131.0,134.0,23.5,-0.3,119.8
Tyrese Maxey,Point,2024-03-03,PHI,DAL,24.0,3.0,8.0,15.0,0.533,1.0,5.0,0.2,7.0,7.0,1.0,4.0,0.664,24.6,0.567,114.0,124.0,15.8,-3.5,115.4
