Player,Position,Date,TM,OPP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
Anthony Edwards,Shooting,2023-10-25,MIN,TOR,26.0,1.0,8.0,27.0,0.296,4.0,7.0,0.571,6.0,6.0,1.0,2.0,0.439,32.1,0.37,98.0,101.0,14.8,2.3,118.8
Anthony Edwards,Shooting,2023-10-28,MIN,MIA,19.0,7.0,7.0,15.0,0.467,3.0,5.0,0.6,2.0,2.0,1.0,2.0,0.598,24.8,0.567,117.0,102.0,13.6,2.9,112.2
Anthony Edwards,Shooting,2023-10-30,MIN,ATL,31.0,7.0,13.0,21.0,0.619,5.0,8.0,0.625,0.0,1.0,0.0,5.0,0.723,31.5,0.738,121.0,134.0,21.9,5.4,119.4
Anthony Edwards,Shooting,2023-11-01,MIN,DEN,24.0,1.0,8.0,16.0,0.5,1.0,4.0,0.25,7.0,8.0,0.875,4.0,0.615,32.9,0.531,104.0,92.0,14.5,1.8,113.0
Anthony Edwards,Shooting,2023-11-04,MIN,UTA,31.0,6.0,13.0,19.0,0.684,2.0,4.0,0.5,3.0,5.0,0.6,6.0,0.731,34.9,0.737,117.0,101.0,23.7,5.2,120.4
Anthony Edwards,Shooting,2023-11-06,MIN,BOS,38.0,7.0,15.0,25.0,0.6,2.0,8.0,0.25,6.0,7.0,0.857,3.0,0.677,36.3,0.64,128.0,98.0,29.7,13.5,111.6
Anthony Edwards,Shooting,2023-11-08,MIN,NOP,26.0,8.0,10.0,22.0,0.455,2.0,8.0,0.25,4.0,5.0,0.8,3.0,0.537,36.4,0.5,112.0,94.0,21.7,6.4,112.9
Anthony Edwards,Shooting,2023-11-10,MIN,SAS,28.0,5.0,9.0,21.0,0.429,2.0,8.0,0.25,8.0,11.0,0.727,4.0,0.542,33.0,0.476,110.0,103.0,20.4,4.3,116.4
Anthony Edwards,Shooting,2023-11-12,MIN,GSW,33.0,7.0,11.0,27.0,0.407,1.0,9.0,0.111,10.0,10.0,1.0,4.0,0.525,41.2,0.426,108.0,111.0,23.6,2.2,115.2
Anthony Edwards,Shooting,2023-11-14,MIN,GSW,20.0,4.0,7.0,16.0,0.438,3.0,6.0,0.5,3.0,5.0,0.6,5.0,0.549,28.1,0.531,91.0,101.0,12.4,1.0,115.2
Anthony Edwards,Shooting,2023-11-15,MIN,PHO,13.0,4.0,4.0,16.0,0.25,1.0,3.0,0.333,4.0,4.0,1.0,1.0,0.366,26.7,0.281,98.0,144.0,8.5,-6.5,114.6
Anthony Edwards,Shooting,2023-11-20,MIN,NYK,23.0,5.0,9.0,21.0,0.429,1.0,6.0,0.167,4.0,4.0,1.0,3.0,0.505,29.5,0.452,102.0,100.0,17.8,0.6,113.4
Anthony Edwards,Shooting,2023-11-22,MIN,PHI,31.0,6.0,11.0,22.0,0.5,5.0,9.0,0.556,4.0,4.0,1.0,2.0,0.652,31.0,0.614,130.0,103.0,26.0,13.3,113.8
Anthony Edwards,Shooting,2023-11-24,MIN,SAC,35.0,5.0,8.0,21.0,0.381,2.0,9.0,0.222,17.0,18.0,0.944,4.0,0.605,35.4,0.429,119.0,118.0,27.3,6.2,115.2
Anthony Edwards,Shooting,2023-11-26,MIN,MEM,24.0,7.0,8.0,14.0,0.571,1.0,4.0,0.25,7.0,7.0,1.0,2.0,0.703,25.6,0.607,141.0,102.0,21.3,7.3,114.3
Anthony Edwards,Shooting,2023-11-28,MIN,OKC,21.0,1.0,7.0,16.0,0.438,3.0,6.0,0.5,4.0,6.0,0.667,2.0,0.563,31.8,0.531,107.0,108.0,11.9,3.3,112.1
Anthony Edwards,Shooting,2023-12-06,MIN,SAS,17.0,6.0,4.0,17.0,0.235,2.0,5.0,0.4,7.0,8.0,0.875,3.0,0.414,27.8,0.294,92.0,95.0,10.9,-0.9,116.4
Anthony Edwards,Shooting,2023-12-14,MIN,DAL,9.0,11.0,3.0,19.0,0.158,0.0,3.0,0.0,3.0,6.0,0.5,5.0,0.208,32.4,0.158,69.0,102.0,0.6,-13.9,115.4
Anthony Edwards,Shooting,2023-12-16,MIN,IND,37.0,4.0,14.0,23.0,0.609,7.0,10.0,0.7,2.0,2.0,1.0,4.0,0.775,36.8,0.761,127.0,112.0,27.7,11.6,118.0
Anthony Edwards,Shooting,2023-12-18,MIN,MIA,32.0,5.0,13.0,25.0,0.52,2.0,9.0,0.222,4.0,4.0,1.0,1.0,0.598,31.3,0.56,127.0,106.0,28.6,10.1,112.2
Anthony Edwards,Shooting,2023-12-20,MIN,PHI,27.0,5.0,9.0,20.0,0.45,2.0,6.0,0.333,7.0,8.0,0.875,1.0,0.574,29.4,0.5,126.0,128.0,20.4,3.7,113.8
Anthony Edwards,Shooting,2023-12-21,MIN,LAL,27.0,5.0,9.0,19.0,0.474,2.0,6.0,0.333,7.0,8.0,0.875,5.0,0.599,30.8,0.526,105.0,107.0,21.2,1.8,115.3
Anthony Edwards,Shooting,2023-12-23,MIN,SAC,34.0,10.0,13.0,27.0,0.481,3.0,12.0,0.25,5.0,5.0,1.0,5.0,0.582,39.9,0.537,109.0,104.0,25.1,7.5,115.2
Anthony Edwards,Shooting,2023-12-26,MIN,OKC,25.0,6.0,7.0,16.0,0.438,2.0,5.0,0.4,9.0,13.0,0.692,4.0,0.576,33.5,0.5,112.0,135.0,17.5,0.9,112.1
Anthony Edwards,Shooting,2023-12-28,MIN,DAL,44.0,4.0,12.0,23.0,0.522,6.0,11.0,0.545,14.0,18.0,0.778,6.0,0.712,42.2,0.652,122.0,109.0,31.7,8.8,115.4
Anthony Edwards,Shooting,2023-12-30,MIN,LAL,31.0,3.0,10.0,23.0,0.435,2.0,8.0,0.25,9.0,11.0,0.818,3.0,0.557,36.8,0.478,106.0,109.0,19.0,0.7,115.3
Anthony Edwards,Shooting,2024-01-01,MIN,NYK,35.0,2.0,11.0,21.0,0.524,4.0,9.0,0.444,9.0,10.0,0.9,4.0,0.689,37.0,0.619,117.0,120.0,23.9,8.4,113.4
Anthony Edwards,Shooting,2024-01-03,MIN,NOP,35.0,5.0,11.0,22.0,0.5,4.0,7.0,0.571,9.0,10.0,0.9,6.0,0.663,40.0,0.591,112.0,131.0,24.4,7.8,112.9
Anthony Edwards,Shooting,2024-01-05,MIN,HOU,24.0,5.0,8.0,17.0,0.471,2.0,5.0,0.4,6.0,6.0,1.0,5.0,0.611,32.8,0.529,105.0,96.0,15.9,-0.1,113.4
Anthony Edwards,Shooting,2024-01-07,MIN,DAL,36.0,3.0,14.0,27.0,0.519,3.0,6.0,0.5,5.0,7.0,0.714,2.0,0.598,35.9,0.574,131.0,114.0,29.5,16.5,115.4
Anthony Edwards,Shooting,2024-01-09,MIN,ORL,6.0,3.0,2.0,7.0,0.286,0.0,2.0,0.0,2.0,3.0,0.667,5.0,0.361,23.5,0.286,62.0,102.0,-1.0,-16.6,111.3
Anthony Edwards,Shooting,2024-01-10,MIN,BOS,29.0,3.0,11.0,25.0,0.44,3.0,6.0,0.5,4.0,4.0,1.0,5.0,0.542,32.6,0.5,94.0,129.0,14.4,-4.6,111.6
