Player,Position,Date,TM,OPP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
Fred VanVleet,Point,2023-10-27,HOU,SAS,24.0,12.0,10.0,20.0,0.5,2.0,10.0,0.2,2.0,3.0,0.667,3.0,0.563,22.8,0.55,118.0,116.0,19.4,0.8,116.4
Fred VanVleet,Point,2023-10-29,HOU,GSW,8.0,4.0,2.0,13.0,0.154,2.0,7.0,0.286,2.0,2.0,1.0,0.0,0.288,19.6,0.231,75.0,115.0,3.7,-6.9,115.2
Fred VanVleet,Point,2023-11-01,HOU,CHO,22.0,11.0,8.0,17.0,0.471,5.0,10.0,0.5,1.0,1.0,1.0,2.0,0.631,21.6,0.618,133.0,124.0,19.5,0.5,119.8
Fred VanVleet,Point,2023-11-04,HOU,SAC,21.0,12.0,7.0,22.0,0.318,4.0,14.0,0.286,3.0,3.0,1.0,2.0,0.45,31.6,0.409,107.0,93.0,16.4,4.9,115.2
Fred VanVleet,Point,2023-11-06,HOU,SAC,11.0,5.0,3.0,8.0,0.375,3.0,5.0,0.6,2.0,2.0,1.0,1.0,0.619,17.9,0.563,131.0,114.0,9.9,-2.0,115.2
Fred VanVleet,Point,2023-11-08,HOU,LAL,9.0,10.0,2.0,9.0,0.222,1.0,6.0,0.167,4.0,4.0,1.0,1.0,0.418,17.2,0.278,129.0,97.0,11.3,1.8,115.3
Fred VanVleet,Point,2023-11-10,HOU,NOP,20.0,8.0,7.0,15.0,0.467,4.0,9.0,0.444,2.0,2.0,1.0,1.0,0.63,18.3,0.6,132.0,106.0,19.1,7.5,112.9
Fred VanVleet,Point,2023-11-12,HOU,DEN,26.0,4.0,9.0,21.0,0.429,3.0,9.0,0.333,5.0,7.0,0.714,2.0,0.54,28.4,0.5,109.0,118.0,14.7,-1.4,113.0
Fred VanVleet,Point,2023-11-19,HOU,LAL,15.0,16.0,5.0,14.0,0.357,3.0,10.0,0.3,2.0,2.0,1.0,3.0,0.504,20.2,0.464,117.0,111.0,16.3,3.4,115.3
Fred VanVleet,Point,2023-11-20,HOU,GSW,10.0,14.0,3.0,13.0,0.231,1.0,8.0,0.125,3.0,3.0,1.0,0.0,0.349,15.0,0.269,121.0,137.0,12.6,-3.9,115.2
Fred VanVleet,Point,2023-11-22,HOU,MEM,16.0,4.0,5.0,12.0,0.417,4.0,8.0,0.5,2.0,3.0,0.667,1.0,0.601,16.3,0.583,121.0,95.0,15.5,3.7,114.3
Fred VanVleet,Point,2023-11-24,HOU,DEN,17.0,11.0,6.0,12.0,0.5,3.0,5.0,0.6,2.0,2.0,1.0,1.0,0.66,16.7,0.625,144.0,90.0,20.7,10.4,113.0
Fred VanVleet,Point,2023-11-28,HOU,DAL,10.0,12.0,3.0,9.0,0.333,1.0,7.0,0.143,3.0,3.0,1.0,0.0,0.484,11.1,0.389,139.0,125.0,15.0,2.1,115.4
Fred VanVleet,Point,2023-12-02,HOU,LAL,22.0,7.0,7.0,15.0,0.467,4.0,7.0,0.571,4.0,4.0,1.0,3.0,0.656,21.2,0.6,122.0,113.0,17.7,3.7,115.3
Fred VanVleet,Point,2023-12-08,HOU,DEN,26.0,3.0,6.0,17.0,0.353,4.0,10.0,0.4,10.0,13.0,0.769,1.0,0.572,26.0,0.471,123.0,113.0,17.5,2.7,113.0
Fred VanVleet,Point,2023-12-13,HOU,MEM,11.0,9.0,2.0,8.0,0.25,0.0,3.0,0.0,7.0,9.0,0.778,3.0,0.46,15.2,0.25,106.0,98.0,11.6,-0.6,114.3
Fred VanVleet,Point,2023-12-15,HOU,MEM,16.0,8.0,5.0,12.0,0.417,2.0,4.0,0.5,4.0,5.0,0.8,0.0,0.563,16.8,0.5,142.0,91.0,21.6,13.7,114.3
Fred VanVleet,Point,2023-12-17,HOU,MIL,22.0,6.0,8.0,16.0,0.5,4.0,8.0,0.5,2.0,2.0,1.0,1.0,0.652,21.2,0.625,134.0,134.0,19.8,4.0,115.8
