Player,Position,Date,TM,OPP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
Bradley Beal,Shooting,2023-11-08,PHO,CHI,13.0,4.0,3.0,12.0,0.25,3.0,6.0,0.5,4.0,4.0,1.0,2.0,0.472,29.1,0.375,103.0,110.0,8.5,-2.1,116.3
Bradley Beal,Shooting,2023-11-10,PHO,LAL,24.0,2.0,9.0,17.0,0.529,2.0,4.0,0.5,4.0,6.0,0.667,2.0,0.611,27.7,0.588,123.0,122.0,16.7,2.4,115.3
Bradley Beal,Shooting,2023-11-12,PHO,OKC,15.0,5.0,6.0,17.0,0.353,0.0,5.0,0.0,3.0,6.0,0.5,5.0,0.382,34.2,0.353,78.0,123.0,3.6,-12.6,112.1
Bradley Beal,Shooting,2023-12-12,PHO,GSW,16.0,3.0,5.0,12.0,0.417,1.0,3.0,0.333,5.0,7.0,0.714,3.0,0.531,28.0,0.458,94.0,113.0,9.3,-5.5,115.2
Bradley Beal,Shooting,2023-12-15,PHO,NYK,6.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.23,23.4,1.25,245.0,151.0,6.1,34.8,113.4
Bradley Beal,Shooting,2023-12-31,PHO,ORL,25.0,2.0,10.0,13.0,0.769,1.0,2.0,0.5,4.0,4.0,1.0,1.0,0.847,21.2,0.808,158.0,115.0,21.9,8.3,111.3
Bradley Beal,Shooting,2024-01-01,PHO,POR,21.0,1.0,8.0,16.0,0.5,1.0,3.0,0.333,4.0,4.0,1.0,4.0,0.591,27.6,0.531,97.0,91.0,11.8,-3.6,117.5
Bradley Beal,Shooting,2024-01-03,PHO,LAC,21.0,4.0,7.0,20.0,0.35,0.0,6.0,0.0,7.0,7.0,1.0,3.0,0.455,28.7,0.35,103.0,145.0,11.6,-11.4,115.4
Bradley Beal,Shooting,2024-01-05,PHO,MIA,25.0,9.0,11.0,18.0,0.611,2.0,6.0,0.333,1.0,1.0,1.0,2.0,0.678,25.6,0.667,136.0,110.0,23.1,5.7,112.2
Bradley Beal,Shooting,2024-01-07,PHO,MEM,12.0,5.0,5.0,12.0,0.417,0.0,1.0,0.0,2.0,4.0,0.5,1.0,0.436,15.4,0.417,107.0,121.0,9.1,-5.3,114.3
Bradley Beal,Shooting,2024-01-08,PHO,LAC,15.0,2.0,7.0,15.0,0.467,0.0,2.0,0.0,1.0,2.0,0.5,2.0,0.472,23.8,0.467,88.0,142.0,7.6,-8.8,115.4
Bradley Beal,Shooting,2024-01-11,PHO,LAL,37.0,4.0,14.0,21.0,0.667,8.0,10.0,0.8,1.0,1.0,1.0,3.0,0.863,31.7,0.857,153.0,112.0,30.1,18.8,115.3
Bradley Beal,Shooting,2024-01-14,PHO,POR,23.0,5.0,9.0,13.0,0.692,4.0,6.0,0.667,1.0,3.0,0.333,4.0,0.803,23.5,0.846,125.0,122.0,17.8,1.1,117.5
Bradley Beal,Shooting,2024-01-16,PHO,SAC,13.0,5.0,6.0,14.0,0.429,0.0,4.0,0.0,1.0,2.0,0.5,1.0,0.437,18.2,0.429,104.0,115.0,10.2,-5.4,115.2
Bradley Beal,Shooting,2024-01-21,PHO,IND,25.0,3.0,11.0,16.0,0.688,0.0,1.0,0.0,3.0,3.0,1.0,2.0,0.722,23.0,0.688,134.0,116.0,19.3,0.9,118.0
Bradley Beal,Shooting,2024-01-22,PHO,CHI,18.0,5.0,7.0,17.0,0.412,2.0,4.0,0.5,2.0,2.0,1.0,1.0,0.503,24.3,0.471,104.0,126.0,12.6,-6.4,116.3
