Player,Position,Date,TM,OPP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
Jimmy Butler,Small,2023-10-30,MIA,MIL,13.0,4.0,4.0,11.0,0.364,1.0,2.0,0.5,4.0,4.0,1.0,1.0,0.509,21.1,0.409,116.0,123.0,11.4,-1.0,115.8
Jimmy Butler,Small,2023-11-01,MIA,BRK,20.0,3.0,7.0,16.0,0.438,0.0,2.0,0.0,6.0,8.0,0.75,1.0,0.512,25.1,0.438,115.0,111.0,16.2,1.0,116.1
Jimmy Butler,Small,2023-11-03,MIA,WAS,20.0,2.0,7.0,11.0,0.636,1.0,2.0,0.5,5.0,6.0,0.833,2.0,0.733,22.7,0.682,129.0,107.0,18.8,2.6,119.6
Jimmy Butler,Small,2023-11-06,MIA,LAL,28.0,6.0,9.0,15.0,0.6,3.0,4.0,0.75,7.0,7.0,1.0,3.0,0.774,24.7,0.7,141.0,110.0,26.3,11.3,115.3
Jimmy Butler,Small,2023-11-08,MIA,MEM,15.0,2.0,5.0,13.0,0.385,2.0,4.0,0.5,3.0,3.0,1.0,1.0,0.524,19.3,0.462,113.0,108.0,11.2,-0.9,114.3
Jimmy Butler,Small,2023-11-12,MIA,SAS,19.0,4.0,5.0,14.0,0.357,1.0,3.0,0.333,8.0,9.0,0.889,2.0,0.529,24.7,0.393,113.0,121.0,14.5,-4.3,116.4
Jimmy Butler,Small,2023-11-14,MIA,CHO,32.0,5.0,10.0,14.0,0.714,1.0,1.0,1.0,11.0,14.0,0.786,3.0,0.794,31.9,0.75,146.0,118.0,29.5,12.0,119.8
Jimmy Butler,Small,2023-11-16,MIA,BRK,36.0,3.0,12.0,19.0,0.632,2.0,5.0,0.4,10.0,11.0,0.909,4.0,0.755,38.4,0.684,134.0,120.0,30.6,10.6,116.1
Jimmy Butler,Small,2023-11-18,MIA,CHI,25.0,2.0,8.0,16.0,0.5,2.0,6.0,0.333,7.0,7.0,1.0,2.0,0.655,29.6,0.563,118.0,115.0,17.5,4.4,116.3
Jimmy Butler,Small,2023-11-20,MIA,CHI,16.0,6.0,4.0,11.0,0.364,0.0,2.0,0.0,8.0,9.0,0.889,1.0,0.535,26.0,0.364,125.0,112.0,13.8,-1.3,116.3
Jimmy Butler,Small,2023-11-22,MIA,CLE,10.0,9.0,3.0,12.0,0.25,1.0,5.0,0.2,3.0,4.0,0.75,1.0,0.363,23.8,0.292,114.0,97.0,12.7,3.6,112.7
Jimmy Butler,Small,2023-11-24,MIA,NYK,23.0,3.0,7.0,14.0,0.5,3.0,5.0,0.6,6.0,6.0,1.0,2.0,0.691,22.7,0.607,127.0,107.0,17.3,6.1,113.4
Jimmy Butler,Small,2023-11-30,MIA,IND,36.0,3.0,9.0,19.0,0.474,0.0,1.0,0.0,18.0,20.0,0.9,3.0,0.647,32.5,0.474,136.0,124.0,29.1,2.0,118.0
Jimmy Butler,Small,2023-12-02,MIA,IND,33.0,5.0,12.0,23.0,0.522,0.0,1.0,0.0,9.0,9.0,1.0,1.0,0.612,33.0,0.522,132.0,147.0,26.1,0.0,118.0
Jimmy Butler,Small,2023-12-06,MIA,TOR,19.0,8.0,7.0,16.0,0.438,1.0,1.0,1.0,4.0,5.0,0.8,0.0,0.522,23.7,0.469,122.0,110.0,16.6,1.4,118.8
Jimmy Butler,Small,2023-12-08,MIA,CLE,16.0,2.0,5.0,15.0,0.333,0.0,2.0,0.0,6.0,7.0,0.857,2.0,0.442,23.9,0.333,94.0,116.0,9.8,-4.8,112.7
Jimmy Butler,Small,2023-12-11,MIA,CHO,23.0,8.0,7.0,12.0,0.583,1.0,1.0,1.0,8.0,9.0,0.889,3.0,0.721,25.1,0.625,141.0,122.0,21.7,4.2,119.8
Jimmy Butler,Small,2023-12-14,MIA,CHI,20.0,7.0,6.0,15.0,0.4,0.0,1.0,0.0,8.0,10.0,0.8,1.0,0.515,25.9,0.4,123.0,131.0,17.6,-1.1,116.3
Jimmy Butler,Small,2023-12-16,MIA,CHI,28.0,2.0,9.0,18.0,0.5,0.0,2.0,0.0,10.0,11.0,0.909,2.0,0.613,32.8,0.5,122.0,126.0,20.4,-0.7,116.3
Jimmy Butler,Small,2023-12-18,MIA,MIN,15.0,5.0,5.0,12.0,0.417,1.0,3.0,0.333,4.0,6.0,0.667,1.0,0.512,19.9,0.458,116.0,125.0,12.2,-2.2,109.0
Jimmy Butler,Small,2024-01-21,MIA,ORL,15.0,2.0,5.0,10.0,0.5,3.0,5.0,0.6,2.0,2.0,1.0,0.0,0.689,17.6,0.65,144.0,123.0,12.2,4.8,111.3
Jimmy Butler,Small,2024-01-24,MIA,MEM,15.0,3.0,4.0,10.0,0.4,1.0,2.0,0.5,6.0,8.0,0.75,4.0,0.555,21.9,0.45,100.0,112.0,10.9,-2.8,114.3
Jimmy Butler,Small,2024-01-25,MIA,BOS,17.0,4.0,7.0,11.0,0.636,2.0,3.0,0.667,1.0,1.0,1.0,1.0,0.743,19.7,0.727,144.0,152.0,16.8,5.9,111.6
Jimmy Butler,Small,2024-01-27,MIA,NYK,28.0,4.0,11.0,20.0,0.55,1.0,3.0,0.333,5.0,6.0,0.833,0.0,0.618,29.3,0.575,138.0,130.0,27.0,10.2,113.4
Jimmy Butler,Small,2024-01-29,MIA,PHO,26.0,4.0,7.0,12.0,0.583,2.0,2.0,1.0,10.0,10.0,1.0,0.0,0.793,19.9,0.667,177.0,126.0,28.2,13.3,114.6
Jimmy Butler,Small,2024-01-31,MIA,SAC,31.0,6.0,10.0,14.0,0.714,2.0,3.0,0.667,9.0,12.0,0.75,1.0,0.804,27.6,0.786,157.0,110.0,29.9,13.8,115.2
Jimmy Butler,Small,2024-02-02,MIA,WAS,24.0,3.0,7.0,10.0,0.7,1.0,1.0,1.0,9.0,13.0,0.692,2.0,0.763,20.8,0.75,145.0,103.0,23.6,10.2,119.6
Jimmy Butler,Small,2024-02-04,MIA,LAC,21.0,3.0,8.0,19.0,0.421,2.0,5.0,0.4,3.0,3.0,1.0,1.0,0.517,26.8,0.474,111.0,114.0,16.0,5.4,115.4
Jimmy Butler,Small,2024-02-06,MIA,ORL,23.0,8.0,6.0,9.0,0.667,2.0,4.0,0.5,9.0,12.0,0.75,5.0,0.805,24.9,0.778,129.0,92.0,23.9,11.8,111.3
Jimmy Butler,Small,2024-02-07,MIA,SAS,17.0,11.0,5.0,12.0,0.417,1.0,3.0,0.333,6.0,6.0,1.0,0.0,0.581,19.4,0.458,143.0,93.0,25.7,15.5,116.4
