Player,Position,Date,TM,OPP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
Jalen Brunson,Point,2023-10-25,NYK,BOS,15.0,6.0,6.0,21.0,0.286,3.0,8.0,0.375,0.0,1.0,0.0,2.0,0.35,29.4,0.357,85.0,110.0,7.6,0.3,111.6
Jalen Brunson,Point,2023-10-27,NYK,ATL,31.0,5.0,11.0,21.0,0.524,8.0,12.0,0.667,1.0,2.0,0.5,2.0,0.708,29.6,0.714,130.0,123.0,22.3,8.1,119.4
Jalen Brunson,Point,2023-10-28,NYK,NOP,14.0,5.0,4.0,14.0,0.286,1.0,5.0,0.2,5.0,6.0,0.833,1.0,0.421,23.9,0.321,101.0,101.0,8.7,0.4,112.9
Jalen Brunson,Point,2023-10-31,NYK,CLE,19.0,2.0,7.0,16.0,0.438,1.0,3.0,0.333,4.0,5.0,0.8,5.0,0.522,29.8,0.469,88.0,94.0,9.7,-2.9,112.7
Jalen Brunson,Point,2023-11-01,NYK,CLE,24.0,4.0,8.0,23.0,0.348,0.0,2.0,0.0,8.0,9.0,0.889,1.0,0.445,29.4,0.348,102.0,107.0,12.5,1.2,112.7
Jalen Brunson,Point,2023-11-03,NYK,MIL,45.0,4.0,17.0,30.0,0.567,2.0,8.0,0.25,9.0,11.0,0.818,4.0,0.646,38.3,0.6,126.0,115.0,30.9,13.2,115.8
Jalen Brunson,Point,2023-11-06,NYK,LAC,7.0,6.0,2.0,12.0,0.167,1.0,3.0,0.333,2.0,2.0,1.0,4.0,0.272,20.0,0.208,78.0,103.0,3.9,-7.5,115.4
Jalen Brunson,Point,2023-11-08,NYK,SAS,25.0,6.0,8.0,19.0,0.421,5.0,8.0,0.625,4.0,4.0,1.0,0.0,0.602,27.0,0.553,139.0,115.0,18.9,5.6,116.4
Jalen Brunson,Point,2023-11-12,NYK,CHO,20.0,1.0,7.0,12.0,0.583,2.0,4.0,0.5,4.0,4.0,1.0,1.0,0.727,24.4,0.667,145.0,119.0,14.6,1.9,119.8
Jalen Brunson,Point,2023-11-13,NYK,BOS,26.0,4.0,10.0,21.0,0.476,3.0,7.0,0.429,3.0,5.0,0.6,2.0,0.56,32.0,0.548,115.0,136.0,17.2,3.3,111.6
Jalen Brunson,Point,2023-11-15,NYK,ATL,24.0,8.0,8.0,19.0,0.421,6.0,10.0,0.6,2.0,2.0,1.0,3.0,0.604,23.3,0.579,127.0,128.0,15.7,0.9,119.4
Jalen Brunson,Point,2023-11-17,NYK,WAS,32.0,7.0,10.0,23.0,0.435,6.0,10.0,0.6,6.0,6.0,1.0,0.0,0.624,33.1,0.565,155.0,112.0,27.3,13.7,119.6
