Player,Position,Date,TM,OPP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
Pascal Siakam,Power,2023-10-25,TOR,MIN,15.0,6.0,5.0,17.0,0.294,3.0,5.0,0.6,2.0,2.0,1.0,2.0,0.419,25.2,0.382,87.0,94.0,9.6,-1.3,109.0
Pascal Siakam,Power,2023-10-27,TOR,CHI,18.0,2.0,7.0,15.0,0.467,1.0,5.0,0.2,3.0,5.0,0.6,3.0,0.523,22.4,0.5,93.0,98.0,9.1,-4.1,116.3
Pascal Siakam,Power,2023-10-28,TOR,PHI,11.0,4.0,3.0,8.0,0.375,2.0,5.0,0.4,3.0,4.0,0.75,2.0,0.564,14.4,0.5,113.0,124.0,8.6,-4.5,113.8
Pascal Siakam,Power,2023-10-30,TOR,POR,20.0,3.0,9.0,21.0,0.429,0.0,6.0,0.0,2.0,3.0,0.667,0.0,0.448,27.4,0.429,103.0,109.0,13.4,1.4,117.5
Pascal Siakam,Power,2023-11-01,TOR,MIL,26.0,7.0,9.0,13.0,0.692,5.0,8.0,0.625,3.0,3.0,1.0,3.0,0.908,22.3,0.885,157.0,120.0,23.0,11.0,115.8
Pascal Siakam,Power,2023-11-05,TOR,SAS,8.0,5.0,2.0,12.0,0.167,1.0,4.0,0.25,3.0,3.0,1.0,3.0,0.3,19.7,0.208,73.0,111.0,2.5,-13.7,116.4
Pascal Siakam,Power,2023-11-08,TOR,DAL,31.0,5.0,15.0,25.0,0.6,0.0,5.0,0.0,1.0,4.0,0.25,3.0,0.579,31.5,0.6,118.0,116.0,23.2,2.2,115.4
Pascal Siakam,Power,2023-11-11,TOR,BOS,17.0,3.0,6.0,17.0,0.353,0.0,4.0,0.0,5.0,6.0,0.833,3.0,0.433,36.4,0.353,84.0,113.0,12.1,0.1,111.6
Pascal Siakam,Power,2023-11-13,TOR,WAS,39.0,7.0,15.0,23.0,0.652,0.0,3.0,0.0,9.0,14.0,0.643,6.0,0.669,38.4,0.652,119.0,101.0,32.5,10.9,119.6
Pascal Siakam,Power,2023-11-15,TOR,MIL,11.0,5.0,4.0,9.0,0.444,0.0,2.0,0.0,3.0,5.0,0.6,4.0,0.491,20.6,0.444,93.0,138.0,8.2,-8.2,115.8
Pascal Siakam,Power,2023-11-17,TOR,BOS,23.0,5.0,11.0,16.0,0.688,0.0,1.0,0.0,1.0,1.0,1.0,3.0,0.7,30.2,0.688,119.0,113.0,16.9,4.7,111.6
Pascal Siakam,Power,2023-11-19,TOR,DET,23.0,6.0,10.0,18.0,0.556,1.0,2.0,0.5,2.0,3.0,0.667,0.0,0.595,26.6,0.583,138.0,108.0,22.1,4.8,118.8
Pascal Siakam,Power,2023-11-21,TOR,ORL,16.0,8.0,5.0,10.0,0.5,0.0,2.0,0.0,6.0,8.0,0.75,2.0,0.592,22.9,0.5,126.0,126.0,15.0,1.4,111.3
Pascal Siakam,Power,2023-11-22,TOR,IND,36.0,5.0,13.0,24.0,0.542,1.0,3.0,0.333,9.0,11.0,0.818,2.0,0.624,32.8,0.563,136.0,126.0,29.2,4.2,118.0
Pascal Siakam,Power,2023-11-24,TOR,CHI,18.0,8.0,6.0,12.0,0.5,1.0,6.0,0.167,5.0,6.0,0.833,3.0,0.615,20.7,0.542,123.0,121.0,15.3,-0.8,116.3
Pascal Siakam,Power,2023-11-26,TOR,CLE,18.0,6.0,7.0,17.0,0.412,0.0,4.0,0.0,4.0,6.0,0.667,4.0,0.458,26.5,0.412,98.0,110.0,14.0,0.7,112.7
Pascal Siakam,Power,2023-11-28,TOR,BRK,17.0,2.0,6.0,18.0,0.333,0.0,4.0,0.0,5.0,7.0,0.714,2.0,0.403,27.2,0.333,85.0,115.0,9.4,-8.5,116.1
Pascal Siakam,Power,2023-11-29,TOR,PHO,22.0,3.0,9.0,21.0,0.429,1.0,5.0,0.2,3.0,3.0,1.0,3.0,0.493,30.3,0.452,102.0,111.0,13.3,-3.6,114.6
Pascal Siakam,Power,2023-12-01,TOR,NYK,21.0,3.0,7.0,16.0,0.438,0.0,4.0,0.0,7.0,8.0,0.875,3.0,0.538,26.8,0.438,111.0,129.0,13.7,-3.6,113.4
Pascal Siakam,Power,2023-12-06,TOR,MIA,30.0,6.0,9.0,13.0,0.692,1.0,1.0,1.0,11.0,11.0,1.0,2.0,0.841,24.8,0.731,160.0,121.0,28.6,12.9,112.2
Pascal Siakam,Power,2023-12-08,TOR,CHO,25.0,4.0,11.0,15.0,0.733,0.0,1.0,0.0,3.0,4.0,0.75,1.0,0.746,21.9,0.733,150.0,125.0,22.4,7.4,119.8
Pascal Siakam,Power,2023-12-11,TOR,NYK,20.0,4.0,8.0,15.0,0.533,1.0,2.0,0.5,3.0,7.0,0.429,1.0,0.553,21.0,0.567,124.0,135.0,16.9,-0.1,113.4
