PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
15.0,6.0,6.0,21.0,0.286,3.0,8.0,0.375,0.0,1.0,0.0,2.0,0.35,29.4,0.357,85.0,110.0,7.6,0.3,111.6
31.0,5.0,11.0,21.0,0.524,8.0,12.0,0.667,1.0,2.0,0.5,2.0,0.708,29.6,0.714,130.0,123.0,22.3,8.1,119.4
14.0,5.0,4.0,14.0,0.286,1.0,5.0,0.2,5.0,6.0,0.833,1.0,0.421,23.9,0.321,101.0,101.0,8.7,0.4,112.9
19.0,2.0,7.0,16.0,0.438,1.0,3.0,0.333,4.0,5.0,0.8,5.0,0.522,29.8,0.469,88.0,94.0,9.7,-2.9,112.7
24.0,4.0,8.0,23.0,0.348,0.0,2.0,0.0,8.0,9.0,0.889,1.0,0.445,29.4,0.348,102.0,107.0,12.5,1.2,112.7
45.0,4.0,17.0,30.0,0.567,2.0,8.0,0.25,9.0,11.0,0.818,4.0,0.646,38.3,0.6,126.0,115.0,30.9,13.2,115.8
7.0,6.0,2.0,12.0,0.167,1.0,3.0,0.333,2.0,2.0,1.0,4.0,0.272,20.0,0.208,78.0,103.0,3.9,-7.5,115.4
25.0,6.0,8.0,19.0,0.421,5.0,8.0,0.625,4.0,4.0,1.0,0.0,0.602,27.0,0.553,139.0,115.0,18.9,5.6,116.4
20.0,1.0,7.0,12.0,0.583,2.0,4.0,0.5,4.0,4.0,1.0,1.0,0.727,24.4,0.667,145.0,119.0,14.6,1.9,119.8
26.0,4.0,10.0,21.0,0.476,3.0,7.0,0.429,3.0,5.0,0.6,2.0,0.56,32.0,0.548,115.0,136.0,17.2,3.3,111.6
24.0,8.0,8.0,19.0,0.421,6.0,10.0,0.6,2.0,2.0,1.0,3.0,0.604,23.3,0.579,127.0,128.0,15.7,0.9,119.4
32.0,7.0,10.0,23.0,0.435,6.0,10.0,0.6,6.0,6.0,1.0,0.0,0.624,33.1,0.565,155.0,112.0,27.3,13.7,119.6
32.0,7.0,12.0,21.0,0.571,4.0,8.0,0.5,4.0,4.0,1.0,2.0,0.703,27.5,0.667,142.0,118.0,25.4,6.1,119.8
25.0,6.0,7.0,15.0,0.467,3.0,6.0,0.5,8.0,8.0,1.0,1.0,0.675,22.2,0.567,147.0,125.0,20.9,9.4,109.0
24.0,3.0,10.0,16.0,0.625,1.0,4.0,0.25,3.0,5.0,0.6,2.0,0.659,26.5,0.656,120.0,108.0,16.6,3.8,112.2
35.0,8.0,15.0,25.0,0.6,5.0,10.0,0.5,0.0,2.0,0.0,2.0,0.676,33.0,0.7,138.0,122.0,29.8,16.9,114.6
12.0,7.0,5.0,9.0,0.556,2.0,5.0,0.4,0.0,1.0,0.0,2.0,0.636,14.5,0.667,132.0,96.0,13.3,4.8,119.8
42.0,8.0,13.0,24.0,0.542,7.0,12.0,0.583,9.0,10.0,0.9,1.0,0.739,31.7,0.688,157.0,116.0,37.0,17.1,118.8
22.0,8.0,9.0,21.0,0.429,3.0,8.0,0.375,1.0,1.0,1.0,2.0,0.513,28.2,0.5,114.0,111.0,16.2,-0.7,118.8
24.0,6.0,10.0,22.0,0.455,0.0,5.0,0.0,4.0,7.0,0.571,3.0,0.478,33.5,0.455,101.0,149.0,14.1,-8.0,115.8
23.0,4.0,8.0,17.0,0.471,0.0,5.0,0.0,7.0,9.0,0.778,1.0,0.549,27.8,0.471,123.0,139.0,15.4,-2.8,111.6
21.0,9.0,7.0,12.0,0.583,3.0,5.0,0.6,4.0,6.0,0.667,7.0,0.717,24.9,0.708,113.0,136.0,13.5,-6.3,118.8
23.0,8.0,6.0,19.0,0.316,0.0,6.0,0.0,11.0,16.0,0.688,3.0,0.442,30.8,0.316,101.0,116.0,16.0,-1.9,120.4
50.0,9.0,17.0,23.0,0.739,9.0,9.0,1.0,7.0,9.0,0.778,2.0,0.927,37.5,0.935,179.0,116.0,51.4,34.2,114.6
22.0,6.0,7.0,17.0,0.412,2.0,5.0,0.4,6.0,6.0,1.0,2.0,0.56,26.5,0.471,123.0,147.0,17.2,-0.9,115.4
29.0,3.0,10.0,21.0,0.476,3.0,6.0,0.5,6.0,6.0,1.0,4.0,0.613,31.9,0.548,113.0,109.0,19.7,4.8,115.3
16.0,8.0,6.0,15.0,0.4,1.0,3.0,0.333,3.0,4.0,0.75,3.0,0.477,25.1,0.433,105.0,104.0,13.6,-0.8,116.1
36.0,7.0,15.0,26.0,0.577,3.0,5.0,0.6,3.0,3.0,1.0,3.0,0.659,34.5,0.635,126.0,131.0,26.5,10.8,115.8
38.0,6.0,15.0,28.0,0.536,1.0,3.0,0.333,7.0,9.0,0.778,0.0,0.594,36.1,0.554,131.0,125.0,30.4,7.7,115.8
24.0,7.0,9.0,19.0,0.474,1.0,5.0,0.2,5.0,5.0,1.0,5.0,0.566,30.2,0.5,111.0,124.0,17.3,1.5,112.1
20.0,8.0,4.0,15.0,0.267,0.0,4.0,0.0,12.0,12.0,1.0,3.0,0.493,28.3,0.267,103.0,112.0,15.7,0.1,111.3
28.0,6.0,9.0,22.0,0.409,4.0,8.0,0.5,6.0,9.0,0.667,4.0,0.539,29.4,0.5,112.0,145.0,15.0,-6.0,118.0
16.0,14.0,5.0,23.0,0.217,1.0,9.0,0.111,5.0,5.0,1.0,2.0,0.317,28.1,0.239,99.0,114.0,10.3,-3.7,109.0
31.0,13.0,13.0,22.0,0.591,4.0,9.0,0.444,1.0,1.0,1.0,4.0,0.691,30.4,0.682,136.0,114.0,25.6,8.6,116.3
29.0,2.0,11.0,20.0,0.55,4.0,9.0,0.444,3.0,3.0,1.0,0.0,0.68,28.5,0.65,140.0,96.0,23.0,11.3,113.8
33.0,8.0,10.0,18.0,0.556,4.0,8.0,0.5,9.0,9.0,1.0,2.0,0.751,29.5,0.667,150.0,111.0,28.1,10.9,119.6
12.0,7.0,3.0,11.0,0.273,1.0,7.0,0.143,5.0,6.0,0.833,0.0,0.44,22.3,0.318,130.0,98.0,11.3,1.1,117.5
30.0,8.0,10.0,22.0,0.455,2.0,6.0,0.333,8.0,9.0,0.889,4.0,0.578,32.0,0.5,119.0,134.0,20.2,-1.5,115.4
30.0,7.0,11.0,21.0,0.524,4.0,9.0,0.444,4.0,7.0,0.571,2.0,0.623,31.2,0.619,126.0,106.0,21.5,8.3,113.4
41.0,8.0,14.0,27.0,0.519,2.0,4.0,0.5,11.0,13.0,0.846,6.0,0.627,40.2,0.556,115.0,103.0,31.2,9.4,119.6
38.0,9.0,13.0,23.0,0.565,5.0,11.0,0.455,7.0,7.0,1.0,3.0,0.729,33.7,0.674,155.0,103.0,32.1,15.4,118.8
30.0,4.0,11.0,22.0,0.5,2.0,7.0,0.286,6.0,7.0,0.857,2.0,0.598,33.8,0.545,123.0,120.0,19.5,1.0,116.1
21.0,4.0,7.0,10.0,0.7,1.0,2.0,0.5,6.0,6.0,1.0,2.0,0.831,26.0,0.75,153.0,103.0,17.9,7.0,113.0
32.0,8.0,12.0,22.0,0.545,4.0,8.0,0.5,4.0,5.0,0.8,0.0,0.661,28.8,0.636,151.0,117.0,29.0,12.0,112.2
32.0,7.0,13.0,24.0,0.542,2.0,6.0,0.333,4.0,5.0,0.8,2.0,0.611,39.5,0.583,122.0,102.0,24.7,7.2,119.8
29.0,9.0,10.0,23.0,0.435,2.0,6.0,0.333,7.0,8.0,0.875,0.0,0.547,31.3,0.478,136.0,122.0,23.6,4.5,120.4
40.0,1.0,15.0,30.0,0.5,1.0,6.0,0.167,9.0,11.0,0.818,2.0,0.574,38.7,0.517,126.0,113.0,23.6,8.0,118.0
36.0,10.0,15.0,31.0,0.484,1.0,6.0,0.167,5.0,6.0,0.833,3.0,0.535,34.6,0.5,119.0,126.0,26.1,8.3,115.3
27.0,8.0,11.0,21.0,0.524,1.0,4.0,0.25,4.0,5.0,0.8,2.0,0.582,36.9,0.548,123.0,116.0,23.4,4.5,114.3
39.0,4.0,14.0,25.0,0.56,1.0,5.0,0.2,10.0,10.0,1.0,2.0,0.663,39.0,0.58,130.0,130.0,29.0,6.2,118.0
27.0,7.0,10.0,25.0,0.4,2.0,6.0,0.333,5.0,8.0,0.625,5.0,0.473,36.6,0.44,103.0,119.0,11.8,-4.0,113.4
33.0,6.0,11.0,21.0,0.524,5.0,8.0,0.625,6.0,7.0,0.857,3.0,0.685,35.5,0.643,140.0,139.0,26.2,16.5,111.3
21.0,12.0,5.0,18.0,0.278,0.0,4.0,0.0,11.0,11.0,1.0,7.0,0.46,34.3,0.278,99.0,102.0,14.3,-5.2,113.8
34.0,9.0,12.0,25.0,0.48,4.0,9.0,0.444,6.0,6.0,1.0,4.0,0.615,39.6,0.56,130.0,141.0,25.9,12.6,111.6
35.0,12.0,11.0,26.0,0.423,3.0,11.0,0.273,10.0,11.0,0.909,4.0,0.567,36.6,0.481,122.0,118.0,26.3,5.6,118.8
27.0,5.0,11.0,25.0,0.44,4.0,7.0,0.571,1.0,1.0,1.0,4.0,0.531,32.3,0.52,101.0,118.0,13.7,0.0,115.2
19.0,8.0,6.0,22.0,0.273,1.0,9.0,0.111,6.0,8.0,0.75,2.0,0.372,38.4,0.295,94.0,105.0,10.1,4.2,113.8
20.0,9.0,7.0,12.0,0.583,4.0,8.0,0.5,2.0,3.0,0.667,1.0,0.751,26.0,0.75,155.0,91.0,21.5,20.6,113.8
45.0,4.0,14.0,30.0,0.467,2.0,10.0,0.2,15.0,17.0,0.882,5.0,0.6,48.7,0.5,119.0,108.0,29.0,11.8,117.5
42.0,2.0,17.0,28.0,0.607,5.0,10.0,0.5,3.0,4.0,0.75,6.0,0.706,44.3,0.696,114.0,92.0,30.1,20.2,115.2
