PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
18.0,3.0,7.0,22.0,0.318,1.0,2.0,0.5,3.0,5.0,0.6,2.0,0.372,28.1,0.341,89.0,102.0,9.1,-4.7,115.2
39.0,2.0,14.0,28.0,0.5,1.0,5.0,0.2,10.0,13.0,0.769,8.0,0.578,45.8,0.518,96.0,96.0,21.4,3.2,115.3
26.0,7.0,8.0,11.0,0.727,1.0,4.0,0.25,9.0,9.0,1.0,2.0,0.869,25.5,0.773,162.0,107.0,26.9,15.5,120.4
26.0,7.0,12.0,19.0,0.632,1.0,3.0,0.333,1.0,2.0,0.5,5.0,0.654,29.5,0.658,111.0,115.0,19.6,0.3,116.4
28.0,1.0,10.0,15.0,0.667,3.0,5.0,0.6,5.0,9.0,0.556,3.0,0.738,27.3,0.767,120.0,132.0,19.6,-0.9,116.4
31.0,3.0,9.0,20.0,0.45,1.0,4.0,0.25,12.0,14.0,0.857,5.0,0.593,36.4,0.475,108.0,116.0,21.7,3.3,113.8
41.0,5.0,14.0,27.0,0.519,1.0,3.0,0.333,12.0,12.0,1.0,3.0,0.635,41.9,0.537,133.0,109.0,31.4,9.2,118.8
25.0,9.0,7.0,16.0,0.438,2.0,5.0,0.4,9.0,9.0,1.0,6.0,0.626,26.6,0.5,116.0,107.0,21.3,3.4,116.3
38.0,5.0,13.0,27.0,0.481,4.0,6.0,0.667,8.0,10.0,0.8,4.0,0.605,37.0,0.556,121.0,126.0,24.5,4.1,115.3
28.0,4.0,7.0,18.0,0.389,3.0,5.0,0.6,11.0,11.0,1.0,3.0,0.613,30.1,0.472,127.0,115.0,22.7,12.0,112.1
31.0,6.0,11.0,15.0,0.733,2.0,2.0,1.0,7.0,7.0,1.0,2.0,0.857,27.1,0.8,161.0,124.0,28.4,10.5,109.0
38.0,9.0,15.0,22.0,0.682,6.0,8.0,0.75,2.0,2.0,1.0,1.0,0.83,32.6,0.818,158.0,133.0,36.2,19.5,120.4
39.0,10.0,14.0,27.0,0.519,4.0,9.0,0.444,7.0,7.0,1.0,7.0,0.648,35.6,0.593,116.0,116.0,30.7,5.7,120.4
31.0,9.0,13.0,21.0,0.619,2.0,2.0,1.0,3.0,3.0,1.0,3.0,0.694,32.2,0.667,140.0,125.0,25.1,6.3,117.5
32.0,2.0,7.0,14.0,0.5,3.0,4.0,0.75,15.0,15.0,1.0,6.0,0.777,32.8,0.607,123.0,112.0,23.4,4.9,115.2
30.0,6.0,11.0,30.0,0.367,2.0,8.0,0.25,6.0,6.0,1.0,1.0,0.46,40.2,0.4,103.0,118.0,18.4,4.0,118.8
30.0,11.0,8.0,25.0,0.32,1.0,3.0,0.333,13.0,13.0,1.0,1.0,0.488,39.2,0.34,118.0,118.0,25.9,9.2,113.0
27.0,5.0,10.0,14.0,0.714,2.0,3.0,0.667,5.0,7.0,0.714,2.0,0.79,23.6,0.786,144.0,111.0,23.8,12.4,114.3
31.0,4.0,12.0,17.0,0.706,4.0,7.0,0.571,3.0,4.0,0.75,5.0,0.826,28.3,0.824,124.0,114.0,22.1,6.4,115.3
27.0,4.0,9.0,18.0,0.5,1.0,5.0,0.2,8.0,10.0,0.8,2.0,0.603,28.6,0.528,126.0,123.0,21.4,3.9,116.1
29.0,6.0,10.0,21.0,0.476,4.0,9.0,0.444,5.0,7.0,0.714,0.0,0.602,29.4,0.571,134.0,149.0,22.2,4.6,113.4
28.0,5.0,11.0,24.0,0.458,0.0,2.0,0.0,6.0,9.0,0.667,2.0,0.501,34.3,0.458,108.0,109.0,19.9,2.7,119.6
40.0,5.0,16.0,28.0,0.571,1.0,3.0,0.333,7.0,8.0,0.875,5.0,0.635,39.2,0.589,116.0,113.0,27.7,9.7,117.5
28.0,2.0,9.0,14.0,0.643,2.0,3.0,0.667,8.0,9.0,0.889,7.0,0.78,30.5,0.714,112.0,124.0,18.9,4.0,115.2
16.0,7.0,4.0,11.0,0.364,1.0,3.0,0.333,7.0,7.0,1.0,6.0,0.568,19.5,0.409,100.0,131.0,11.5,-4.6,115.4
27.0,16.0,9.0,16.0,0.563,3.0,7.0,0.429,6.0,8.0,0.75,3.0,0.692,23.4,0.656,147.0,107.0,31.7,15.5,113.4
21.0,11.0,8.0,11.0,0.727,3.0,3.0,1.0,2.0,2.0,1.0,1.0,0.884,16.2,0.864,184.0,129.0,27.1,13.4,119.8
31.0,5.0,12.0,21.0,0.571,2.0,5.0,0.4,5.0,5.0,1.0,0.0,0.668,28.2,0.619,140.0,107.0,29.4,14.0,111.3
