PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
27.0,8.0,9.0,22.0,0.409,2.0,8.0,0.25,7.0,10.0,0.7,5.0,0.511,36.4,0.455,98.0,118.0,14.8,-5.3,116.9
12.0,5.0,5.0,19.0,0.263,0.0,5.0,0.0,2.0,4.0,0.5,3.0,0.289,26.3,0.263,70.0,105.0,6.3,-3.8,110.5
17.0,6.0,8.0,16.0,0.5,1.0,6.0,0.167,0.0,1.0,0.0,7.0,0.517,29.9,0.531,87.0,126.0,6.9,-8.9,106.9
18.0,10.0,7.0,20.0,0.35,1.0,5.0,0.2,3.0,7.0,0.429,2.0,0.39,29.1,0.375,93.0,113.0,11.0,-3.5,107.3
23.0,5.0,9.0,21.0,0.429,1.0,7.0,0.143,4.0,4.0,1.0,4.0,0.505,33.3,0.452,94.0,109.0,12.7,-6.5,113.0
14.0,4.0,5.0,16.0,0.313,1.0,4.0,0.25,3.0,5.0,0.6,3.0,0.385,22.1,0.344,84.0,114.0,6.6,-7.0,109.4
13.0,9.0,4.0,15.0,0.267,0.0,4.0,0.0,5.0,7.0,0.714,3.0,0.36,24.9,0.267,85.0,111.0,8.9,-4.6,110.5
19.0,5.0,8.0,14.0,0.571,2.0,3.0,0.667,1.0,2.0,0.5,1.0,0.638,20.6,0.643,123.0,109.0,15.3,-1.0,113.0
21.0,9.0,7.0,15.0,0.467,0.0,3.0,0.0,7.0,7.0,1.0,2.0,0.581,28.5,0.467,144.0,109.0,18.7,2.3,113.7
17.0,2.0,7.0,19.0,0.368,1.0,3.0,0.333,2.0,2.0,1.0,3.0,0.428,29.9,0.395,76.0,100.0,7.6,-6.2,116.1
24.0,5.0,8.0,19.0,0.421,1.0,1.0,1.0,7.0,11.0,0.636,5.0,0.503,33.4,0.447,93.0,93.0,15.9,4.6,107.3
37.0,6.0,14.0,24.0,0.583,2.0,5.0,0.4,7.0,8.0,0.875,4.0,0.672,38.5,0.625,127.0,133.0,28.1,9.7,112.3
16.0,5.0,5.0,14.0,0.357,2.0,7.0,0.286,4.0,5.0,0.8,2.0,0.494,21.3,0.429,104.0,116.0,8.8,-4.2,112.8
19.0,9.0,8.0,19.0,0.421,1.0,4.0,0.25,2.0,3.0,0.667,0.0,0.468,25.5,0.447,123.0,102.0,18.4,2.0,113.8
28.0,5.0,10.0,20.0,0.5,2.0,5.0,0.4,6.0,8.0,0.75,3.0,0.595,29.1,0.55,126.0,122.0,16.8,5.4,111.7
17.0,3.0,8.0,13.0,0.615,0.0,1.0,0.0,1.0,3.0,0.333,2.0,0.594,27.0,0.615,107.0,115.0,12.3,5.0,110.5
13.0,3.0,5.0,17.0,0.294,1.0,3.0,0.333,2.0,3.0,0.667,1.0,0.355,26.1,0.324,77.0,137.0,4.8,-10.5,110.5
23.0,2.0,7.0,15.0,0.467,1.0,4.0,0.25,8.0,10.0,0.8,3.0,0.593,28.0,0.5,111.0,115.0,13.6,-0.3,110.8
21.0,6.0,8.0,13.0,0.615,1.0,3.0,0.333,4.0,4.0,1.0,5.0,0.711,30.0,0.654,118.0,122.0,14.7,1.0,116.9
34.0,8.0,15.0,32.0,0.469,2.0,7.0,0.286,2.0,2.0,1.0,4.0,0.517,30.2,0.5,105.0,115.0,20.4,-1.7,113.3
12.0,2.0,4.0,12.0,0.333,2.0,5.0,0.4,2.0,3.0,0.667,0.0,0.45,24.8,0.417,97.0,119.0,8.4,2.7,109.0
17.0,5.0,4.0,9.0,0.444,1.0,2.0,0.5,8.0,9.0,0.889,7.0,0.656,24.7,0.5,92.0,117.0,10.3,-5.7,113.3
24.0,5.0,7.0,14.0,0.5,2.0,4.0,0.5,8.0,9.0,0.889,1.0,0.668,23.4,0.571,138.0,113.0,22.9,6.9,110.1
17.0,5.0,8.0,22.0,0.364,0.0,4.0,0.0,1.0,4.0,0.25,1.0,0.358,29.0,0.364,83.0,95.0,9.7,-4.6,110.1
33.0,1.0,12.0,18.0,0.667,2.0,2.0,1.0,7.0,8.0,0.875,1.0,0.767,28.0,0.722,154.0,132.0,25.5,4.6,112.5
31.0,5.0,11.0,17.0,0.647,1.0,4.0,0.25,8.0,10.0,0.8,2.0,0.724,26.7,0.676,150.0,121.0,28.0,12.1,113.7
13.0,1.0,6.0,14.0,0.429,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.45,24.6,0.429,89.0,110.0,7.3,-4.3,109.7
29.0,3.0,11.0,20.0,0.55,1.0,5.0,0.2,6.0,7.0,0.857,2.0,0.628,31.1,0.575,127.0,123.0,21.3,9.0,110.5
28.0,4.0,10.0,16.0,0.625,0.0,1.0,0.0,8.0,13.0,0.615,2.0,0.645,34.4,0.625,125.0,112.0,19.6,-0.1,114.5
