PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
34.0,12.0,9.0,15.0,0.6,2.0,6.0,0.333,14.0,15.0,0.933,2.0,0.787,25.9,0.667,165.0,130.0,33.3,12.9,116.1
28.0,9.0,11.0,26.0,0.423,1.0,5.0,0.2,5.0,6.0,0.833,3.0,0.489,37.6,0.442,108.0,150.0,16.5,-6.9,113.4
27.0,8.0,10.0,24.0,0.417,3.0,11.0,0.273,4.0,5.0,0.8,5.0,0.515,30.1,0.479,98.0,109.0,15.7,-1.9,119.6
26.0,7.0,11.0,25.0,0.44,1.0,5.0,0.2,3.0,4.0,0.75,1.0,0.486,30.3,0.46,111.0,120.0,16.1,-0.2,117.5
24.0,7.0,9.0,20.0,0.45,0.0,3.0,0.0,6.0,9.0,0.667,0.0,0.501,27.3,0.45,125.0,130.0,18.9,3.5,115.2
20.0,10.0,6.0,14.0,0.429,1.0,4.0,0.25,7.0,10.0,0.7,3.0,0.543,21.9,0.464,119.0,129.0,16.0,-0.2,115.4
20.0,7.0,9.0,19.0,0.474,1.0,6.0,0.167,1.0,1.0,1.0,4.0,0.514,28.0,0.5,105.0,112.0,14.0,-4.1,113.4
35.0,7.0,10.0,18.0,0.556,5.0,7.0,0.714,10.0,10.0,1.0,2.0,0.781,32.4,0.694,157.0,136.0,29.6,3.4,119.8
21.0,5.0,7.0,17.0,0.412,3.0,8.0,0.375,4.0,5.0,0.8,1.0,0.547,25.8,0.5,113.0,108.0,17.0,3.3,111.3
10.0,6.0,4.0,16.0,0.25,1.0,4.0,0.25,1.0,2.0,0.5,2.0,0.296,26.5,0.281,83.0,92.0,6.0,-7.6,117.5
35.0,6.0,11.0,15.0,0.733,5.0,8.0,0.625,8.0,9.0,0.889,6.0,0.923,30.3,0.9,142.0,150.0,25.7,6.7,115.4
24.0,8.0,9.0,17.0,0.529,2.0,6.0,0.333,4.0,5.0,0.8,2.0,0.625,22.1,0.588,127.0,117.0,20.0,6.6,114.3
20.0,5.0,8.0,14.0,0.571,2.0,6.0,0.333,2.0,2.0,1.0,6.0,0.672,28.4,0.643,100.0,151.0,9.3,-7.5,115.4
31.0,5.0,11.0,22.0,0.5,2.0,6.0,0.333,7.0,7.0,1.0,3.0,0.618,34.9,0.545,124.0,106.0,24.2,7.0,115.3
34.0,7.0,14.0,22.0,0.636,1.0,6.0,0.167,5.0,5.0,1.0,0.0,0.702,29.8,0.659,155.0,127.0,30.1,3.3,117.5
16.0,11.0,5.0,14.0,0.357,1.0,3.0,0.333,5.0,6.0,0.833,2.0,0.481,21.3,0.393,119.0,120.0,13.1,-4.7,115.2
52.0,5.0,18.0,30.0,0.6,6.0,11.0,0.545,10.0,10.0,1.0,1.0,0.756,41.6,0.7,148.0,113.0,42.3,19.6,112.9
26.0,8.0,9.0,24.0,0.375,1.0,7.0,0.143,7.0,9.0,0.778,2.0,0.465,37.9,0.396,106.0,111.0,19.0,-1.3,118.0
16.0,5.0,6.0,11.0,0.545,2.0,6.0,0.333,2.0,3.0,0.667,2.0,0.649,17.0,0.636,117.0,123.0,13.2,-4.6,116.3
46.0,3.0,17.0,23.0,0.739,6.0,10.0,0.6,6.0,8.0,0.75,2.0,0.867,36.0,0.87,162.0,110.0,40.5,20.4,115.4
62.0,4.0,22.0,37.0,0.595,6.0,12.0,0.5,12.0,13.0,0.923,4.0,0.726,50.1,0.676,136.0,125.0,46.4,14.2,118.0
44.0,3.0,17.0,26.0,0.654,1.0,2.0,0.5,9.0,11.0,0.818,4.0,0.713,44.3,0.673,128.0,116.0,32.7,15.0,111.3
22.0,7.0,9.0,23.0,0.391,2.0,10.0,0.2,2.0,3.0,0.667,0.0,0.452,26.5,0.435,107.0,111.0,17.3,-1.0,112.2
24.0,4.0,8.0,16.0,0.5,3.0,8.0,0.375,5.0,6.0,0.833,2.0,0.644,23.6,0.594,127.0,133.0,18.4,-1.2,119.4
14.0,6.0,4.0,11.0,0.364,1.0,3.0,0.333,5.0,5.0,1.0,0.0,0.53,21.2,0.409,138.0,115.0,10.8,-6.4,119.6
32.0,4.0,12.0,21.0,0.571,2.0,6.0,0.333,6.0,10.0,0.6,1.0,0.63,30.1,0.619,129.0,113.0,21.4,5.0,115.8
32.0,6.0,11.0,21.0,0.524,2.0,8.0,0.25,8.0,9.0,0.889,2.0,0.641,29.5,0.571,127.0,115.0,25.6,6.9,115.2
25.0,9.0,7.0,17.0,0.412,0.0,2.0,0.0,11.0,13.0,0.846,3.0,0.55,28.5,0.412,118.0,122.0,21.5,-0.4,115.2
7.0,1.0,2.0,5.0,0.4,1.0,2.0,0.5,2.0,2.0,1.0,1.0,0.595,51.2,0.5,111.0,88.0,5.3,13.6,118.8
35.0,8.0,13.0,21.0,0.619,2.0,6.0,0.333,7.0,8.0,0.875,4.0,0.714,31.8,0.667,137.0,131.0,28.8,9.4,115.4
25.0,2.0,7.0,24.0,0.292,0.0,4.0,0.0,11.0,11.0,1.0,1.0,0.433,32.8,0.292,103.0,117.0,13.8,-3.5,113.4
21.0,9.0,8.0,18.0,0.444,1.0,4.0,0.25,4.0,4.0,1.0,3.0,0.531,25.1,0.472,118.0,119.0,16.4,-2.7,115.3
35.0,3.0,13.0,27.0,0.481,6.0,11.0,0.545,3.0,3.0,1.0,1.0,0.618,30.1,0.593,127.0,105.0,25.0,12.5,113.4
24.0,5.0,7.0,17.0,0.412,2.0,4.0,0.5,8.0,8.0,1.0,5.0,0.585,27.4,0.471,102.0,117.0,13.0,-3.1,113.4
27.0,7.0,11.0,22.0,0.5,1.0,7.0,0.143,4.0,4.0,1.0,2.0,0.568,30.5,0.523,131.0,127.0,22.2,2.5,112.7
23.0,7.0,9.0,20.0,0.45,1.0,6.0,0.167,4.0,4.0,1.0,0.0,0.528,23.7,0.475,138.0,140.0,16.9,0.8,111.6
21.0,11.0,6.0,18.0,0.333,1.0,8.0,0.125,8.0,8.0,1.0,2.0,0.488,29.6,0.361,113.0,99.0,19.2,5.6,119.8
23.0,6.0,11.0,22.0,0.5,0.0,5.0,0.0,1.0,2.0,0.5,2.0,0.503,28.2,0.5,108.0,142.0,17.4,-9.6,115.8
18.0,11.0,7.0,15.0,0.467,1.0,5.0,0.2,3.0,4.0,0.75,2.0,0.537,22.3,0.5,138.0,105.0,20.7,6.2,113.8
30.0,2.0,10.0,15.0,0.667,6.0,8.0,0.75,4.0,4.0,1.0,2.0,0.895,27.5,0.867,154.0,128.0,22.5,5.2,119.4
32.0,9.0,14.0,24.0,0.583,3.0,7.0,0.429,1.0,1.0,1.0,2.0,0.655,39.1,0.646,133.0,114.0,26.8,7.1,116.4
36.0,4.0,14.0,28.0,0.5,3.0,10.0,0.3,5.0,7.0,0.714,5.0,0.579,42.0,0.554,100.0,102.0,22.7,2.9,116.4
17.0,9.0,5.0,17.0,0.294,2.0,6.0,0.333,5.0,5.0,1.0,2.0,0.443,26.3,0.353,111.0,112.0,12.1,-3.2,113.0
14.0,5.0,4.0,9.0,0.444,0.0,2.0,0.0,6.0,7.0,0.857,3.0,0.579,24.7,0.444,111.0,143.0,8.3,-9.3,112.1
52.0,9.0,19.0,28.0,0.679,8.0,16.0,0.5,6.0,7.0,0.857,3.0,0.837,37.8,0.821,163.0,126.0,43.7,24.6,112.9
40.0,8.0,13.0,25.0,0.52,5.0,9.0,0.556,9.0,9.0,1.0,4.0,0.691,39.2,0.62,130.0,108.0,29.8,9.6,112.7
13.0,13.0,3.0,12.0,0.25,1.0,5.0,0.2,6.0,6.0,1.0,7.0,0.444,28.5,0.292,87.0,88.0,11.0,1.5,109.0
25.0,7.0,9.0,16.0,0.563,0.0,6.0,0.0,7.0,8.0,0.875,4.0,0.64,27.0,0.563,116.0,123.0,18.6,-0.2,112.9
12.0,5.0,1.0,11.0,0.091,0.0,4.0,0.0,10.0,11.0,0.909,3.0,0.379,20.8,0.091,79.0,113.0,7.3,-8.8,115.4
37.0,4.0,13.0,24.0,0.542,5.0,12.0,0.417,6.0,6.0,1.0,1.0,0.694,29.6,0.646,140.0,111.0,29.2,7.8,115.4
21.0,6.0,7.0,12.0,0.583,2.0,4.0,0.5,5.0,5.0,1.0,4.0,0.739,20.9,0.667,126.0,121.0,15.2,-0.5,115.2
23.0,7.0,6.0,16.0,0.375,3.0,8.0,0.375,8.0,10.0,0.8,1.0,0.564,27.2,0.469,140.0,120.0,19.1,2.2,109.0
