PTS,OPP DRTG
31.0,114.4
20.0,114.5
31.0,118.8
19.0,114.2
28.0,113.8
26.0,114.2
20.0,112.5
17.0,116.7
27.0,110.6
30.0,114.5
21.0,120.0
39.0,120.0
21.0,117.7
31.0,118.8
28.0,111.9
29.0,115.6
21.0,110.6
23.0,113.3
35.0,118.9
33.0,111.5
30.0,114.2
33.0,115.6
31.0,116.8
34.0,115.3
38.0,116.7
28.0,114.2
27.0,113.3
47.0,116.3
43.0,115.3
25.0,116.3
37.0,116.8
24.0,116.7
35.0,113.3
48.0,119.3
32.0,116.8
23.0,111.2
37.0,118.8
46.0,114.5
20.0,120.0
41.0,111.5
28.0,114.8
26.0,117.7
27.0,112.5
38.0,114.2
21.0,112.5
13.0,114.4
26.0,116.7
19.0,112.2
25.0,112.2
18.0,113.8
18.0,119.3
37.0,116.7
33.0,114.5
16.0,113.0
36.0,116.7
