PTS,OPP DRTG
35.0,113.0
32.0,111.2
37.0,112.5
41.0,114.1
31.0,114.2
44.0,114.2
33.0,116.7
35.0,114.0
36.0,114.1
24.0,114.2
22.0,115.6
42.0,118.8
35.0,114.5
33.0,114.2
22.0,114.2
42.0,111.5
24.0,114.0
27.0,111.9
41.0,114.4
35.0,118.9
30.0,114.8
33.0,113.0
22.0,114.2
33.0,111.9
38.0,114.2
30.0,110.6
33.0,118.8
19.0,113.8
25.0,113.8
50.0,119.3
32.0,113.9
60.0,114.8
35.0,119.3
51.0,120.0
39.0,119.3
23.0,111.5
34.0,112.5
43.0,114.5
35.0,113.9
15.0,118.8
30.0,116.3
34.0,113.3
29.0,114.5
41.0,115.6
53.0,118.9
31.0,112.5
27.0,116.8
33.0,113.8
37.0,114.2
28.0,120.0
26.0,113.9
39.0,117.7
42.0,113.3
34.0,113.0
29.0,116.7
15.0,112.5
30.0,114.4
34.0,115.3
40.0,115.3
25.0,117.7
24.0,113.3
42.0,113.3
22.0,116.3
29.0,116.8
13.0,112.2
