PTS,OPP DRTG
35.0,113.3
29.0,113.3
40.0,114.2
26.0,112.2
32.0,110.6
23.0,115.6
26.0,110.6
36.0,112.2
26.0,114.8
39.0,111.2
31.0,118.9
34.0,114.2
43.0,118.9
27.0,114.2
19.0,116.3
19.0,112.5
28.0,112.2
37.0,116.7
30.0,116.8
35.0,115.3
49.0,113.3
14.0,113.3
29.0,114.1
31.0,114.0
25.0,113.0
18.0,114.4
20.0,114.5
44.0,113.9
31.0,114.2
41.0,117.7
30.0,113.8
41.0,111.9
38.0,119.3
29.0,114.5
25.0,114.2
27.0,114.2
29.0,116.7
34.0,120.0
32.0,112.2
31.0,112.5
20.0,114.1
33.0,115.3
51.0,115.3
34.0,114.4
26.0,114.2
31.0,113.3
35.0,114.8
30.0,113.9
20.0,113.0
34.0,118.9
12.0,113.3
41.0,115.3
16.0,111.2
38.0,118.9
31.0,117.7
18.0,113.3
14.0,114.8
41.0,110.6
22.0,114.1
40.0,114.8
30.0,118.8
34.0,116.3
22.0,119.3
22.0,113.8
34.0,118.8
15.0,116.7
36.0,116.8
34.0,117.7
28.0,115.6
40.0,111.9
39.0,116.7
19.0,113.3
21.0,114.0
