PTS,OPP DRTG
32.0,112.5
27.0,114.0
37.0,111.2
33.0,111.9
37.0,116.7
26.0,117.7
36.0,117.7
32.0,112.2
28.0,115.6
27.0,115.3
26.0,116.7
29.0,114.8
27.0,114.5
31.0,113.9
27.0,116.8
35.0,118.8
26.0,111.2
20.0,113.3
36.0,117.7
31.0,118.8
45.0,114.2
39.0,115.6
17.0,114.0
31.0,111.5
29.0,115.3
34.0,116.3
30.0,115.6
28.0,114.0
43.0,118.9
23.0,114.4
24.0,111.9
32.0,110.6
26.0,116.3
23.0,115.3
25.0,120.0
44.0,112.2
33.0,112.5
17.0,113.3
23.0,115.3
20.0,112.2
37.0,116.7
16.0,113.8
30.0,114.2
35.0,114.2
18.0,120.0
29.0,114.2
