PTS,OPP DRTG
19.0,114.4
2.0,114.5
10.0,118.8
18.0,113.8
18.0,114.2
26.0,116.7
19.0,110.6
22.0,116.7
14.0,114.5
21.0,116.8
14.0,114.1
10.0,118.9
21.0,113.0
3.0,120.0
11.0,120.0
24.0,117.7
10.0,118.8
15.0,111.9
16.0,110.6
16.0,114.0
12.0,113.3
11.0,118.9
20.0,111.5
15.0,114.2
9.0,115.6
17.0,115.3
17.0,116.7
15.0,114.2
15.0,113.3
14.0,116.3
21.0,113.3
18.0,116.3
23.0,116.8
25.0,114.2
28.0,116.7
20.0,113.3
24.0,119.3
19.0,116.8
29.0,111.2
17.0,114.5
12.0,111.5
17.0,114.1
17.0,114.8
10.0,117.7
15.0,112.5
27.0,114.2
17.0,116.8
17.0,114.2
14.0,113.8
8.0,114.4
27.0,116.8
9.0,111.2
7.0,114.8
15.0,114.4
14.0,114.2
9.0,118.8
15.0,114.2
24.0,114.2
14.0,112.5
12.0,112.2
36.0,111.2
24.0,112.5
14.0,113.9
25.0,113.0
