PTS,OPP DRTG
31.0,114.0
32.0,112.2
37.0,115.6
14.0,114.2
41.0,111.5
38.0,114.8
33.0,113.9
30.0,114.5
29.0,114.4
23.0,111.9
34.0,115.3
13.0,113.3
29.0,116.3
34.0,118.8
29.0,111.9
32.0,118.9
8.0,114.0
18.0,113.3
34.0,114.2
23.0,114.8
43.0,113.9
28.0,120.0
34.0,116.7
41.0,117.7
25.0,116.7
23.0,116.7
36.0,111.9
12.0,114.0
15.0,114.1
28.0,117.7
15.0,112.2
71.0,112.2
20.0,113.0
22.0,113.0
46.0,116.7
26.0,118.8
14.0,113.8
11.0,112.5
16.0,113.3
19.0,117.7
21.0,115.6
30.0,112.5
29.0,112.2
41.0,120.0
33.0,113.3
22.0,114.2
19.0,116.3
35.0,114.0
44.0,111.5
20.0,118.9
40.0,111.5
18.0,113.3
42.0,113.3
23.0,115.3
21.0,113.3
20.0,115.6
31.0,114.1
31.0,114.1
22.0,119.3
44.0,116.3
42.0,114.8
40.0,117.7
43.0,114.2
