PTS,OPP DRTG
27.0,116.7
26.0,114.4
19.0,114.2
31.0,113.9
12.0,116.7
23.0,113.9
21.0,120.0
26.0,120.0
24.0,117.7
29.0,111.5
39.0,114.2
19.0,114.5
32.0,119.3
17.0,119.3
24.0,116.3
32.0,112.5
19.0,116.7
33.0,118.8
31.0,116.7
43.0,115.6
25.0,113.9
40.0,115.3
13.0,111.2
41.0,113.0
40.0,116.8
19.0,113.3
30.0,111.5
24.0,113.8
12.0,114.5
28.0,110.6
14.0,113.9
36.0,118.8
25.0,112.5
24.0,113.3
26.0,112.5
14.0,116.3
20.0,113.8
29.0,114.2
24.0,110.6
40.0,114.5
17.0,114.0
18.0,112.2
37.0,120.0
35.0,114.1
28.0,114.0
30.0,118.9
24.0,114.8
31.0,115.6
31.0,111.9
14.0,119.3
6.0,116.7
