PTS,OPP DRTG
23.0,110.6
37.0,114.1
23.0,113.3
23.0,113.3
20.0,113.3
26.0,113.3
31.0,116.3
22.0,120.0
18.0,116.7
18.0,110.6
23.0,112.5
24.0,114.1
26.0,114.2
29.0,111.5
25.0,113.9
36.0,114.2
19.0,114.2
19.0,116.8
17.0,114.1
27.0,114.4
38.0,113.3
52.0,114.8
26.0,110.6
36.0,114.5
25.0,111.2
26.0,113.0
26.0,117.7
11.0,111.9
18.0,114.8
27.0,118.8
28.0,115.3
35.0,115.3
15.0,116.3
20.0,114.8
23.0,111.9
29.0,111.5
24.0,114.8
26.0,116.8
21.0,114.4
24.0,118.8
19.0,113.0
23.0,119.3
19.0,111.2
37.0,120.0
35.0,116.7
28.0,118.9
26.0,114.2
26.0,112.5
29.0,118.9
25.0,110.6
20.0,112.2
15.0,115.6
19.0,114.2
20.0,114.5
12.0,114.2
25.0,114.2
27.0,113.8
13.0,111.9
31.0,117.7
32.0,118.9
19.0,115.6
26.0,113.3
14.0,113.3
36.0,115.3
22.0,115.3
28.0,111.5
19.0,111.5
