PTS,OPP DRTG
14.0,113.9
11.0,113.0
6.0,118.9
16.0,115.3
14.0,114.2
13.0,115.6
25.0,111.5
19.0,113.8
31.0,115.6
16.0,115.3
28.0,113.3
15.0,114.0
26.0,111.5
24.0,117.7
6.0,114.2
29.0,116.3
33.0,116.7
24.0,114.2
30.0,119.3
27.0,113.3
36.0,120.0
30.0,116.7
25.0,113.9
27.0,120.0
32.0,116.3
33.0,112.2
17.0,111.9
35.0,114.8
24.0,114.1
18.0,116.7
33.0,114.4
16.0,113.0
44.0,116.8
33.0,114.2
23.0,113.8
21.0,114.4
34.0,111.2
24.0,114.0
38.0,114.8
30.0,114.4
24.0,118.8
21.0,114.2
32.0,114.2
12.0,112.5
22.0,112.2
12.0,111.2
40.0,112.5
25.0,113.9
27.0,118.8
25.0,113.0
