PTS,OPP DRTG
23.0,119.3
25.0,114.2
28.0,115.3
35.0,118.9
36.0,118.9
42.0,111.9
14.0,114.0
17.0,114.8
34.0,112.5
26.0,113.3
27.0,113.3
21.0,111.9
27.0,111.5
33.0,114.0
25.0,110.6
35.0,116.8
44.0,119.3
22.0,113.3
18.0,113.3
30.0,114.2
23.0,114.2
19.0,114.8
33.0,114.1
19.0,112.2
19.0,114.2
31.0,115.3
37.0,114.2
34.0,112.2
26.0,118.9
22.0,117.7
29.0,113.9
30.0,114.4
21.0,116.8
32.0,113.9
30.0,114.5
26.0,117.7
29.0,114.0
24.0,113.3
18.0,116.7
27.0,114.8
25.0,115.3
21.0,112.2
33.0,114.2
31.0,114.5
20.0,113.0
27.0,116.7
16.0,112.5
36.0,113.0
24.0,120.0
25.0,115.3
19.0,114.8
34.0,110.6
34.0,114.1
31.0,115.6
23.0,118.8
8.0,113.3
25.0,113.3
28.0,115.6
28.0,115.6
35.0,111.5
41.0,113.8
25.0,114.4
9.0,120.0
30.0,118.9
29.0,113.8
14.0,117.7
28.0,111.2
16.0,110.6
10.0,114.1
24.0,116.7
25.0,115.6
27.0,113.3
