PTS,OPP DRTG
33.0,113.9
34.0,114.2
33.0,116.8
21.0,113.0
31.0,115.3
32.0,118.9
23.0,113.3
39.0,114.2
47.0,116.8
40.0,110.6
27.0,116.8
16.0,120.0
50.0,113.0
24.0,114.8
33.0,119.3
33.0,116.7
25.0,113.8
32.0,116.7
19.0,112.2
30.0,119.3
12.0,117.7
32.0,111.5
20.0,111.9
38.0,117.7
24.0,113.0
15.0,120.0
20.0,112.2
41.0,115.6
29.0,111.5
26.0,114.1
34.0,111.2
35.0,114.0
38.0,114.2
29.0,113.8
28.0,114.2
21.0,116.7
27.0,113.9
40.0,114.2
29.0,111.2
36.0,111.9
23.0,113.0
50.0,114.5
31.0,116.3
16.0,111.2
30.0,119.3
29.0,113.3
39.0,112.5
33.0,120.0
21.0,114.2
34.0,114.2
25.0,116.8
26.0,118.8
