PTS,OPP DRTG
21.0,113.3
44.0,119.3
43.0,114.1
30.0,114.8
34.0,116.3
31.0,118.9
32.0,118.9
26.0,113.8
25.0,116.3
27.0,116.3
16.0,110.6
25.0,113.3
37.0,118.8
36.0,112.2
38.0,110.6
30.0,116.7
37.0,114.8
40.0,113.9
34.0,114.2
35.0,116.8
28.0,116.7
16.0,119.3
30.0,114.4
19.0,111.2
42.0,112.5
45.0,110.6
26.0,114.1
27.0,111.5
45.0,112.2
43.0,113.8
55.0,115.6
30.0,114.0
9.0,115.3
22.0,114.8
29.0,118.9
41.0,117.7
50.0,112.5
34.0,115.3
54.0,114.5
35.0,113.3
24.0,118.8
38.0,113.9
35.0,114.5
36.0,111.5
33.0,114.1
31.0,114.2
34.0,113.3
46.0,116.8
36.0,113.0
22.0,114.0
31.0,120.0
24.0,116.7
31.0,114.2
24.0,111.5
33.0,113.3
