PTS,OPP DRTG
15.0,113.9
40.0,116.8
16.0,113.0
10.0,114.2
14.0,112.5
35.0,119.3
28.0,119.3
32.0,120.0
34.0,116.7
26.0,110.6
29.0,113.9
17.0,114.1
22.0,119.3
23.0,116.7
16.0,118.9
19.0,115.3
11.0,114.2
29.0,113.3
36.0,115.6
26.0,111.5
17.0,113.8
22.0,115.3
22.0,113.3
32.0,118.9
24.0,111.5
45.0,117.7
25.0,113.3
13.0,113.3
21.0,116.7
27.0,113.9
35.0,120.0
23.0,116.3
16.0,111.9
30.0,114.8
29.0,114.1
20.0,116.7
20.0,114.4
26.0,113.0
34.0,116.8
23.0,114.2
25.0,113.8
11.0,114.4
28.0,116.8
42.0,111.2
23.0,114.0
24.0,114.4
30.0,114.2
29.0,118.8
18.0,114.2
