PTS,OPP DRTG
34.0,106.9
25.0,107.3
19.0,109.0
26.0,109.7
15.0,116.7
30.0,116.7
23.0,106.9
10.0,113.8
39.0,116.1
30.0,115.3
33.0,113.8
23.0,110.1
30.0,106.9
20.0,109.0
33.0,112.8
30.0,112.5
24.0,109.4
18.0,111.7
31.0,113.6
34.0,107.3
36.0,112.3
39.0,112.8
32.0,116.7
37.0,109.0
43.0,116.9
26.0,111.7
31.0,115.3
32.0,114.9
35.0,109.0
34.0,115.3
25.0,112.1
25.0,110.5
30.0,116.1
29.0,112.5
33.0,109.1
33.0,112.8
29.0,110.5
27.0,111.8
30.0,116.9
26.0,106.9
33.0,110.5
21.0,110.1
32.0,113.0
26.0,109.4
26.0,110.1
56.0,106.9
23.0,116.7
50.0,114.5
31.0,107.3
30.0,110.5
19.0,111.7
36.0,110.5
38.0,114.5
38.0,109.7
39.0,113.0
38.0,113.0
