PTS,OPP DRTG
27.0,116.9
12.0,110.5
17.0,106.9
18.0,107.3
23.0,113.0
14.0,109.4
13.0,110.5
19.0,113.0
21.0,113.7
17.0,116.1
24.0,107.3
37.0,112.3
16.0,112.8
19.0,113.8
28.0,111.7
17.0,110.5
13.0,110.5
23.0,110.8
21.0,116.9
34.0,113.3
12.0,109.0
17.0,113.3
24.0,110.1
17.0,110.1
33.0,112.5
31.0,113.7
13.0,109.7
29.0,110.5
28.0,114.5
12.0,109.0
12.0,112.8
16.0,109.4
10.0,109.4
24.0,109.1
30.0,113.3
30.0,114.9
30.0,112.1
14.0,116.9
12.0,109.7
29.0,113.3
27.0,116.7
14.0,116.7
27.0,113.8
29.0,111.7
27.0,111.7
26.0,114.5
26.0,112.8
33.0,113.6
20.0,112.1
26.0,112.1
29.0,112.8
25.0,113.0
26.0,112.3
44.0,109.4
24.0,110.5
32.0,112.1
41.0,110.5
34.0,113.6
21.0,111.8
