PTS,OPP DRTG
32.0,112.8
15.0,109.1
21.0,112.3
30.0,116.1
40.0,111.7
28.0,112.3
25.0,110.5
28.0,113.8
25.0,110.5
29.0,114.5
31.0,110.8
15.0,110.5
26.0,114.9
47.0,113.3
21.0,112.8
32.0,112.5
12.0,112.5
33.0,113.8
24.0,112.1
26.0,116.1
40.0,113.7
27.0,109.7
15.0,109.1
41.0,116.7
20.0,110.5
20.0,106.9
36.0,106.9
28.0,112.5
33.0,112.5
35.0,113.0
31.0,113.8
31.0,112.8
43.0,113.7
26.0,113.7
30.0,106.9
30.0,110.5
27.0,114.9
33.0,109.0
30.0,113.6
26.0,109.7
38.0,110.5
29.0,112.1
33.0,114.5
29.0,116.9
28.0,110.1
44.0,113.3
18.0,107.3
50.0,116.1
32.0,110.8
29.0,112.8
26.0,113.7
28.0,109.1
34.0,113.6
19.0,107.3
39.0,112.8
43.0,114.9
31.0,106.9
30.0,110.5
36.0,115.3
25.0,113.6
30.0,109.0
40.0,110.8
44.0,112.8
28.0,109.4
18.0,113.6
29.0,106.9
30.0,113.8
