PTS,OPP DRTG
30.0,116.7
25.0,113.0
32.0,113.0
25.0,111.8
14.0,112.1
23.0,112.5
18.0,110.1
20.0,110.1
25.0,109.0
29.0,113.3
8.0,110.1
35.0,107.3
22.0,115.3
25.0,112.3
21.0,109.0
28.0,113.0
11.0,109.1
25.0,113.7
28.0,110.8
32.0,116.1
34.0,114.5
31.0,114.9
22.0,110.5
21.0,109.7
23.0,116.9
32.0,112.1
28.0,113.3
24.0,109.4
26.0,109.4
17.0,112.8
19.0,112.8
40.0,116.7
26.0,113.0
25.0,109.0
26.0,106.9
20.0,110.5
17.0,114.9
23.0,112.8
17.0,116.9
31.0,106.9
23.0,107.3
31.0,110.5
24.0,112.1
21.0,113.8
25.0,115.3
21.0,115.3
27.0,113.6
15.0,116.1
39.0,113.7
24.0,110.5
22.0,109.0
25.0,110.8
17.0,109.7
39.0,106.9
20.0,112.8
36.0,116.9
27.0,116.9
21.0,112.5
15.0,109.1
60.0,112.3
30.0,113.3
25.0,111.8
22.0,109.4
15.0,107.3
20.0,109.4
19.0,106.9
16.0,110.5
32.0,112.1
28.0,116.7
26.0,114.5
21.0,112.3
