PTS,OPP DRTG
19.0,109.4
24.0,109.7
32.0,113.8
31.0,113.0
15.0,114.5
13.0,110.8
26.0,114.5
21.0,112.8
21.0,110.5
31.0,107.3
28.0,106.9
27.0,110.5
30.0,112.1
42.0,111.8
23.0,112.5
18.0,106.9
19.0,113.7
30.0,112.8
31.0,112.3
31.0,109.0
33.0,110.5
33.0,116.1
25.0,110.8
25.0,113.7
29.0,111.7
31.0,112.8
41.0,116.7
28.0,112.5
34.0,112.1
29.0,113.6
26.0,113.6
35.0,109.7
56.0,116.9
25.0,113.3
19.0,110.1
15.0,109.1
24.0,109.1
29.0,110.5
30.0,111.8
37.0,111.7
28.0,109.1
30.0,113.7
21.0,106.9
36.0,113.3
43.0,107.3
22.0,110.5
17.0,109.4
34.0,116.1
18.0,112.3
30.0,106.9
41.0,109.7
22.0,112.5
14.0,113.6
41.0,110.5
31.0,106.9
39.0,113.6
25.0,114.5
14.0,113.8
27.0,111.8
27.0,110.1
47.0,116.1
46.0,116.9
9.0,113.7
21.0,113.0
45.0,110.5
33.0,106.9
14.0,116.1
41.0,112.8
30.0,109.7
36.0,112.8
26.0,110.5
30.0,114.5
35.0,109.1
28.0,116.7
