PTS,OPP DRTG
32.0,111.8
29.0,110.8
38.0,113.7
25.0,114.5
25.0,109.1
22.0,116.1
23.0,113.8
32.0,114.9
29.0,113.8
31.0,110.5
38.0,113.6
30.0,112.5
28.0,113.0
33.0,112.8
19.0,106.9
23.0,109.7
27.0,109.7
21.0,106.9
39.0,107.3
27.0,110.5
30.0,111.7
28.0,113.6
24.0,109.4
31.0,114.9
51.0,113.8
34.0,110.5
34.0,110.8
33.0,110.8
28.0,110.1
26.0,109.0
39.0,116.1
29.0,111.8
28.0,112.3
28.0,116.9
27.0,113.6
12.0,113.0
31.0,109.1
37.0,106.9
14.0,113.7
25.0,110.8
53.0,110.5
23.0,109.4
38.0,116.9
37.0,110.5
35.0,109.0
23.0,109.1
27.0,113.7
41.0,113.8
26.0,111.8
55.0,114.9
18.0,116.7
32.0,110.5
36.0,109.7
20.0,116.1
