PTS,OPP DRTG
19.0,116.1
32.0,113.7
27.0,109.0
23.0,109.4
20.0,106.9
31.0,112.1
7.0,113.3
31.0,113.0
32.0,114.5
29.0,114.5
15.0,113.8
16.0,111.7
18.0,113.6
10.0,109.0
17.0,112.5
37.0,116.7
21.0,115.3
22.0,106.9
8.0,110.8
19.0,110.5
13.0,114.9
20.0,113.3
22.0,110.5
26.0,110.1
37.0,110.5
16.0,110.5
17.0,112.3
27.0,113.7
29.0,113.0
13.0,112.8
29.0,109.4
15.0,113.7
27.0,112.3
15.0,113.6
6.0,111.8
21.0,110.8
24.0,109.7
8.0,113.8
27.0,110.8
20.0,106.9
30.0,110.5
7.0,112.8
27.0,115.3
24.0,106.9
22.0,113.6
27.0,113.7
20.0,114.9
