PTS,OPP DRTG
12.0,114.5
11.0,106.9
20.0,109.4
15.0,113.6
19.0,112.5
16.0,116.1
33.0,114.5
18.0,109.7
21.0,112.8
16.0,106.9
32.0,110.8
24.0,110.5
13.0,115.3
17.0,106.9
23.0,109.0
26.0,116.1
27.0,106.9
15.0,109.0
29.0,111.8
19.0,112.8
17.0,110.5
31.0,112.8
27.0,106.9
31.0,110.1
35.0,110.5
33.0,112.3
37.0,110.5
32.0,113.0
21.0,107.3
24.0,113.8
17.0,111.8
22.0,109.1
18.0,109.4
21.0,114.5
19.0,116.9
21.0,109.1
21.0,113.6
26.0,114.9
21.0,112.8
25.0,112.1
20.0,113.0
24.0,114.9
26.0,112.3
10.0,107.3
11.0,113.3
21.0,110.1
20.0,113.3
19.0,113.6
14.0,106.9
12.0,111.7
29.0,109.1
12.0,114.9
