PTS,OPP DRTG
20.0,110.5
18.0,110.5
31.0,116.7
41.0,113.7
23.0,114.5
27.0,114.5
20.0,113.6
14.0,112.5
10.0,109.1
32.0,109.4
22.0,110.5
27.0,111.8
21.0,109.7
23.0,109.7
34.0,114.9
37.0,113.3
33.0,112.8
30.0,116.7
15.0,112.8
24.0,112.3
8.0,110.5
26.0,110.8
37.0,110.5
31.0,116.9
34.0,113.3
29.0,110.1
24.0,107.3
42.0,111.8
27.0,106.9
25.0,110.5
17.0,110.8
18.0,109.7
25.0,111.8
19.0,112.3
36.0,110.5
19.0,110.5
24.0,116.1
33.0,116.1
20.0,110.8
23.0,113.6
27.0,113.0
12.0,113.7
27.0,116.9
51.0,114.5
36.0,115.3
20.0,114.9
20.0,109.1
19.0,113.7
24.0,113.8
15.0,112.5
19.0,112.8
24.0,112.1
38.0,114.9
28.0,110.8
22.0,113.8
30.0,112.8
26.0,113.8
24.0,116.1
33.0,114.9
37.0,109.0
54.0,112.8
44.0,113.7
31.0,113.8
21.0,109.4
26.0,106.9
32.0,115.3
30.0,112.1
36.0,112.8
26.0,110.5
34.0,111.7
23.0,109.1
31.0,116.1
22.0,114.5
16.0,113.6
31.0,109.0
