PTS,OPP DRTG
22.0,113.0
19.0,112.8
22.0,112.8
14.0,110.5
30.0,113.8
19.0,114.9
18.0,113.6
30.0,113.6
42.0,111.7
16.0,112.5
13.0,106.9
28.0,114.9
43.0,113.7
32.0,113.7
19.0,110.5
26.0,106.9
17.0,109.1
32.0,112.8
41.0,106.9
23.0,114.9
36.0,114.5
36.0,110.5
34.0,112.8
31.0,116.7
31.0,112.5
31.0,112.3
31.0,116.7
31.0,113.7
25.0,106.9
32.0,109.1
32.0,114.5
50.0,112.5
40.0,110.1
38.0,112.3
42.0,113.0
26.0,113.3
36.0,115.3
27.0,114.5
27.0,109.4
40.0,113.6
34.0,107.3
25.0,112.8
40.0,109.7
19.0,106.9
42.0,111.8
34.0,111.7
37.0,110.5
27.0,110.5
22.0,109.7
22.0,109.1
43.0,113.6
27.0,112.8
35.0,112.5
34.0,112.1
35.0,109.7
32.0,109.4
21.0,110.5
30.0,113.3
27.0,110.1
37.0,107.3
29.0,111.8
37.0,113.8
29.0,113.7
44.0,109.7
45.0,116.1
30.0,110.5
41.0,116.1
