PTS,OPP DRTG
37.0,109.7
28.0,110.1
40.0,113.3
17.0,116.9
30.0,106.9
20.0,109.1
26.0,112.1
18.0,112.1
11.0,114.5
33.0,111.7
32.0,113.7
26.0,107.3
22.0,113.0
11.0,111.7
32.0,110.5
23.0,110.5
16.0,112.8
21.0,106.9
18.0,115.3
33.0,107.3
41.0,113.3
30.0,112.3
36.0,112.8
26.0,109.7
22.0,113.8
16.0,113.3
29.0,106.9
16.0,111.7
19.0,109.4
25.0,113.6
33.0,111.8
38.0,112.1
35.0,109.4
41.0,112.3
30.0,110.5
37.0,110.8
23.0,110.5
33.0,112.5
30.0,110.1
23.0,113.8
26.0,113.7
44.0,116.9
20.0,111.7
46.0,113.6
52.0,112.3
38.0,106.9
25.0,112.5
22.0,116.7
24.0,113.0
37.0,110.5
17.0,112.8
29.0,114.9
21.0,113.0
