PTS,OPP DRTG
26.0,113.6
30.0,111.7
27.0,111.7
20.0,114.9
22.0,115.3
19.0,109.0
31.0,114.5
19.0,109.1
17.0,110.1
12.0,116.1
9.0,111.7
26.0,114.5
21.0,110.5
11.0,110.5
27.0,110.1
29.0,109.4
24.0,109.4
40.0,116.7
16.0,112.1
26.0,113.8
27.0,112.3
34.0,112.8
22.0,111.8
28.0,116.9
31.0,112.5
10.0,110.5
16.0,107.3
32.0,106.9
22.0,110.5
33.0,111.7
24.0,110.1
22.0,112.8
15.0,106.9
15.0,110.5
26.0,113.8
23.0,112.1
33.0,116.7
26.0,116.7
15.0,109.1
22.0,112.3
10.0,110.5
18.0,109.0
12.0,109.4
28.0,107.3
19.0,113.3
33.0,115.3
29.0,110.5
38.0,112.1
26.0,113.3
19.0,116.9
29.0,113.3
15.0,110.1
17.0,115.3
