PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
26.0,8.0,10.0,20.0,0.5,2.0,3.0,0.667,4.0,5.0,0.8,2.0,0.586,30.7,0.55,122.0,129.0,20.0,1.4,113.6
30.0,4.0,12.0,23.0,0.522,3.0,7.0,0.429,3.0,5.0,0.6,7.0,0.595,30.2,0.587,103.0,99.0,16.1,5.1,111.7
27.0,1.0,11.0,21.0,0.524,4.0,7.0,0.571,1.0,1.0,1.0,4.0,0.63,29.4,0.619,111.0,103.0,15.3,2.2,111.7
20.0,4.0,8.0,21.0,0.381,3.0,7.0,0.429,1.0,1.0,1.0,2.0,0.466,27.4,0.452,95.0,107.0,13.3,1.3,114.9
22.0,6.0,9.0,22.0,0.409,2.0,6.0,0.333,2.0,4.0,0.5,2.0,0.463,29.1,0.455,100.0,117.0,13.0,-0.8,115.3
19.0,4.0,7.0,17.0,0.412,1.0,4.0,0.25,4.0,4.0,1.0,4.0,0.506,36.0,0.441,93.0,116.0,9.1,-7.4,109.0
31.0,4.0,9.0,23.0,0.391,2.0,4.0,0.5,11.0,12.0,0.917,1.0,0.548,43.3,0.435,114.0,116.0,21.0,6.4,114.5
19.0,5.0,6.0,14.0,0.429,1.0,6.0,0.167,6.0,6.0,1.0,5.0,0.571,26.8,0.464,100.0,129.0,10.5,-4.7,109.1
17.0,5.0,6.0,17.0,0.353,3.0,5.0,0.6,2.0,4.0,0.5,6.0,0.453,29.3,0.441,81.0,90.0,7.4,-5.5,110.1
12.0,4.0,4.0,14.0,0.286,1.0,2.0,0.5,3.0,3.0,1.0,1.0,0.392,27.0,0.321,91.0,118.0,6.5,-4.4,116.1
9.0,4.0,2.0,13.0,0.154,1.0,7.0,0.143,4.0,4.0,1.0,6.0,0.305,23.3,0.192,63.0,115.0,0.2,-12.9,111.7
26.0,3.0,9.0,15.0,0.6,1.0,3.0,0.333,7.0,8.0,0.875,0.0,0.702,23.5,0.633,153.0,102.0,23.3,8.0,114.5
21.0,5.0,8.0,22.0,0.364,1.0,4.0,0.25,4.0,4.0,1.0,5.0,0.442,34.2,0.386,80.0,101.0,10.3,-4.4,110.5
11.0,3.0,4.0,14.0,0.286,0.0,4.0,0.0,3.0,3.0,1.0,4.0,0.359,30.8,0.286,71.0,130.0,3.2,-13.0,110.5
27.0,4.0,12.0,18.0,0.667,1.0,2.0,0.5,2.0,4.0,0.5,1.0,0.683,26.9,0.694,138.0,119.0,21.9,4.1,110.1
29.0,3.0,11.0,17.0,0.647,3.0,5.0,0.6,4.0,4.0,1.0,2.0,0.773,29.6,0.735,149.0,156.0,22.2,7.1,109.4
24.0,12.0,7.0,20.0,0.35,1.0,4.0,0.25,9.0,11.0,0.818,2.0,0.483,30.3,0.375,116.0,92.0,22.8,10.1,109.4
40.0,4.0,15.0,28.0,0.536,3.0,10.0,0.3,7.0,8.0,0.875,0.0,0.635,35.9,0.589,151.0,134.0,30.8,13.2,116.7
16.0,5.0,6.0,12.0,0.5,1.0,4.0,0.25,3.0,3.0,1.0,6.0,0.601,20.1,0.542,92.0,109.0,11.9,-2.7,112.1
26.0,5.0,9.0,19.0,0.474,4.0,8.0,0.5,4.0,4.0,1.0,0.0,0.626,25.5,0.579,143.0,97.0,22.1,12.9,113.8
27.0,9.0,11.0,25.0,0.44,0.0,4.0,0.0,5.0,8.0,0.625,1.0,0.473,32.1,0.44,108.0,115.0,20.3,5.7,112.3
34.0,4.0,11.0,21.0,0.524,1.0,2.0,0.5,11.0,15.0,0.733,2.0,0.616,35.5,0.548,123.0,113.0,25.5,4.9,112.8
22.0,5.0,6.0,16.0,0.375,3.0,8.0,0.375,7.0,9.0,0.778,3.0,0.551,23.2,0.469,109.0,103.0,17.4,1.1,111.8
28.0,8.0,12.0,22.0,0.545,2.0,7.0,0.286,2.0,5.0,0.4,3.0,0.579,34.0,0.591,117.0,111.0,21.2,4.0,116.9
31.0,4.0,12.0,23.0,0.522,0.0,1.0,0.0,7.0,7.0,1.0,2.0,0.594,34.5,0.522,122.0,116.0,22.7,3.9,112.5
10.0,7.0,3.0,18.0,0.167,1.0,7.0,0.143,3.0,4.0,0.75,0.0,0.253,25.8,0.194,84.0,125.0,3.8,-6.7,110.5
16.0,5.0,5.0,18.0,0.278,0.0,4.0,0.0,6.0,8.0,0.75,5.0,0.372,33.3,0.278,76.0,127.0,4.7,-13.4,107.3
32.0,6.0,12.0,21.0,0.571,1.0,4.0,0.25,7.0,8.0,0.875,2.0,0.653,32.5,0.595,130.0,98.0,27.2,14.1,106.9
22.0,4.0,6.0,13.0,0.462,1.0,2.0,0.5,9.0,10.0,0.9,1.0,0.632,25.5,0.5,136.0,125.0,18.2,3.9,110.5
33.0,9.0,11.0,19.0,0.579,6.0,7.0,0.857,5.0,5.0,1.0,5.0,0.778,30.3,0.737,134.0,124.0,27.1,10.6,111.7
24.0,6.0,10.0,19.0,0.526,1.0,4.0,0.25,3.0,4.0,0.75,1.0,0.578,28.5,0.553,123.0,94.0,19.2,7.2,110.1
22.0,8.0,8.0,21.0,0.381,2.0,6.0,0.333,4.0,6.0,0.667,1.0,0.465,31.7,0.429,109.0,132.0,16.2,2.0,112.8
15.0,6.0,6.0,19.0,0.316,0.0,4.0,0.0,3.0,3.0,1.0,1.0,0.369,27.6,0.316,88.0,110.0,11.3,-2.4,106.9
15.0,6.0,4.0,10.0,0.4,1.0,1.0,1.0,6.0,8.0,0.75,3.0,0.555,30.2,0.45,104.0,98.0,11.7,2.3,110.5
26.0,4.0,8.0,18.0,0.444,1.0,1.0,1.0,9.0,10.0,0.9,0.0,0.58,28.6,0.472,139.0,103.0,21.2,9.4,113.8
