PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
14.0,9.0,4.0,15.0,0.267,0.0,6.0,0.0,6.0,7.0,0.857,1.0,0.387,21.5,0.267,103.0,106.0,14.2,2.5,114.6
8.0,7.0,3.0,8.0,0.375,0.0,3.0,0.0,2.0,2.0,1.0,1.0,0.45,16.5,0.375,116.0,102.0,9.6,-0.7,113.4
1.0,13.0,0.0,6.0,0.0,0.0,2.0,0.0,1.0,2.0,0.5,0.0,0.073,9.9,0.0,122.0,130.0,7.7,-2.3,112.1
17.0,6.0,6.0,9.0,0.667,2.0,3.0,0.667,3.0,3.0,1.0,0.0,0.824,19.7,0.778,185.0,118.0,18.8,16.2,118.8
2.0,5.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.258,10.6,0.0,75.0,122.0,0.1,-12.1,109.0
15.0,4.0,6.0,14.0,0.429,2.0,3.0,0.667,1.0,1.0,1.0,4.0,0.519,21.6,0.5,89.0,101.0,11.6,1.1,109.0
15.0,8.0,4.0,8.0,0.5,4.0,6.0,0.667,3.0,3.0,1.0,1.0,0.805,14.7,0.75,169.0,129.0,17.1,11.5,112.1
15.0,12.0,4.0,7.0,0.571,3.0,5.0,0.6,4.0,4.0,1.0,1.0,0.856,13.8,0.786,186.0,120.0,21.7,12.8,113.4
6.0,6.0,1.0,2.0,0.5,0.0,1.0,0.0,4.0,4.0,1.0,1.0,0.798,11.6,0.5,158.0,127.0,8.4,3.5,114.6
15.0,11.0,5.0,8.0,0.625,3.0,4.0,0.75,2.0,3.0,0.667,1.0,0.805,13.8,0.813,169.0,112.0,19.6,12.8,114.6
12.0,3.0,4.0,9.0,0.444,2.0,5.0,0.4,2.0,2.0,1.0,2.0,0.607,17.8,0.556,117.0,136.0,6.4,-6.8,115.4
4.0,10.0,2.0,7.0,0.286,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.269,13.7,0.286,110.0,111.0,7.8,-4.3,119.6
9.0,4.0,3.0,6.0,0.5,1.0,4.0,0.25,2.0,2.0,1.0,3.0,0.654,15.7,0.583,99.0,123.0,5.4,-8.0,112.2
12.0,4.0,3.0,5.0,0.6,3.0,3.0,1.0,3.0,4.0,0.75,1.0,0.888,11.7,0.9,164.0,127.0,11.3,1.7,111.3
9.0,6.0,4.0,7.0,0.571,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.605,11.2,0.643,152.0,144.0,10.3,-2.8,113.0
8.0,4.0,3.0,5.0,0.6,2.0,4.0,0.5,0.0,1.0,0.0,1.0,0.735,12.1,0.8,135.0,107.0,8.8,2.9,118.8
11.0,6.0,3.0,8.0,0.375,2.0,4.0,0.5,3.0,4.0,0.75,1.0,0.564,17.4,0.5,128.0,94.0,12.8,8.7,113.4
15.0,5.0,6.0,8.0,0.75,1.0,3.0,0.333,2.0,2.0,1.0,1.0,0.845,16.3,0.813,161.0,126.0,15.9,6.7,116.3
3.0,4.0,1.0,5.0,0.2,0.0,2.0,0.0,1.0,2.0,0.5,1.0,0.255,18.4,0.2,77.0,105.0,2.2,-8.1,111.3
9.0,8.0,3.0,7.0,0.429,1.0,4.0,0.25,2.0,2.0,1.0,3.0,0.571,14.5,0.5,108.0,97.0,12.5,5.2,115.4
