PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
50.0,4.0,17.0,21.0,0.81,2.0,3.0,0.667,14.0,18.0,0.778,3.0,0.864,37.8,0.857,161.0,117.0,44.9,20.1,116.1
32.0,9.0,13.0,23.0,0.565,2.0,4.0,0.5,4.0,5.0,0.8,3.0,0.635,30.3,0.609,132.0,115.0,31.0,15.9,110.8
29.0,6.0,8.0,20.0,0.4,1.0,6.0,0.167,12.0,16.0,0.75,4.0,0.536,37.8,0.425,106.0,117.0,21.2,1.6,112.8
26.0,6.0,6.0,10.0,0.6,0.0,2.0,0.0,14.0,14.0,1.0,3.0,0.804,27.2,0.6,158.0,84.0,32.2,25.5,113.7
28.0,5.0,9.0,20.0,0.45,1.0,4.0,0.25,9.0,11.0,0.818,4.0,0.564,35.0,0.475,114.0,107.0,24.1,7.2,109.1
34.0,5.0,12.0,22.0,0.545,0.0,2.0,0.0,10.0,19.0,0.526,4.0,0.56,36.8,0.545,113.0,103.0,26.8,7.3,113.6
19.0,6.0,8.0,13.0,0.615,0.0,1.0,0.0,3.0,6.0,0.5,3.0,0.607,25.2,0.615,125.0,116.0,18.9,4.1,107.3
39.0,7.0,13.0,19.0,0.684,4.0,4.0,1.0,9.0,13.0,0.692,1.0,0.789,36.5,0.789,164.0,103.0,38.2,29.3,112.8
43.0,5.0,15.0,22.0,0.682,1.0,5.0,0.2,12.0,17.0,0.706,2.0,0.729,36.4,0.705,146.0,117.0,37.3,17.0,114.9
31.0,3.0,9.0,17.0,0.529,1.0,4.0,0.25,12.0,18.0,0.667,1.0,0.622,34.5,0.559,126.0,129.0,24.1,7.3,106.9
30.0,4.0,12.0,24.0,0.5,0.0,2.0,0.0,6.0,7.0,0.857,1.0,0.554,35.9,0.5,116.0,102.0,23.3,6.2,110.5
36.0,2.0,12.0,23.0,0.522,0.0,2.0,0.0,12.0,16.0,0.75,2.0,0.599,38.6,0.522,123.0,115.0,27.8,1.5,115.3
25.0,5.0,9.0,12.0,0.75,1.0,2.0,0.5,6.0,9.0,0.667,9.0,0.783,38.4,0.792,105.0,86.0,20.9,7.1,113.6
30.0,4.0,11.0,20.0,0.55,0.0,1.0,0.0,8.0,10.0,0.8,2.0,0.615,38.2,0.55,125.0,117.0,26.1,19.1,109.0
40.0,6.0,16.0,24.0,0.667,1.0,3.0,0.333,7.0,10.0,0.7,3.0,0.704,37.2,0.688,136.0,110.0,36.9,18.1,110.8
44.0,6.0,14.0,21.0,0.667,1.0,4.0,0.25,15.0,19.0,0.789,8.0,0.749,40.0,0.69,127.0,107.0,35.9,14.6,112.8
28.0,2.0,12.0,22.0,0.545,0.0,3.0,0.0,4.0,8.0,0.5,3.0,0.549,30.8,0.545,105.0,120.0,19.6,1.8,109.4
18.0,7.0,7.0,13.0,0.538,1.0,2.0,0.5,3.0,5.0,0.6,2.0,0.592,30.7,0.577,125.0,105.0,15.3,5.6,113.6
29.0,5.0,11.0,21.0,0.524,0.0,4.0,0.0,7.0,10.0,0.7,4.0,0.571,31.6,0.524,112.0,117.0,23.0,1.8,106.9
30.0,8.0,9.0,16.0,0.563,1.0,3.0,0.333,11.0,13.0,0.846,1.0,0.691,33.4,0.594,149.0,88.0,32.1,26.9,113.8
