PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
23.0,3.0,10.0,21.0,0.476,0.0,3.0,0.0,3.0,9.0,0.333,7.0,0.461,39.4,0.476,83.0,108.0,12.0,-6.8,113.8
26.0,3.0,9.0,14.0,0.643,0.0,1.0,0.0,8.0,10.0,0.8,3.0,0.707,29.6,0.643,136.0,119.0,25.0,10.2,119.4
33.0,2.0,12.0,21.0,0.571,1.0,3.0,0.333,8.0,11.0,0.727,2.0,0.639,36.7,0.595,124.0,115.0,23.3,5.4,112.2
22.0,6.0,6.0,10.0,0.6,3.0,3.0,1.0,7.0,13.0,0.538,7.0,0.7,28.1,0.75,104.0,109.0,14.5,1.3,113.4
36.0,3.0,15.0,27.0,0.556,1.0,7.0,0.143,5.0,6.0,0.833,3.0,0.607,38.1,0.574,118.0,117.0,28.2,6.2,116.1
15.0,5.0,6.0,16.0,0.375,0.0,2.0,0.0,3.0,6.0,0.5,1.0,0.402,37.8,0.375,88.0,101.0,11.9,2.5,118.8
54.0,3.0,19.0,25.0,0.76,0.0,1.0,0.0,16.0,18.0,0.889,8.0,0.82,47.9,0.76,132.0,124.0,40.2,10.2,118.0
35.0,7.0,15.0,22.0,0.682,0.0,1.0,0.0,5.0,12.0,0.417,6.0,0.641,40.7,0.682,109.0,103.0,29.3,14.6,111.3
35.0,2.0,13.0,22.0,0.591,1.0,3.0,0.333,8.0,14.0,0.571,3.0,0.621,37.2,0.614,121.0,113.0,23.7,4.8,116.3
40.0,7.0,18.0,26.0,0.692,1.0,3.0,0.333,3.0,5.0,0.6,3.0,0.709,36.4,0.712,134.0,112.0,36.9,12.6,115.4
21.0,5.0,7.0,20.0,0.35,0.0,3.0,0.0,7.0,10.0,0.7,3.0,0.43,30.7,0.35,96.0,115.0,14.6,-1.0,111.6
33.0,6.0,11.0,21.0,0.524,0.0,1.0,0.0,11.0,18.0,0.611,4.0,0.571,33.9,0.524,122.0,100.0,28.4,9.0,117.5
33.0,5.0,11.0,16.0,0.688,1.0,2.0,0.5,10.0,13.0,0.769,4.0,0.76,28.7,0.719,138.0,117.0,30.8,9.9,112.2
26.0,5.0,11.0,17.0,0.647,0.0,1.0,0.0,4.0,4.0,1.0,5.0,0.693,26.2,0.647,122.0,99.0,27.1,9.9,116.3
32.0,10.0,14.0,20.0,0.7,0.0,1.0,0.0,4.0,5.0,0.8,5.0,0.721,32.5,0.7,133.0,112.0,31.6,11.5,119.4
35.0,10.0,15.0,22.0,0.682,1.0,1.0,1.0,4.0,9.0,0.444,4.0,0.674,38.2,0.705,139.0,119.0,32.0,9.6,113.4
37.0,2.0,13.0,19.0,0.684,0.0,1.0,0.0,11.0,13.0,0.846,1.0,0.748,25.3,0.684,153.0,121.0,32.1,10.9,118.0
64.0,3.0,20.0,28.0,0.714,0.0,3.0,0.0,24.0,32.0,0.75,4.0,0.76,47.5,0.714,146.0,102.0,57.0,23.6,118.0
